"Group","Family","Scientific_name","Name_Status","Accepted_Name","FloraStatus","FloraPage","ConceptNum","Acronym","Scientific_name_auths"
"Dicotyledons","Asteraceae","Doellingeria breweri","Accepted","Doellingeria breweri","Fully described","vol2, pg265",4672,"DOEBRE","Doellingeria breweri (A. Gray) Semple "
"Dicotyledons","Asteraceae","Doellingeria elegans","Accepted","Doellingeria elegans","Fully described","vol2, pg265",497,"DOEELE","Doellingeria elegans (Nutt.) Semple "
"Dicotyledons","Asteraceae","Doellingeria glabrata","Accepted","Doellingeria glabrata","Fully described","vol2, pg266",13707,"DOEGLA","Doellingeria glabrata (Greene) Semple "
"Dicotyledons","Asteraceae","Doellingeria gormanii","Accepted","Doellingeria gormanii","Fully described","vol2, pg266",457,"DOEGOR","Doellingeria gormanii (Piper) Semple "
"Dicotyledons","Asteraceae","Doellingeria ledophylla","Accepted","Doellingeria ledophylla","Fully described","vol2, pg266",14683,"DOELED","Doellingeria ledophylla (A. Gray) Semple "
"Dicotyledons","Asteraceae","Doellingeria ledophylla var. covillei","Accepted","Doellingeria ledophylla var. covillei","Fully described","vol2, pg267",14684,"DOELEDCOV","Doellingeria ledophylla (A. Gray) Semple var. covillei (Greene) Semple "
"Dicotyledons","Asteraceae","Doellingeria ledophylla var. ledophylla","Accepted","Doellingeria ledophylla var. ledophylla","Fully described","vol2, pg267",475,"DOELEDLED","Doellingeria ledophylla (A. Gray) Semple var. ledophylla "
"Dicotyledons","Asteraceae","Doellingeria tomentella","Accepted","Doellingeria tomentella","Fully described","vol2, pg267",416,"DOETOM","Doellingeria tomentella (Greene) Semple "
"Dicotyledons","Asteraceae","Doellingeria vialis","Accepted","Doellingeria vialis","Fully described","vol2, pg267",537,"DOEVIA","Doellingeria vialis (Bradshaw) Semple "
"Dicotyledons","Asteraceae","Dugaldia hoopesii","Synonym","Hymenoxys hoopesii",,,1504,"DUGHOO","Dugaldia hoopesii (A. Gray) Rydb. "
"Dicotyledons","Asteraceae","Eatonella nivea","Accepted","Eatonella nivea","Fully described","vol2, pg245",1506,"EATNIV","Eatonella nivea (D.C. Eaton) A. Gray "
"Dicotyledons","Asteraceae","Ericameria arborescens","Accepted","Ericameria arborescens","Fully described","vol2, pg247",1982,"ERIARB","Ericameria arborescens (A. Gray) Greene "
"Dicotyledons","Asteraceae","Ericameria bloomeri","Accepted","Ericameria bloomeri","Fully described","vol2, pg247",1984,"ERIBLO","Ericameria bloomeri (A. Gray) J.F. Macbr. "
"Dicotyledons","Asteraceae","Ericameria discoidea","Accepted","Ericameria discoidea","Fully described","vol2, pg247",2001,"ERIDIS2","Ericameria discoidea (Nutt.) G.L. Nesom "
"Dicotyledons","Asteraceae","Ericameria greenei","Accepted","Ericameria greenei","Fully described","vol2, pg247",1665,"ERIGRE","Ericameria greenei (A. Gray) G.L. Nesom "
"Dicotyledons","Asteraceae","Ericameria nana","Accepted","Ericameria nana","Fully described","vol2, pg247",1699,"ERINAN","Ericameria nana Nutt. "
"Dicotyledons","Asteraceae","Ericameria nauseosa","Accepted","Ericameria nauseosa","Fully described","vol2, pg248",9046,"ERINAU","Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & G.I. Baird "
"Dicotyledons","Asteraceae","Ericameria nauseosa var. hololeuca","Accepted","Ericameria nauseosa var. hololeuca","Fully described","vol2, pg248",4580,"ERINAUHOL","Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & G.I. Baird var. hololeuca (A. Gray) G.L. Nesom & G.I. Baird "
"Dicotyledons","Asteraceae","Ericameria nauseosa var. nana","Accepted","Ericameria nauseosa var. nana","Fully described","vol2, pg248",4667,"ERINAUNAN","Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & G.I. Baird var. nana (Cronquist) G.L. Nesom & G.I. Baird "
"Dicotyledons","Asteraceae","Ericameria nauseosa var. oreophila","Accepted","Ericameria nauseosa var. oreophila","Fully described","vol2, pg248",4578,"ERINAUORE","Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & G.I. Baird var. oreophila (A. Nelson) G.L. Nesom & G.I. Baird "
"Dicotyledons","Asteraceae","Ericameria nauseosa var. speciosa","Accepted","Ericameria nauseosa var. speciosa","Fully described","vol2, pg248",1092,"ERINAUSPE","Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & G.I. Baird var. speciosa (Nutt.) G.L. Nesom & G.I. Baird "
"Dicotyledons","Asteraceae","Ericameria parryi","Accepted","Ericameria parryi","Fully described",,9047,"ERIPAR","Ericameria parryi (A. Gray) G.L. Nesom & G.I. Baird "
"Dicotyledons","Asteraceae","Ericameria parryi var. nevadensis","Accepted","Ericameria parryi var. nevadensis","Fully described","vol2, pg248",4674,"ERIPARNEV","Ericameria parryi (A. Gray) G.L. Nesom & G.I. Baird var. nevadensis (A. Gray) G.L. Nesom & G.I. Baird "
"Dicotyledons","Asteraceae","Ericameria resinosa","Accepted","Ericameria resinosa","Fully described","vol2, pg249",2006,"ERIRES","Ericameria resinosa Nutt. "
"Dicotyledons","Asteraceae","Ericameria suffruticosa","Accepted","Ericameria suffruticosa","Fully described","vol2, pg249",2010,"ERISUF","Ericameria suffruticosa (Nutt.) G.L. Nesom "
"Dicotyledons","Asteraceae","Erigeron acris","Synonym","Erigeron nivalis",,,1601,"ERIACR7ERINIV2","Erigeron acris L. "
"Dicotyledons","Asteraceae","Erigeron acris","Accepted","Erigeron acris","Fully described",,9049,"ERIACR1","Erigeron acris L. "
"Dicotyledons","Asteraceae","Erigeron acris var. asteroides","Misapplied","Erigeron acris var. kamtschaticus",,,1600,"ERIACRAST","Erigeron acris L. var. asteroides (Andrz. ex Besser) DC. "
"Dicotyledons","Asteraceae","Erigeron acris var. debilis","Synonym","Erigeron nivalis",,,1601,"ERIACRDEB","Erigeron acris L. var. debilis A. Gray "
"Dicotyledons","Asteraceae","Erigeron acris var. kamtschaticus","Accepted","Erigeron acris var. kamtschaticus","Fully described","vol2, pg252",1600,"ERIACRKAM","Erigeron acris L. var. kamtschaticus (DC.) Herder "
"Dicotyledons","Asteraceae","Erigeron aliceae","Accepted","Erigeron aliceae","Fully described","vol2, pg252",1602,"ERIALI","Erigeron aliceae Howell "
"Dicotyledons","Asteraceae","Erigeron aphanactis","Accepted","Erigeron aphanactis","Fully described",,9050,"ERIAPH","Erigeron aphanactis (A. Gray) Greene "
"Dicotyledons","Asteraceae","Erigeron aphanactis var. aphanactis","Accepted","Erigeron aphanactis var. aphanactis","Fully described","vol2, pg252",1606,"ERIAPHAPH","Erigeron aphanactis (A. Gray) Greene var. aphanactis "
"Dicotyledons","Asteraceae","Erigeron aureus","Accepted","Erigeron aureus","Fully described","vol2, pg252",14616,"ERIAUR","Erigeron aureus Greene "
"Dicotyledons","Asteraceae","Erigeron austiniae","Synonym","Erigeron chrysopsidis var. austiniae",,,1627,"ERIAUS","Erigeron austiniae Greene "
"Dicotyledons","Asteraceae","Erigeron bloomeri","Accepted","Erigeron bloomeri","Fully described","vol2, pg253",9051,"ERIBLO2","Erigeron bloomeri A. Gray "
"Dicotyledons","Asteraceae","Erigeron bloomeri var. bloomeri","Accepted","Erigeron bloomeri var. bloomeri","Fully described","vol2, pg253",4509,"ERIBLOBLO","Erigeron bloomeri A. Gray var. bloomeri "
"Dicotyledons","Asteraceae","Erigeron bloomeri var. nudatus","Accepted","Erigeron bloomeri var. nudatus","Fully described","vol2, pg253",1612,"ERIBLONUD","Erigeron bloomeri A. Gray var. nudatus (A. Gray) Cronquist "
"Dicotyledons","Asteraceae","Erigeron breweri","Synonym","Erigeron klamathensis",,,1616,"ERIBRE","Erigeron breweri A. Gray "
"Dicotyledons","Asteraceae","Erigeron breweri var. klamathensis","Synonym","Erigeron klamathensis",,,1616,"ERIBREKLA","Erigeron breweri A. Gray var. klamathensis G.L. Nesom "
"Dicotyledons","Asteraceae","Erigeron canadensis","Synonym","Conyza canadensis",,,1195,"ERICAN","Erigeron canadensis L. "
"Dicotyledons","Asteraceae","Erigeron cascadensis","Accepted","Erigeron cascadensis","Fully described","vol2, pg253",1620,"ERICAS","Erigeron cascadensis A. Heller "
"Dicotyledons","Asteraceae","Erigeron cervinus","Accepted","Erigeron cervinus","Fully described","vol2, pg253",1622,"ERICER","Erigeron cervinus Greene "
"Dicotyledons","Asteraceae","Erigeron chrysopsidis","Accepted","Erigeron chrysopsidis","Fully described","vol2, pg254",9053,"ERICHR","Erigeron chrysopsidis A. Gray "
"Dicotyledons","Asteraceae","Erigeron chrysopsidis ssp. austiniae","Synonym","Erigeron chrysopsidis var. austiniae",,,1627,"ERICHRAUS2","Erigeron chrysopsidis A. Gray ssp. austiniae (Greene) Cronquist "
"Dicotyledons","Asteraceae","Erigeron chrysopsidis ssp. brevifolius","Synonym","Erigeron chrysopsidis var. brevifolius",,,1629,"ERICHRBRE2","Erigeron chrysopsidis A. Gray ssp. brevifolius Piper "
"Dicotyledons","Asteraceae","Erigeron chrysopsidis ssp. chrysopsidis","Synonym","Erigeron chrysopsidis var. chrysopsidis",,,1628,"ERICHRCHR2","Erigeron chrysopsidis A. Gray ssp. chrysopsidis "
"Dicotyledons","Asteraceae","Erigeron chrysopsidis var. austiniae","Accepted","Erigeron chrysopsidis var. austiniae","Fully described","vol2, pg254",1627,"ERICHRAUS","Erigeron chrysopsidis A. Gray var. austiniae (Greene) G.L. Nesom "
"Dicotyledons","Asteraceae","Erigeron chrysopsidis var. brevifolius","Accepted","Erigeron chrysopsidis var. brevifolius","Fully described","vol2, pg254",1629,"ERICHRBRE","Erigeron chrysopsidis A. Gray var. brevifolius Piper "
"Dicotyledons","Asteraceae","Erigeron chrysopsidis var. chrysopsidis","Accepted","Erigeron chrysopsidis var. chrysopsidis","Fully described","vol2, pg254",1628,"ERICHRCHR","Erigeron chrysopsidis A. Gray var. chrysopsidis "
"Dicotyledons","Asteraceae","Erigeron compositus","Accepted","Erigeron compositus","Fully described","vol2, pg254",1639,"ERICOM2","Erigeron compositus Pursh "
"Dicotyledons","Asteraceae","Erigeron compositus var. compositus","Synonym","Erigeron compositus",,,1639,"ERICOMCOM2","Erigeron compositus Pursh var. compositus "
"Dicotyledons","Asteraceae","Erigeron compositus var. glabratus","Synonym","Erigeron compositus",,,1639,"ERICOMGLA","Erigeron compositus Pursh var. glabratus Macoun "
"Dicotyledons","Asteraceae","Erigeron corymbosus","Accepted","Erigeron corymbosus","Fully described","vol2, pg255",1633,"ERICOR","Erigeron corymbosus Nutt. "
"Dicotyledons","Asteraceae","Erigeron coulteri","Accepted","Erigeron coulteri","Fully described","vol2, pg255",1634,"ERICOU","Erigeron coulteri Porter "
"Dicotyledons","Asteraceae","Erigeron davisii","Synonym","Erigeron disparipilus",,,1648,"ERIDAV","Erigeron davisii (Cronquist) G.L. Nesom "
"Dicotyledons","Asteraceae","Erigeron decumbens","Accepted","Erigeron decumbens","Fully described","vol2, pg255",1644,"ERIDEC","Erigeron decumbens Nutt. "
"Dicotyledons","Asteraceae","Erigeron decumbens ssp. decumbens","Synonym","Erigeron decumbens",,,1644,"ERIDECDEC2","Erigeron decumbens Nutt. ssp. decumbens "
"Dicotyledons","Asteraceae","Erigeron decumbens ssp. robustior","Misapplied","Erigeron eatonii var. plantagineus",,,4476,"ERIDECROB","Erigeron decumbens Nutt. ssp. robustior Cronquist "
"Dicotyledons","Asteraceae","Erigeron decumbens var. decumbens","Synonym","Erigeron decumbens",,,1644,"ERIDECDEC","Erigeron decumbens Nutt. var. decumbens "
"Dicotyledons","Asteraceae","Erigeron decumbens var. robustior","Misapplied","Erigeron eatonii var. plantagineus",,,4476,"ERIDECROB2","Erigeron decumbens Nutt. var. robustior (Cronquist) Cronquist "
"Dicotyledons","Asteraceae","Erigeron delicatus","Synonym","Erigeron cervinus",,,1622,"ERIDEL","Erigeron delicatus Cronquist "
"Dicotyledons","Asteraceae","Erigeron disparipilus","Accepted","Erigeron disparipilus","Fully described","vol2, pg255",1648,"ERIDIS","Erigeron disparipilus Cronquist "
"Dicotyledons","Asteraceae","Erigeron divergens","Accepted","Erigeron divergens","Fully described","vol2, pg255",1646,"ERIDIV","Erigeron divergens Torr. & A. Gray "
"Dicotyledons","Asteraceae","Erigeron divergens var. divergens","Synonym","Erigeron divergens",,,1646,"ERIDIVDIV","Erigeron divergens Torr. & A. Gray var. divergens "
"Dicotyledons","Asteraceae","Erigeron eatonii","Accepted","Erigeron eatonii","Fully described","vol2, pg256",9057,"ERIEAT","Erigeron eatonii A. Gray "
"Dicotyledons","Asteraceae","Erigeron eatonii var. lavandulus","Accepted","Erigeron eatonii var. lavandulus","Fully described","vol2, pg256",4477,"ERIEATLAV","Erigeron eatonii A. Gray var. lavandulus Strother & Ferlatte "
"Dicotyledons","Asteraceae","Erigeron eatonii var. plantagineus","Accepted","Erigeron eatonii var. plantagineus","Fully described","vol2, pg256",4476,"ERIEATPLA","Erigeron eatonii A. Gray var. plantagineus (Greene) Cronquist "
"Dicotyledons","Asteraceae","Erigeron eatonii var. villosus","Accepted","Erigeron eatonii var. villosus","Fully described","vol2, pg256",1651,"ERIEATVIL","Erigeron eatonii A. Gray var. villosus (Cronquist) Cronquist "
"Dicotyledons","Asteraceae","Erigeron elegantulus","Accepted","Erigeron elegantulus","Fully described","vol2, pg256",1653,"ERIELE","Erigeron elegantulus Greene "
"Dicotyledons","Asteraceae","Erigeron engelmannii","Synonym","Erigeron disparipilus",,,1648,"ERIENG","Erigeron engelmannii A. Nelson "
"Dicotyledons","Asteraceae","Erigeron engelmannii ssp. davisii","Synonym","Erigeron disparipilus",,,1648,"ERIENGDAV2","Erigeron engelmannii A. Nelson ssp. davisii Cronquist "
"Dicotyledons","Asteraceae","Erigeron engelmannii var. davisii","Synonym","Erigeron disparipilus",,,1648,"ERIENGDAV","Erigeron engelmannii A. Nelson var. davisii (Cronquist) Cronquist "
"Dicotyledons","Asteraceae","Erigeron filifolius","Accepted","Erigeron filifolius","Fully described","vol2, pg256",1658,"ERIFIL","Erigeron filifolius (Hook.) Nutt. "
"Dicotyledons","Asteraceae","Erigeron filifolius var. filifolius","Synonym","Erigeron filifolius",,,1658,"ERIFILFIL","Erigeron filifolius (Hook.) Nutt. var. filifolius "
"Dicotyledons","Asteraceae","Erigeron filifolius var. robustior","Synonym","Erigeron filifolius",,,1658,"ERIFILROB","Erigeron filifolius (Hook.) Nutt. var. robustior M. Peck "
"Dicotyledons","Asteraceae","Erigeron foliosus","Accepted","Erigeron foliosus","Fully described",,9060,"ERIFOL","Erigeron foliosus Nutt. "
"Dicotyledons","Asteraceae","Erigeron foliosus var. confinis","Accepted","Erigeron foliosus var. confinis","Fully described","vol2, pg257",1661,"ERIFOLCON","Erigeron foliosus Nutt. var. confinis (Howell) Jeps. "
"Dicotyledons","Asteraceae","Erigeron foliosus var. hartwegii","Misapplied","Erigeron foliosus var. confinis",,,1661,"ERIFOLHAR","Erigeron foliosus Nutt. var. hartwegii (Greene) Jeps. "
"Dicotyledons","Asteraceae","Erigeron glacialis","Accepted","Erigeron glacialis","Fully described",,13826,"ERIGLA2","Erigeron glacialis (Nutt.) A. Nelson "
"Dicotyledons","Asteraceae","Erigeron glacialis var. glacialis","Accepted","Erigeron glacialis var. glacialis","Fully described","vol2, pg257",1723,"ERIGLAGLA","Erigeron glacialis (Nutt.) A. Nelson var. glacialis "
"Dicotyledons","Asteraceae","Erigeron glaucus","Accepted","Erigeron glaucus","Fully described","vol2, pg257",1664,"ERIGLA","Erigeron glaucus Ker Gawl. "
"Dicotyledons","Asteraceae","Erigeron grandiflorus","Synonym","Erigeron simplex",,,1740,"ERIGRA2","Erigeron grandiflorus Hook. "
"Dicotyledons","Asteraceae","Erigeron howellii","Accepted","Erigeron howellii","Fully described","vol2, pg258",1672,"ERIHOW","Erigeron howellii (A. Gray) A. Gray "
"Dicotyledons","Asteraceae","Erigeron inornatus","Accepted","Erigeron inornatus","Fully described",,9061,"ERIINO","Erigeron inornatus (A. Gray) A. Gray "
"Dicotyledons","Asteraceae","Erigeron inornatus var. inornatus","Accepted","Erigeron inornatus var. inornatus","Fully described","vol2, pg258",1675,"ERIINOINO","Erigeron inornatus (A. Gray) A. Gray var. inornatus "
"Dicotyledons","Asteraceae","Erigeron klamathensis","Accepted","Erigeron klamathensis","Fully described","vol2, pg258",1616,"ERIKLA","Erigeron klamathensis (G.L. Nesom) G.L. Nesom "
"Dicotyledons","Asteraceae","Erigeron latus","Accepted","Erigeron latus","Fully described","vol2, pg258",4815,"ERILAT2","Erigeron latus (A. Nelson & J.F. Macbr.) Cronquist "
"Dicotyledons","Asteraceae","Erigeron linearis","Accepted","Erigeron linearis","Fully described","vol2, pg258",1685,"ERILIN","Erigeron linearis (Hook.) Piper "
"Dicotyledons","Asteraceae","Erigeron lonchophyllus","Accepted","Erigeron lonchophyllus","Fully described","vol2, pg258",1686,"ERILON","Erigeron lonchophyllus Hook. "
"Dicotyledons","Asteraceae","Erigeron nivalis","Accepted","Erigeron nivalis","Fully described","vol2, pg259",1601,"ERINIV2","Erigeron nivalis Nutt. "
"Dicotyledons","Asteraceae","Erigeron oreganus","Accepted","Erigeron oreganus","Fully described","vol2, pg259",1712,"ERIORE","Erigeron oreganus A. Gray "
"Dicotyledons","Asteraceae","Erigeron peregrinus","Accepted","Erigeron peregrinus","Fully described",,9062,"ERIPER1","Erigeron peregrinus (Pursh) Greene "
"Dicotyledons","Asteraceae","Erigeron peregrinus","Synonym","Erigeron glacialis var. glacialis",,,1723,"ERIPER7ERIGLAGLA","Erigeron peregrinus (Pursh) Greene "
"Dicotyledons","Asteraceae","Erigeron peregrinus ssp. callianthemus","Synonym","Erigeron glacialis var. glacialis",,,1723,"ERIPERCAL2","Erigeron peregrinus (Pursh) Greene ssp. callianthemus (Greene) Cronquist "
"Dicotyledons","Asteraceae","Erigeron peregrinus ssp. peregrinus","Synonym","Erigeron peregrinus var. peregrinus",,,1724,"ERIPERPER2","Erigeron peregrinus (Pursh) Greene ssp. peregrinus "
"Dicotyledons","Asteraceae","Erigeron peregrinus var. angustifolius","Synonym","Erigeron glacialis var. glacialis",,,1723,"ERIPERANG","Erigeron peregrinus (Pursh) Greene var. angustifolius (A. Gray) Cronquist "
"Dicotyledons","Asteraceae","Erigeron peregrinus var. callianthemus","Synonym","Erigeron glacialis var. glacialis",,,1723,"ERIPERCAL","Erigeron peregrinus (Pursh) Greene var. callianthemus (Greene) Cronquist "
"Dicotyledons","Asteraceae","Erigeron peregrinus var. eucallianthemus","Synonym","Erigeron glacialis var. glacialis",,,1723,"ERIPEREUC","Erigeron peregrinus (Pursh) Greene var. eucallianthemus Cronquist "
"Dicotyledons","Asteraceae","Erigeron peregrinus var. peregrinus","Accepted","Erigeron peregrinus var. peregrinus","Fully described","vol2, pg260",1724,"ERIPERPER","Erigeron peregrinus (Pursh) Greene var. peregrinus "
"Dicotyledons","Asteraceae","Erigeron peregrinus var. scaposus","Synonym","Erigeron glacialis var. glacialis",,,1723,"ERIPERSCA","Erigeron peregrinus (Pursh) Greene var. scaposus (Torr. & A. Gray) Cronquist "
"Dicotyledons","Asteraceae","Erigeron petrophilus","Accepted","Erigeron petrophilus","Fully described",,9063,"ERIPET","Erigeron petrophilus Greene "
"Dicotyledons","Asteraceae","Erigeron petrophilus var. petrophilus","Accepted","Erigeron petrophilus var. petrophilus","Fully described","vol2, pg260",1720,"ERIPETPET","Erigeron petrophilus Greene var. petrophilus "
"Dicotyledons","Asteraceae","Erigeron petrophilus var. viscidulus","Misapplied","Erigeron petrophilus var. petrophilus",,,1720,"ERIPETVIS","Erigeron petrophilus Greene var. viscidulus (A. Gray) G.L. Nesom "
"Dicotyledons","Asteraceae","Erigeron philadelphicus","Accepted","Erigeron philadelphicus","Fully described","vol2, pg260",1726,"ERIPHI","Erigeron philadelphicus L. "
"Dicotyledons","Asteraceae","Erigeron philadelphicus var. philadelphicus","Synonym","Erigeron philadelphicus",,,1726,"ERIPHIPHI","Erigeron philadelphicus L. var. philadelphicus "
"Dicotyledons","Asteraceae","Erigeron poliospermus","Accepted","Erigeron poliospermus","Fully described",,9064,"ERIPOL","Erigeron poliospermus A. Gray "
"Dicotyledons","Asteraceae","Erigeron poliospermus var. poliospermus","Accepted","Erigeron poliospermus var. poliospermus","Fully described","vol2, pg260",1728,"ERIPOLPOL","Erigeron poliospermus A. Gray var. poliospermus "
"Dicotyledons","Asteraceae","Erigeron pumilus","Accepted","Erigeron pumilus","Fully described",,9065,"ERIPUM","Erigeron pumilus Nutt. "
"Dicotyledons","Asteraceae","Erigeron pumilus ssp. intermedius","Synonym","Erigeron pumilus var. intermedius",,,1733,"ERIPUMINT2","Erigeron pumilus Nutt. ssp. intermedius Cronquist "
"Dicotyledons","Asteraceae","Erigeron pumilus var. euintermedius","Synonym","Erigeron pumilus var. intermedius",,,1733,"ERIPUMEUI","Erigeron pumilus Nutt. var. euintermedius Cronquist "
"Dicotyledons","Asteraceae","Erigeron pumilus var. gracilior","Synonym","Erigeron pumilus var. intermedius",,,1733,"ERIPUMGRA","Erigeron pumilus Nutt. var. gracilior Cronquist "
"Dicotyledons","Asteraceae","Erigeron pumilus var. intermedius","Accepted","Erigeron pumilus var. intermedius","Fully described","vol2, pg261",1733,"ERIPUMINT","Erigeron pumilus Nutt. var. intermedius Cronquist "
"Dicotyledons","Asteraceae","Erigeron simplex","Accepted","Erigeron simplex","Fully described","vol2, pg261",1740,"ERISIM","Erigeron simplex Greene "
"Dicotyledons","Asteraceae","Erigeron speciosus","Accepted","Erigeron speciosus","Fully described","vol2, pg261",1747,"ERISPE","Erigeron speciosus (Lindl.) DC. "
"Dicotyledons","Asteraceae","Erigeron speciosus var. macranthus","Misapplied","Erigeron speciosus",,,1747,"ERISPEMAC","Erigeron speciosus (Lindl.) DC. var. macranthus (Nutt.) Cronquist "
"Dicotyledons","Asteraceae","Erigeron speciosus var. speciosus","Synonym","Erigeron speciosus",,,1747,"ERISPESPE","Erigeron speciosus (Lindl.) DC. var. speciosus "
"Dicotyledons","Asteraceae","Erigeron stanselliae","Accepted","Erigeron stanselliae","Fully described","vol2, pg261",14111,"ERISTA2","Erigeron stanselliae K.L. Chambers "
"Dicotyledons","Asteraceae","Erigeron strigosus","Accepted","Erigeron strigosus","Fully described",,9067,"ERISTR","Erigeron strigosus Muhl. ex Willd. "
"Dicotyledons","Asteraceae","Erigeron strigosus var. septentrionalis","Synonym","Erigeron strigosus var. strigosus",,,1752,"ERISTRSEP","Erigeron strigosus Muhl. ex Willd. var. septentrionalis (Fernald & Wiegand) Fernald "
"Dicotyledons","Asteraceae","Erigeron strigosus var. strigosus","Accepted","Erigeron strigosus var. strigosus","Fully described","vol2, pg262",1752,"ERISTRSTR","Erigeron strigosus Muhl. ex Willd. var. strigosus "
"Dicotyledons","Asteraceae","Erigeron subtrinervis","Misapplied","Erigeron speciosus",,,1747,"ERISUB","Erigeron subtrinervis Rydb. "
"Dicotyledons","Asteraceae","Erigeron tener","Accepted","Erigeron tener","Fully described","vol2, pg262",1755,"ERITEN","Erigeron tener (A. Gray) A. Gray "
"Dicotyledons","Asteraceae","Erigeron ursinus","Misapplied","Erigeron glacialis var. glacialis",,,1723,"ERIURS","Erigeron ursinus D.C. Eaton "
"Dicotyledons","Asteraceae","Erigeron vagus","Accepted","Erigeron vagus","Fully described","vol2, pg262",1771,"ERIVAG","Erigeron vagus Payson "
"Dicotyledons","Asteraceae","Eriophyllum lanatum","Accepted","Eriophyllum lanatum","Fully described","vol2, pg263",9068,"ERILAN","Eriophyllum lanatum (Pursh) J. Forbes "
"Dicotyledons","Asteraceae","Eriophyllum lanatum var. achilleoides","Accepted","Eriophyllum lanatum var. achilleoides","Fully described","vol2, pg263",1681,"ERILANACH2","Eriophyllum lanatum (Pursh) J. Forbes var. achilleoides (DC.) Jeps. "
"Dicotyledons","Asteraceae","Eriophyllum lanatum var. achillioides","Synonym","Eriophyllum lanatum var. achilleoides",,,1681,"ERILANACH","Eriophyllum lanatum (Pursh) J. Forbes var. achillioides (DC.) Jeps. "
"Dicotyledons","Asteraceae","Eriophyllum lanatum var. grandiflorum","Accepted","Eriophyllum lanatum var. grandiflorum","Fully described","vol2, pg263",4813,"ERILANGRA","Eriophyllum lanatum (Pursh) J. Forbes var. grandiflorum (A. Gray) Jeps. "
"Dicotyledons","Asteraceae","Eriophyllum lanatum var. integrifolium","Accepted","Eriophyllum lanatum var. integrifolium","Fully described","vol2, pg263",1682,"ERILANINT","Eriophyllum lanatum (Pursh) J. Forbes var. integrifolium (Hook.) Smiley "
"Dicotyledons","Asteraceae","Eriophyllum lanatum var. lanatum","Misapplied","Eriophyllum lanatum var. leucophyllum",,,13856,"ERILANLAN7ERILANLEU","Eriophyllum lanatum (Pursh) J. Forbes var. lanatum "
"Dicotyledons","Asteraceae","Eriophyllum lanatum var. lanatum","Accepted","Eriophyllum lanatum var. lanatum","Fully described","vol2, pg264",1683,"ERILANLAN1","Eriophyllum lanatum (Pursh) J. Forbes var. lanatum "
"Dicotyledons","Asteraceae","Eriophyllum lanatum var. lanceolatum","Accepted","Eriophyllum lanatum var. lanceolatum","Fully described","vol2, pg264",1684,"ERILANLAN2","Eriophyllum lanatum (Pursh) J. Forbes var. lanceolatum (Howell) Jeps. "
"Dicotyledons","Asteraceae","Eriophyllum lanatum var. leucophyllum","Accepted","Eriophyllum lanatum var. leucophyllum","Fully described","vol2, pg264",13856,"ERILANLEU","Eriophyllum lanatum (Pursh) J. Forbes var. leucophyllum (DC.) W.R. Carter & C.F. Newc. "
"Dicotyledons","Asteraceae","Eriophyllum staechadifolium","Accepted","Eriophyllum staechadifolium","Fully described","vol2, pg264",1749,"ERISTA","Eriophyllum staechadifolium Lag. "
"Dicotyledons","Asteraceae","Eriophyllum staechadifolium var. artemisiifolium","Synonym","Eriophyllum staechadifolium",,,1749,"ERISTAART","Eriophyllum staechadifolium Lag. var. artemisiifolium (Less.) J.F. McBride "
"Dicotyledons","Asteraceae","Eucephalus breweri","Synonym","Doellingeria breweri",,,4672,"EUCBRE","Eucephalus breweri (A. Gray) G.L. Nesom "
"Dicotyledons","Asteraceae","Eucephalus elegans","Synonym","Doellingeria elegans",,,497,"EUCELE","Eucephalus elegans Nutt. "
"Dicotyledons","Asteraceae","Eucephalus glabratus","Synonym","Doellingeria glabrata",,,13707,"EUCGLA","Eucephalus glabratus (Greene) Greene "
"Dicotyledons","Asteraceae","Eucephalus gormanii","Synonym","Doellingeria gormanii",,,457,"EUCGOR","Eucephalus gormanii Piper "
"Dicotyledons","Asteraceae","Eucephalus ledophyllus","Synonym","Doellingeria ledophylla",,,14683,"EUCLED","Eucephalus ledophyllus (A. Gray) Greene "
"Dicotyledons","Asteraceae","Eucephalus ledophyllus var. covillei","Synonym","Doellingeria ledophylla var. covillei",,,14684,"EUCLEDCOV","Eucephalus ledophyllus (A. Gray) Greene var. covillei (Greene) G.L. Nesom "
"Dicotyledons","Asteraceae","Eucephalus ledophyllus var. ledophyllus","Synonym","Doellingeria ledophylla var. ledophylla",,,475,"EUCLEDLED","Eucephalus ledophyllus (A. Gray) Greene var. ledophyllus "
"Dicotyledons","Asteraceae","Eucephalus tomentellus","Synonym","Doellingeria tomentella",,,416,"EUCTOM","Eucephalus tomentellus (Greene) Greene "
"Dicotyledons","Asteraceae","Eucephalus vialis","Synonym","Doellingeria vialis",,,537,"EUCVIA","Eucephalus vialis Bradshaw "
"Dicotyledons","Asteraceae","Eupatorium occidentale","Synonym","Ageratina occidentalis",,,1787,"EUPOCC","Eupatorium occidentale Hook. "
"Dicotyledons","Asteraceae","Eurybia conspicua","Accepted","Eurybia conspicua","Fully described","vol2, pg269",428,"EURCON","Eurybia conspicua (Lindl.) G.L. Nesom "
