"Group","Family","Scientific_name","Name_Status","Accepted_Name","FloraStatus","FloraPage","ConceptNum","Acronym","Scientific_name_auths"
"Dicotyledons","Lamiaceae","Monardella odoratissima var. glauca","Synonym","Monardella odoratissima",,,2749,"MONODOGLA","Monardella odoratissima Benth. var. glauca (Greene) H. St. John "
"Dicotyledons","Lamiaceae","Monardella odoratissima var. odoratissima","Synonym","Monardella odoratissima",,,2749,"MONODOODO","Monardella odoratissima Benth. var. odoratissima "
"Dicotyledons","Lamiaceae","Monardella odoratissima var. ovata","Synonym","Monardella odoratissima",,,2749,"MONODOOVA","Monardella odoratissima Benth. var. ovata Jeps. "
"Dicotyledons","Lamiaceae","Monardella purpurea","Accepted","Monardella purpurea","Fully described",,14926,"MONPUR","Monardella purpurea Howell "
"Dicotyledons","Lamiaceae","Monardella purpurea ssp. purpurea","Accepted","Monardella purpurea ssp. purpurea","Fully described",,2752,"MONPURPUR","Monardella purpurea Howell ssp. purpurea "
"Dicotyledons","Lamiaceae","Monardella sheltonii","Accepted","Monardella sheltonii","Fully described",,4648,"MONSHE","Monardella sheltonii Torr. "
"Dicotyledons","Lamiaceae","Monardella villosa","Accepted","Monardella villosa","Fully described",,9365,"MONVIL","Monardella villosa Benth. "
"Dicotyledons","Lamiaceae","Monardella villosa ssp. sheltonii","Synonym","Monardella sheltonii",,,4648,"MONVILSHE","Monardella villosa Benth. ssp. sheltonii (Torr.) Epling "
"Dicotyledons","Lamiaceae","Monardella villosa ssp. subserrata","Synonym","Monardella villosa ssp. villosa",,,2758,"MONVILSUB","Monardella villosa Benth. ssp. subserrata (Greene) Epling "
"Dicotyledons","Lamiaceae","Monardella villosa ssp. villosa","Accepted","Monardella villosa ssp. villosa","Fully described",,2758,"MONVILVIL","Monardella villosa Benth. ssp. villosa "
"Dicotyledons","Lamiaceae","Physostegia parviflora","Accepted","Physostegia parviflora","Fully described",,3089,"PHYPAR","Physostegia parviflora Nutt. ex A. Gray "
"Dicotyledons","Lamiaceae","Pogogyne floribunda","Accepted","Pogogyne floribunda","Fully described",,4510,"POGFLO","Pogogyne floribunda Jokerst "
"Dicotyledons","Lamiaceae","Pogogyne serpylloides","Accepted","Pogogyne serpylloides","Fully described",,14806,"POGSER","Pogogyne serpylloides (Torr.) A. Gray "
"Dicotyledons","Lamiaceae","Pogogyne ziziphoroides","Synonym","Pogogyne zizyphoroides",,,3372,"POGZIZ","Pogogyne ziziphoroides Benth. "
"Dicotyledons","Lamiaceae","Pogogyne zizyphoroides","Accepted","Pogogyne zizyphoroides","Fully described",,3372,"POGZIZ2","Pogogyne zizyphoroides Benth. "
"Dicotyledons","Lamiaceae","Prunella vulgaris ssp. lanceolata","Synonym","Prunella vulgaris var. lanceolata",,,3385,"PRUVULLAN2","Prunella vulgaris L. ssp. lanceolata (W.P.C. Barton) Hultén "
"Dicotyledons","Lamiaceae","Prunella vulgaris var. lanceolata","Accepted","Prunella vulgaris var. lanceolata","Fully described",,3385,"PRUVULLAN","Prunella vulgaris L. var. lanceolata (W.P.C. Barton) Fernald "
"Dicotyledons","Lamiaceae","Salvia dorrii","Accepted","Salvia dorrii","Fully described",,9367,"SALDOR","Salvia dorrii (Kellogg) Abrams "
"Dicotyledons","Lamiaceae","Salvia dorrii ssp. carnosa","Synonym","Salvia dorrii var. incana",,,3623,"SALDORCAR","Salvia dorrii (Kellogg) Abrams ssp. carnosa (Douglas ex Greene) Abrams "
"Dicotyledons","Lamiaceae","Salvia dorrii ssp. dorrii","Synonym","Salvia dorrii var. dorrii",,,3622,"SALDORDOR2","Salvia dorrii (Kellogg) Abrams ssp. dorrii "
"Dicotyledons","Lamiaceae","Salvia dorrii var. carnosa","Synonym","Salvia dorrii var. incana",,,3623,"SALDORCAR2","Salvia dorrii (Kellogg) Abrams var. carnosa (Douglas ex Greene) Cronquist "
"Dicotyledons","Lamiaceae","Salvia dorrii var. dorrii","Accepted","Salvia dorrii var. dorrii","Fully described",,3622,"SALDORDOR","Salvia dorrii (Kellogg) Abrams var. dorrii "
"Dicotyledons","Lamiaceae","Salvia dorrii var. gracilior","Synonym","Salvia dorrii var. dorrii",,,3622,"SALDORGRA","Salvia dorrii (Kellogg) Abrams var. gracilior M. Peck "
"Dicotyledons","Lamiaceae","Salvia dorrii var. incana","Accepted","Salvia dorrii var. incana","Fully described",,3623,"SALDORINC","Salvia dorrii (Kellogg) Abrams var. incana (Benth.) Strachan "
"Dicotyledons","Lamiaceae","Satureja douglasii","Synonym","Clinopodium douglasii",,,3621,"SATDOU","Satureja douglasii (Benth.) Briq. "
"Dicotyledons","Lamiaceae","Scutellaria angustifolia","Accepted","Scutellaria angustifolia","Fully described",,9368,"SCUANG","Scutellaria angustifolia Pursh "
"Dicotyledons","Lamiaceae","Scutellaria angustifolia ssp. angustifolia","Accepted","Scutellaria angustifolia ssp. angustifolia","Fully described",,3708,"SCUANGANG","Scutellaria angustifolia Pursh ssp. angustifolia "
"Dicotyledons","Lamiaceae","Scutellaria angustifolia ssp. micrantha","Accepted","Scutellaria angustifolia ssp. micrantha","Fully described",,3711,"SCUANGMIC","Scutellaria angustifolia Pursh ssp. micrantha Olmstead "
"Dicotyledons","Lamiaceae","Scutellaria angustifolia var. angustifolia","Synonym","Scutellaria angustifolia ssp. angustifolia",,,3708,"SCUANGANG2","Scutellaria angustifolia Pursh var. angustifolia "
"Dicotyledons","Lamiaceae","Scutellaria antirrhinoides","Accepted","Scutellaria antirrhinoides","Fully described",,3709,"SCUANT","Scutellaria antirrhinoides Benth. "
"Dicotyledons","Lamiaceae","Scutellaria epilobifolia","Synonym","Scutellaria galericulata",,,3721,"SCUEPI","Scutellaria epilobifolia A. Ham. "
"Dicotyledons","Lamiaceae","Scutellaria galericulata","Accepted","Scutellaria galericulata","Fully described",,3721,"SCUGAL","Scutellaria galericulata L. "
"Dicotyledons","Lamiaceae","Scutellaria lateriflora","Accepted","Scutellaria lateriflora","Fully described",,3725,"SCULAT","Scutellaria lateriflora L. "
"Dicotyledons","Lamiaceae","Scutellaria nana","Accepted","Scutellaria nana","Fully described",,3729,"SCUNAN","Scutellaria nana A. Gray "
"Dicotyledons","Lamiaceae","Scutellaria nana var. nana","Synonym","Scutellaria nana",,,3729,"SCUNANNAN","Scutellaria nana A. Gray var. nana "
"Dicotyledons","Lamiaceae","Scutellaria tuberosa","Accepted","Scutellaria tuberosa","Fully described",,3740,"SCUTUB","Scutellaria tuberosa Benth. "
"Dicotyledons","Lamiaceae","Stachys ajugoides","Synonym","Stachys rigida",,,4000,"STAAJU7STARIG","Stachys ajugoides Benth. "
"Dicotyledons","Lamiaceae","Stachys ajugoides","Misapplied","Stachys mexicana",,,4472,"STAAJU7STAMEX","Stachys ajugoides Benth. "
"Dicotyledons","Lamiaceae","Stachys ajugoides var. ajugoides","Misapplied","Stachys rigida",,,4000,"STAAJUAJU","Stachys ajugoides Benth. var. ajugoides "
"Dicotyledons","Lamiaceae","Stachys ajugoides var. rigida","Misapplied","Stachys mexicana",,,4472,"STAAJURIG7STAMEX","Stachys ajugoides Benth. var. rigida (Nutt. ex Benth.) Jeps. & Hoover "
"Dicotyledons","Lamiaceae","Stachys ajugoides var. rigida","Synonym","Stachys rigida",,,4000,"STAAJURIG7STARIG","Stachys ajugoides Benth. var. rigida (Nutt. ex Benth.) Jeps. & Hoover "
"Dicotyledons","Lamiaceae","Stachys ciliata","Misapplied","Stachys rigida",,,4000,"STACIL","Stachys ciliata Douglas ex Benth. "
"Dicotyledons","Lamiaceae","Stachys cooleyae","Accepted","Stachys cooleyae","Fully described",,3965,"STACOO","Stachys cooleyae A. Heller "
"Dicotyledons","Lamiaceae","Stachys emersonii","Synonym","Stachys mexicana",,,4472,"STAEME","Stachys emersonii Piper "
"Dicotyledons","Lamiaceae","Stachys mexicana","Accepted","Stachys mexicana","Fully described",,4472,"STAMEX","Stachys mexicana Benth. "
"Dicotyledons","Lamiaceae","Stachys palustris","Synonym","Stachys pilosa",,,3995,"STAPAL","Stachys palustris L. "
"Dicotyledons","Lamiaceae","Stachys palustris ssp. pilosa","Synonym","Stachys pilosa",,,3995,"STAPALPIL","Stachys palustris L. ssp. pilosa (Nutt.) Epling "
"Dicotyledons","Lamiaceae","Stachys palustris var. pilosa","Synonym","Stachys pilosa",,,3995,"STAPALPIL2","Stachys palustris L. var. pilosa (Nutt.) Fernald "
"Dicotyledons","Lamiaceae","Stachys pilosa","Accepted","Stachys pilosa","Fully described",,3995,"STAPIL","Stachys pilosa Nutt. "
"Dicotyledons","Lamiaceae","Stachys pilosa var. pilosa","Synonym","Stachys pilosa",,,3995,"STAPILPIL","Stachys pilosa Nutt. var. pilosa "
"Dicotyledons","Lamiaceae","Stachys rigida","Accepted","Stachys rigida","Fully described",,4000,"STARIG","Stachys rigida Nutt. ex Benth. "
"Dicotyledons","Lamiaceae","Stachys rigida ssp. quercetorum","Synonym","Stachys rigida",,,4000,"STARIGQUE","Stachys rigida Nutt. ex Benth. ssp. quercetorum (A. Heller) Epling "
"Dicotyledons","Lamiaceae","Stachys rigida ssp. rigida","Synonym","Stachys rigida",,,4000,"STARIGRIG2","Stachys rigida Nutt. ex Benth. ssp. rigida "
"Dicotyledons","Lamiaceae","Stachys rigida ssp. rivularis","Synonym","Stachys rigida",,,4000,"STARIGRIV","Stachys rigida Nutt. ex Benth. ssp. rivularis (A. Heller) Epling "
"Dicotyledons","Lamiaceae","Stachys rigida var. quercetorum","Synonym","Stachys rigida",,,4000,"STARIGQUE2","Stachys rigida Nutt. ex Benth. var. quercetorum (A. Heller) Epling ex Munz "
"Dicotyledons","Lamiaceae","Stachys rigida var. rigida","Synonym","Stachys rigida",,,4000,"STARIGRIG","Stachys rigida Nutt. ex Benth. var. rigida "
"Dicotyledons","Lamiaceae","Trichostema lanceolatum","Accepted","Trichostema lanceolatum","Fully described",,4161,"TRILAN","Trichostema lanceolatum Benth. "
"Dicotyledons","Lamiaceae","Trichostema oblongum","Accepted","Trichostema oblongum","Fully described",,4180,"TRIOBL","Trichostema oblongum Benth. "
"Dicotyledons","Lamiaceae","Trichostema simulatum","Accepted","Trichostema simulatum","Fully described",,4197,"TRISIM","Trichostema simulatum Jeps. "
"Dicotyledons","Lamiaceae","Trichostemma simulans","Synonym","Trichostema simulatum",,,4197,"TRISIM2","Trichostemma simulans Jeps. "
"Dicotyledons","Lauraceae","Umbellularia californica","Accepted","Umbellularia californica","Fully described",,4218,"UMBCAL","Umbellularia californica (Hook. & Arn.) Nutt. "
"Dicotyledons","Lauraceae","Umbellularia californica var. californica","Synonym","Umbellularia californica",,,4218,"UMBCALCAL","Umbellularia californica (Hook. & Arn.) Nutt. var. californica "
"Dicotyledons","Lentibulariaceae","Pinguicula macroceras","Synonym","Pinguicula vulgaris",,,3137,"PINMAC","Pinguicula macroceras Pall. ex Link "
"Dicotyledons","Lentibulariaceae","Pinguicula vulgaris","Accepted","Pinguicula vulgaris","Fully described",,3137,"PINVUL","Pinguicula vulgaris L. "
"Dicotyledons","Lentibulariaceae","Pinguicula vulgaris ssp. macroceras","Synonym","Pinguicula vulgaris",,,3137,"PINVULMAC","Pinguicula vulgaris L. ssp. macroceras (Link) Calder & Roy L. Taylor "
"Dicotyledons","Lentibulariaceae","Utricularia gibba","Accepted","Utricularia gibba","Fully described",,4225,"UTRGIB","Utricularia gibba L. "
"Dicotyledons","Lentibulariaceae","Utricularia intermedia","Accepted","Utricularia intermedia","Fully described",,4226,"UTRINT","Utricularia intermedia Hayne "
"Dicotyledons","Lentibulariaceae","Utricularia macrorhiza","Synonym","Utricularia vulgaris ssp. macrorhiza",,,4229,"UTRMAC","Utricularia macrorhiza Leconte "
"Dicotyledons","Lentibulariaceae","Utricularia minor","Accepted","Utricularia minor","Fully described",,4227,"UTRMIN","Utricularia minor L. "
"Dicotyledons","Lentibulariaceae","Utricularia ochroleuca","Accepted","Utricularia ochroleuca","Fully described",,4228,"UTROCH","Utricularia ochroleuca R.W. Hartm. "
"Dicotyledons","Lentibulariaceae","Utricularia vulgaris","Accepted","Utricularia vulgaris","Fully described",,14288,"UTRVUL","Utricularia vulgaris L. "
"Dicotyledons","Lentibulariaceae","Utricularia vulgaris ssp. macrorhiza","Accepted","Utricularia vulgaris ssp. macrorhiza","Fully described",,4229,"UTRVULMAC","Utricularia vulgaris L. ssp. macrorhiza (Leconte) R.T. Clausen "
"Dicotyledons","Limnanthaceae","Floerkea proserpinacoides","Accepted","Floerkea proserpinacoides","Fully described",,1816,"FLOPRO","Floerkea proserpinacoides Willd. "
"Dicotyledons","Limnanthaceae","Limnanthes alba ssp. gracilis","Accepted","Limnanthes alba ssp. gracilis","Fully described",,2387,"LIMALBGRA","Limnanthes alba Hartw. ex Benth. ssp. gracilis (Howell) Morin "
"Dicotyledons","Limnanthaceae","Limnanthes bellingeriana","Synonym","Limnanthes floccosa ssp. bellingeriana",,,2382,"LIMBEL","Limnanthes bellingeriana M. Peck "
"Dicotyledons","Limnanthaceae","Limnanthes douglasii","Accepted","Limnanthes douglasii","Fully described",,9898,"LIMDOU","Limnanthes douglasii R. Br. "
"Dicotyledons","Limnanthaceae","Limnanthes douglasii ssp. douglasii","Accepted","Limnanthes douglasii ssp. douglasii","Fully described",,2378,"LIMDOUDOU","Limnanthes douglasii R. Br. ssp. douglasii "
"Dicotyledons","Limnanthaceae","Limnanthes floccosa","Accepted","Limnanthes floccosa","Fully described",,9399,"LIMFLO","Limnanthes floccosa Howell "
"Dicotyledons","Limnanthaceae","Limnanthes floccosa ssp. bellingeriana","Accepted","Limnanthes floccosa ssp. bellingeriana","Fully described",,2382,"LIMFLOBEL","Limnanthes floccosa Howell ssp. bellingeriana (M. Peck) Arroyo "
"Dicotyledons","Limnanthaceae","Limnanthes floccosa ssp. floccosa","Accepted","Limnanthes floccosa ssp. floccosa","Fully described",,4884,"LIMFLOFLO","Limnanthes floccosa Howell ssp. floccosa "
"Dicotyledons","Limnanthaceae","Limnanthes floccosa ssp. grandiflora","Synonym","Limnanthes pumila ssp. grandiflora",,,4535,"LIMFLOGRA","Limnanthes floccosa Howell ssp. grandiflora Arroyo "
"Dicotyledons","Limnanthaceae","Limnanthes floccosa ssp. pumila","Synonym","Limnanthes pumila ssp. pumila",,,2383,"LIMFLOPUM","Limnanthes floccosa Howell ssp. pumila (Howell) Arroyo "
"Dicotyledons","Limnanthaceae","Limnanthes gracilis","Synonym","Limnanthes alba ssp. gracilis",,,2387,"LIMGRA","Limnanthes gracilis Howell "
"Dicotyledons","Limnanthaceae","Limnanthes howelliana","Synonym","Limnanthes douglasii ssp. douglasii",,,2378,"LIMHOW","Limnanthes howelliana Abrams "
"Dicotyledons","Limnanthaceae","Limnanthes pumila","Accepted","Limnanthes pumila","Fully described",,14106,"LIMPUM","Limnanthes pumila Howell "
"Dicotyledons","Limnanthaceae","Limnanthes pumila ssp. grandiflora","Accepted","Limnanthes pumila ssp. grandiflora","Fully described",,4535,"LIMPUMGRA","Limnanthes pumila Howell ssp. grandiflora (Arroyo) S.C. Meyers & K.L. Chambers "
"Dicotyledons","Limnanthaceae","Limnanthes pumila ssp. pumila","Accepted","Limnanthes pumila ssp. pumila","Fully described",,2383,"LIMPUMPUM","Limnanthes pumila Howell ssp. pumila "
"Dicotyledons","Linaceae","Hesperolinon micranthum","Accepted","Hesperolinon micranthum","Fully described",,2392,"HESMIC","Hesperolinon micranthum (A. Gray) Small "
"Dicotyledons","Linaceae","Linum digynum","Synonym","Sclerolinon digynum",,,2377,"LINDIG","Linum digynum A. Gray "
"Dicotyledons","Linaceae","Linum lewisii","Accepted","Linum lewisii","Fully described",,9401,"LINLEW","Linum lewisii Pursh "
"Dicotyledons","Linaceae","Linum lewisii var. lewisii","Accepted","Linum lewisii var. lewisii","Fully described",,2399,"LINLEWLEW","Linum lewisii Pursh var. lewisii "
"Dicotyledons","Linaceae","Linum micranthum","Synonym","Hesperolinon micranthum",,,2392,"LINMIC","Linum micranthum A. Gray "
"Dicotyledons","Linaceae","Linum perenne var. lewisii","Synonym","Linum lewisii var. lewisii",,,2399,"LINPERLEW","Linum perenne L. var. lewisii (Pursh) Eaton & Wright "
"Dicotyledons","Linaceae","Sclerolinon digynum","Accepted","Sclerolinon digynum","Fully described",,2377,"SCLDIG","Sclerolinon digynum (A. Gray) C.M. Rogers "
"Dicotyledons","Linderniaceae","Lindernia anagallidea","Synonym","Lindernia dubia",,,2379,"LINANA","Lindernia anagallidea (Michx.) Pennell "
"Dicotyledons","Linderniaceae","Lindernia dubia","Accepted","Lindernia dubia","Fully described",,2379,"LINDUB","Lindernia dubia (L.) Pennell "
"Dicotyledons","Linderniaceae","Lindernia dubia var. anagallidea","Synonym","Lindernia dubia",,,2379,"LINDUBANA","Lindernia dubia (L.) Pennell var. anagallidea (Michx.) Cooperr. "
"Dicotyledons","Linderniaceae","Lindernia dubia var. dubia","Synonym","Lindernia dubia",,,2379,"LINDUBDUB","Lindernia dubia (L.) Pennell var. dubia "
"Dicotyledons","Linderniaceae","Lindernia dubia var. major","Synonym","Lindernia dubia",,,2379,"LINDUBMAJ","Lindernia dubia (L.) Pennell var. major (Pursh) Pennell "
"Dicotyledons","Linnaeaceae","Linnaea borealis","Accepted","Linnaea borealis","Fully described",,9193,"LINBOR","Linnaea borealis L. "
"Dicotyledons","Linnaeaceae","Linnaea borealis ssp. longiflora","Accepted","Linnaea borealis ssp. longiflora","Fully described",,2361,"LINBORLON2","Linnaea borealis L. ssp. longiflora (Torr.) Piper & Beattie "
"Dicotyledons","Linnaeaceae","Linnaea borealis var. americana","Synonym","Linnaea borealis ssp. longiflora",,,2361,"LINBORAME","Linnaea borealis L. var. americana (J. Forbes) Rehder "
"Dicotyledons","Linnaeaceae","Linnaea borealis var. longiflora","Synonym","Linnaea borealis ssp. longiflora",,,2361,"LINBORLON","Linnaea borealis L. var. longiflora Torr. "
"Dicotyledons","Loasaceae","Mentzelia albicaulis","Accepted","Mentzelia albicaulis","Fully described",,2621,"MENALB","Mentzelia albicaulis (Douglas) Douglas ex Torr. & A. Gray "
"Dicotyledons","Loasaceae","Mentzelia albicaulis var. albicaulis","Synonym","Mentzelia albicaulis",,,2621,"MENALBALB","Mentzelia albicaulis (Douglas) Douglas ex Torr. & A. Gray var. albicaulis "
"Dicotyledons","Loasaceae","Mentzelia albicaulis var. veatchiana","Synonym","Mentzelia veatchiana",,,2670,"MENALBVEA","Mentzelia albicaulis (Douglas) Douglas ex Torr. & A. Gray var. veatchiana (Kellogg) Urb. & Gilg "
"Dicotyledons","Loasaceae","Mentzelia congesta","Accepted","Mentzelia congesta","Fully described",,12969,"MENCON","Mentzelia congesta Torr. & A. Gray "
"Dicotyledons","Loasaceae","Mentzelia dispersa","Accepted","Mentzelia dispersa","Fully described",,2633,"MENDIS","Mentzelia dispersa S. Watson "
"Dicotyledons","Loasaceae","Mentzelia dispersa var. compacta","Synonym","Mentzelia dispersa",,,2633,"MENDISCOM","Mentzelia dispersa S. Watson var. compacta (A. Nelson) J.F. Macbr. "
"Dicotyledons","Loasaceae","Mentzelia dispersa var. dispersa","Synonym","Mentzelia dispersa",,,2633,"MENDISDIS","Mentzelia dispersa S. Watson var. dispersa "
"Dicotyledons","Loasaceae","Mentzelia dispersa var. latifolia","Synonym","Mentzelia dispersa",,,2633,"MENDISLAT","Mentzelia dispersa S. Watson var. latifolia (Rydb.) J.F. Macbr. "
"Dicotyledons","Loasaceae","Mentzelia laevicaulis","Accepted","Mentzelia laevicaulis","Fully described",,9402,"MENLAE","Mentzelia laevicaulis (Douglas) Torr. & A. Gray "
"Dicotyledons","Loasaceae","Mentzelia laevicaulis var. acuminata","Synonym","Mentzelia laevicaulis var. laevicaulis",,,2643,"MENLAEACU","Mentzelia laevicaulis (Douglas) Torr. & A. Gray var. acuminata (Rydb.) A. Nelson & J.F. Macbr. "
"Dicotyledons","Loasaceae","Mentzelia laevicaulis var. laevicaulis","Accepted","Mentzelia laevicaulis var. laevicaulis","Fully described",,2643,"MENLAELAE","Mentzelia laevicaulis (Douglas) Torr. & A. Gray var. laevicaulis "
"Dicotyledons","Loasaceae","Mentzelia mollis","Accepted","Mentzelia mollis","Fully described",,2647,"MENMOL","Mentzelia mollis M. Peck "
"Dicotyledons","Loasaceae","Mentzelia montana","Accepted","Mentzelia montana","Fully described",,2648,"MENMON","Mentzelia montana (Davidson) Davidson "
"Dicotyledons","Loasaceae","Mentzelia packardiae","Accepted","Mentzelia packardiae","Fully described",,2653,"MENPAC","Mentzelia packardiae J.B. Glad "
"Dicotyledons","Loasaceae","Mentzelia veatchiana","Accepted","Mentzelia veatchiana","Fully described",,2670,"MENVEA","Mentzelia veatchiana Kellogg "
"Dicotyledons","Lythraceae","Ammannia coccinea","Misapplied","Ammannia robusta",,,173,"AMMCOC","Ammannia coccinea Rottb. "
"Dicotyledons","Lythraceae","Ammannia robusta","Accepted","Ammannia robusta","Fully described",,173,"AMMROB","Ammannia robusta Heer & Regel "
"Dicotyledons","Lythraceae","Rotala ramosior","Accepted","Rotala ramosior","Fully described",,3545,"ROTRAM","Rotala ramosior (L.) Koehne "
"Dicotyledons","Malvaceae","Iliamna bakeri","Accepted","Iliamna bakeri","Fully described",,2132,"ILIBAK","Iliamna bakeri (Jeps.) Wiggins "
"Dicotyledons","Malvaceae","Iliamna latibracteata","Accepted","Iliamna latibracteata","Fully described",,2133,"ILILAT","Iliamna latibracteata Wiggins "
"Dicotyledons","Malvaceae","Iliamna rivularis","Accepted","Iliamna rivularis","Fully described",,2134,"ILIRIV","Iliamna rivularis (Douglas) Greene "
"Dicotyledons","Malvaceae","Iliamna rivularis var. rivularis","Synonym","Iliamna rivularis",,,2134,"ILIRIVRIV","Iliamna rivularis (Douglas) Greene var. rivularis "
"Dicotyledons","Malvaceae","Malvella leprosa","Accepted","Malvella leprosa","Fully described",,3829,"MALLEP","Malvella leprosa (Ortega) Krapov. "
"Dicotyledons","Malvaceae","Sida hederacea","Synonym","Malvella leprosa",,,3829,"SIDHED","Sida hederacea (Douglas ex Hook.) Torr. ex A. Gray "
"Dicotyledons","Malvaceae","Sidalcea asprella","Accepted","Sidalcea asprella","Fully described",,14781,"SIDASP","Sidalcea asprella Greene "
"Dicotyledons","Malvaceae","Sidalcea asprella ssp. asprella","Accepted","Sidalcea asprella ssp. asprella","Fully described",,3843,"SIDASPASP","Sidalcea asprella Greene ssp. asprella "
"Dicotyledons","Malvaceae","Sidalcea asprella ssp. elegans","Accepted","Sidalcea asprella ssp. elegans","Fully described",,14782,"SIDASPELE","Sidalcea asprella Greene ssp. elegans (Greene) Halse "
"Dicotyledons","Malvaceae","Sidalcea asprella ssp. nana","Accepted","Sidalcea asprella ssp. nana","Fully described",,14783,"SIDASPNAN","Sidalcea asprella Greene ssp. nana (Jeps.) S.R. Hill "
"Dicotyledons","Malvaceae","Sidalcea asprella ssp. virgata","Accepted","Sidalcea asprella ssp. virgata","Fully described",,3875,"SIDASPVIR","Sidalcea asprella Greene ssp. virgata (Howell) Halse "
"Dicotyledons","Malvaceae","Sidalcea campestris","Accepted","Sidalcea campestris","Fully described",,3810,"SIDCAM","Sidalcea campestris Greene "
"Dicotyledons","Malvaceae","Sidalcea cusickii","Accepted","Sidalcea cusickii","Fully described",,3818,"SIDCUS","Sidalcea cusickii Piper "
"Dicotyledons","Malvaceae","Sidalcea cusickii ssp. cusickii","Synonym","Sidalcea cusickii",,,3818,"SIDCUSCUS","Sidalcea cusickii Piper ssp. cusickii "
"Dicotyledons","Malvaceae","Sidalcea cusickii ssp. purpurea","Synonym","Sidalcea cusickii",,,3818,"SIDCUSPUR","Sidalcea cusickii Piper ssp. purpurea C.L. Hitchc. "
"Dicotyledons","Malvaceae","Sidalcea elegans","Synonym","Sidalcea asprella ssp. elegans",,,14782,"SIDELE","Sidalcea elegans Greene "
"Dicotyledons","Malvaceae","Sidalcea hendersonii","Accepted","Sidalcea hendersonii","Fully described",,3830,"SIDHEN","Sidalcea hendersonii S. Watson "
"Dicotyledons","Malvaceae","Sidalcea hickmanii","Accepted","Sidalcea hickmanii","Fully described",,14413,"SIDHIC","Sidalcea hickmanii Greene "
"Dicotyledons","Malvaceae","Sidalcea hickmanii ssp. petraea","Accepted","Sidalcea hickmanii ssp. petraea","Fully described",,13949,"SIDHICPET","Sidalcea hickmanii Greene ssp. petraea S.R. Hill & R. Halse "
"Dicotyledons","Malvaceae","Sidalcea hirtipes","Accepted","Sidalcea hirtipes","Fully described",,3831,"SIDHIR","Sidalcea hirtipes C.L. Hitchc. "
"Dicotyledons","Malvaceae","Sidalcea malachroides","Accepted","Sidalcea malachroides","Fully described",,3841,"SIDMAL","Sidalcea malachroides (Hook. & Arn.) A. Gray "
"Dicotyledons","Malvaceae","Sidalcea malvaeflora","Synonym","Sidalcea malviflora",,,9403,"SIDMAL3","Sidalcea malvaeflora (DC.) A. Gray "
"Dicotyledons","Malvaceae","Sidalcea malviflora","Accepted","Sidalcea malviflora","Fully described",,9403,"SIDMAL21","Sidalcea malviflora (DC.) A. Gray ex Benth. "
"Dicotyledons","Malvaceae","Sidalcea malviflora","Synonym","Sidalcea asprella",,,14781,"SIDMAL27SIDASP","Sidalcea malviflora (DC.) A. Gray ex Benth. "
"Dicotyledons","Malvaceae","Sidalcea malviflora ssp. asprella","Synonym","Sidalcea asprella",,,14781,"SIDMALASP","Sidalcea malviflora (DC.) A. Gray ex Benth. ssp. asprella (Greene) C.L. Hitchc. "
"Dicotyledons","Malvaceae","Sidalcea malviflora ssp. elegans","Synonym","Sidalcea asprella ssp. elegans",,,14782,"SIDMALELE","Sidalcea malviflora (DC.) A. Gray ex Benth. ssp. elegans (Greene) C.L. Hitchc. "
"Dicotyledons","Malvaceae","Sidalcea malviflora ssp. patula","Accepted","Sidalcea malviflora ssp. patula","Fully described",,3845,"SIDMALPAT","Sidalcea malviflora (DC.) A. Gray ex Benth. ssp. patula C.L. Hitchc. "
"Dicotyledons","Malvaceae","Sidalcea malviflora ssp. virgata","Synonym","Sidalcea asprella ssp. virgata",,,3875,"SIDMALVIR","Sidalcea malviflora (DC.) A. Gray ex Benth. ssp. virgata (Howell) C.L. Hitchc. "
"Dicotyledons","Malvaceae","Sidalcea nelsoniana","Accepted","Sidalcea nelsoniana","Fully described",,4403,"SIDNEL","Sidalcea nelsoniana Piper "
"Dicotyledons","Malvaceae","Sidalcea neomexicana","Accepted","Sidalcea neomexicana","Fully described",,3851,"SIDNEO","Sidalcea neomexicana A. Gray "
"Dicotyledons","Malvaceae","Sidalcea neomexicana ssp. crenulata","Synonym","Sidalcea neomexicana",,,3851,"SIDNEOCRE2","Sidalcea neomexicana A. Gray ssp. crenulata (A. Nelson) C.L. Hitchc. "
"Dicotyledons","Malvaceae","Sidalcea neomexicana var. crenulata","Synonym","Sidalcea neomexicana",,,3851,"SIDNEOCRE","Sidalcea neomexicana A. Gray var. crenulata (A. Nelson) C.L. Hitchc. "
"Dicotyledons","Malvaceae","Sidalcea oregana","Accepted","Sidalcea oregana","Fully described",,9405,"SIDORE","Sidalcea oregana (Nutt. ex Torr. & A. Gray) A. Gray "
"Dicotyledons","Malvaceae","Sidalcea oregana ssp. oregana","Accepted","Sidalcea oregana ssp. oregana","Fully described",,3858,"SIDOREORE2","Sidalcea oregana (Nutt. ex Torr. & A. Gray) A. Gray ssp. oregana "
"Dicotyledons","Malvaceae","Sidalcea oregana ssp. spicata","Accepted","Sidalcea oregana ssp. spicata","Fully described",,3860,"SIDORESPI2","Sidalcea oregana (Nutt. ex Torr. & A. Gray) A. Gray ssp. spicata (Regel) C.L. Hitchc. "
