Group,Family,Taxon,Origin,Field Photos,Also_known_as
Dicotyledons,Polygonaceae,Chorizanthe brevicornu var. spathulata,native,0,Chorizanthe spathulata
Dicotyledons,Polygonaceae,Chorizanthe membranacea,native,0,Eriogonella membranacea
Dicotyledons,Polygonaceae,Chorizanthe watsonii,native,0,
Dicotyledons,Polygonaceae,Eriogonum brachyanthum,native,1,
Dicotyledons,Polygonaceae,Eriogonum cernuum,native,0,Eriogonum cernuum var. cernuum
Dicotyledons,Polygonaceae,Eriogonum collinum,native,0,
Dicotyledons,Polygonaceae,Eriogonum compositum var. leianthum,native,4,Eriogonum tolmieanum
Dicotyledons,Polygonaceae,Eriogonum douglasii var. meridionale,native,1,
Dicotyledons,Polygonaceae,Eriogonum elatum var. villosum,native,0,
Dicotyledons,Polygonaceae,Eriogonum hookeri,native,0,
Dicotyledons,Polygonaceae,Eriogonum luteolum var. luteolum,native,0,
Dicotyledons,Polygonaceae,Eriogonum maculatum,native,0,
Dicotyledons,Polygonaceae,Eriogonum microtheca var. ambiguum,native,0,
Dicotyledons,Polygonaceae,Eriogonum nudum var. paralinum,native,0,
Dicotyledons,Polygonaceae,Eriogonum nutans var. nutans,native,0,
Dicotyledons,Polygonaceae,Eriogonum prociduum,native,3,Eriogonum prociduum var. prociduum
Dicotyledons,Polygonaceae,Eriogonum pyrolifolium var. pyrolifolium,native,0,
Dicotyledons,Polygonaceae,Eriogonum roseum,native,0,Eriogonum virgatum
Dicotyledons,Polygonaceae,Eriogonum salicornioides,native,0,
Dicotyledons,Polygonaceae,Eriogonum scopulorum,native,0,
Dicotyledons,Polygonaceae,Eriogonum umbellatum var. aureum,native,0,Eriogonum umbellatum var. intectum
Dicotyledons,Polygonaceae,Eriogonum umbellatum var. devestivum,native,0,
Dicotyledons,Polygonaceae,Eriogonum umbellatum var. glaberrimum,native,0,
Dicotyledons,Polygonaceae,Eriogonum umbellatum var. nelsoniorum,native,0,
Dicotyledons,Polygonaceae,Eriogonum umbellatum var. sandbergii,native,0,
Dicotyledons,Polygonaceae,Polygonum achoreum,native,0,
Dicotyledons,Polygonaceae,Polygonum californicum,native,1,
Dicotyledons,Polygonaceae,Polygonum erectum,native,0,
Dicotyledons,Polygonaceae,Polygonum fowleri ssp. fowleri,native,0,
Dicotyledons,Polygonaceae,Polygonum gabrielae,native,0,
Dicotyledons,Polygonaceae,Polygonum parryi,native,0,
Dicotyledons,Polygonaceae,Polygonum polygaloides ssp. esotericum,native,0,Polygonum esotericum
Dicotyledons,Polygonaceae,Polygonum sawatchense ssp. sawatchense,native,0,
Dicotyledons,Polygonaceae,Polygonum shastense,native,2,
Dicotyledons,Polygonaceae,Rumex crassus,native,0,Rumex salicifolius var. crassus
Dicotyledons,Polygonaceae,Rumex transitorius,native,0,Rumex salicifolius var. transitorius
Dicotyledons,Polygonaceae,Rumex utahensis,native,0,Rumex salicifolius var. montigenitus
Dicotyledons,Primulaceae,Androsace elongata ssp. acuta,native,0,
Dicotyledons,Primulaceae,Androsace septentrionalis,native,3,Androsace septentrionalis ssp. subumbellata
Dicotyledons,Ranunculaceae,Actaea elata var. alpestris,native,0,Cimicifuga elata var. alpestris
Dicotyledons,Ranunculaceae,Anemone multifida var. saxicola,native,4,Anemone multifida var. hirsuta
Dicotyledons,Ranunculaceae,Anemone oregana var. felix,native,3,Anemone felix
Dicotyledons,Ranunculaceae,Caltha chionophila,native,0,
Dicotyledons,Ranunculaceae,Caltha leptosepala,native,1,Caltha leptosepala var. rotundifolia
Dicotyledons,Ranunculaceae,Coptis trifolia,native,0,
Dicotyledons,Ranunculaceae,Delphinium decorum,native,1,Delphinium decorum ssp. decorum
Dicotyledons,Ranunculaceae,Enemion occidentale,native,0,
Dicotyledons,Ranunculaceae,Myosurus apetalus var. montanus,native,0,
Dicotyledons,Ranunculaceae,Myosurus sessilis,native,3,
Dicotyledons,Ranunculaceae,Ranunculus alismifolius var. davisii,native,0,
Dicotyledons,Ranunculaceae,Ranunculus eschscholtzii var. eschscholtzii,native,1,Ranunculus eschscholtzii var. helleri
Dicotyledons,Ranunculaceae,Ranunculus eschscholtzii var. suksdorfii,native,2,
Dicotyledons,Ranunculaceae,Ranunculus gmelinii,native,0,Ranunculus gmelinii var. hookeri
Dicotyledons,Ranunculaceae,Ranunculus oresterus,native,1,
Dicotyledons,Ranunculaceae,Ranunculus orthorhynchus var. bloomeri,native,0,Ranunculus bloomeri
Dicotyledons,Ranunculaceae,Thalictrum alpinum,native,0,Thalictrum alpinum var. hebetum
Dicotyledons,Ranunculaceae,Thalictrum sparsiflorum,native,0,Thalictrum sparsiflorum var. saximontanum
Dicotyledons,Ranunculaceae,Trollius albiflorus,native,1,Trollius laxus var. albiflorus
Dicotyledons,Rhamnaceae,Rhamnus rubra,native,0,Frangula rubra
Dicotyledons,Rosaceae,Agrimonia gryposepala,native,0,
Dicotyledons,Rosaceae,Amelanchier alnifolia var. pumila,native,2,Amelanchier pumila
Dicotyledons,Rosaceae,Amelanchier pallida,native,0,
Dicotyledons,Rosaceae,Cercocarpus betuloides var. betuloides,native,1,Cercocarpus montanus var. glaber
Dicotyledons,Rosaceae,Drymocallis lactea var. austiniae,native,4,
Dicotyledons,Rosaceae,Fragaria × ananassa ssp. ananassa,native,0,
Dicotyledons,Rosaceae,Fragaria chiloensis ssp. lucida,native,0,
Dicotyledons,Rosaceae,Fragaria vesca ssp. californica,native,0,Fragaria californica
Dicotyledons,Rosaceae,Geum rossii,native,2,Acomastylis gracilipes
Dicotyledons,Rosaceae,Holodiscus microphyllus var. microphyllus,native,4,Holodiscus discolor var. dumosus
Dicotyledons,Rosaceae,Horkelia fusca ssp. filicoides,native,4,
Dicotyledons,Rosaceae,Horkelia fusca ssp. pseudocapitata,native,0,Potentilla douglasii var. pseudocapitata
Dicotyledons,Rosaceae,Horkelia sericata,native,2,Potentilla sericata
Dicotyledons,Rosaceae,Horkelia tridentata var. flavescens,native,0,
Dicotyledons,Rosaceae,Malus × dawsoniana,native,0,
Dicotyledons,Rosaceae,Potentilla brevifolia,native,4,
Dicotyledons,Rosaceae,Potentilla bruceae,native,0,Potentilla drummondii ssp. bruceae
Dicotyledons,Rosaceae,Potentilla brunnescens,native,1,Potentilla gracilis var. brunnescens
Dicotyledons,Rosaceae,Potentilla gracilis var. owyheensis,native,0,Potentilla quinquefolia
Dicotyledons,Rosaceae,Potentilla hookeriana,native,3,
Dicotyledons,Rosaceae,Potentilla jepsonii,native,0,Potentilla pensylvanica var. pensylvanica
Dicotyledons,Rosaceae,Potentilla millefolia,native,0,Potentilla plattensis var. millefolia
Dicotyledons,Rosaceae,Potentilla ovina var. ovina,native,0,
Dicotyledons,Rosaceae,Potentilla versicolor var. darrachii,native,0,
Dicotyledons,Rosaceae,Prunus × pugetensis,native,0,
Dicotyledons,Rosaceae,Prunus americana,native,0,
Dicotyledons,Rosaceae,Rosa gymnocarpa ssp. helleri,native,0,
Dicotyledons,Rosaceae,Rosa pisocarpa ssp. ahartii,native,0,
Dicotyledons,Rosaceae,Rosa spithamea,native,4,Rosa spithamea var. solitaria
Dicotyledons,Rosaceae,Rosa yainacensis,native,0,Rosa bridgesii
Dicotyledons,Rosaceae,Rubus bartonianus,native,2,
Dicotyledons,Rosaceae,Rubus glaucifolius,native,0,Rubus glaucifolius var. glaucifolius
Dicotyledons,Rosaceae,Sorbus californica,native,0,Sorbus sitchensis ssp. californica
Dicotyledons,Rosaceae,Sorbus sitchensis var. sitchensis,native,3,
Dicotyledons,Rosaceae,Spiraea douglasii var. menziesii,native,4,
Dicotyledons,Rubiaceae,Galium glabrescens ssp. josephinense,native,0,
Dicotyledons,Rubiaceae,Galium muricatum,native,0,
Dicotyledons,Rubiaceae,Galium porrigens var. porrigens,native,0,
Dicotyledons,Rubiaceae,Galium porrigens var. tenue,native,0,Galium nuttallii
Dicotyledons,Salicaceae,Salix brachycarpa var. brachycarpa,native,2,Salix brachycarpa var. sansonii
Dicotyledons,Salicaceae,Salix drummondiana,native,1,Salix bella
Dicotyledons,Salicaceae,Salix exigua var. hindsiana,native,3,Salix hindsiana
Dicotyledons,Salicaceae,Salix farriae,native,0,
Dicotyledons,Salicaceae,Salix glauca var. villosa,native,2,Salix glauca ssp. glabrescens
Dicotyledons,Salicaceae,Salix laevigata,native,0,
Dicotyledons,Salicaceae,Salix ligulifolia,native,0,Salix eriocephala var. ligulifolia
Dicotyledons,Salicaceae,Salix lutea,native,0,Salix lutea var. watsonii
Dicotyledons,Salicaceae,Salix monochroma,native,4,Salix eriocephala var. monochroma
Dicotyledons,Salicaceae,Salix nivalis,native,2,Salix nivalis var. saximontana
Dicotyledons,Salicaceae,Salix planifolia var. monica,native,0,Salix monica
Dicotyledons,Salicaceae,Salix planifolia var. planifolia,native,0,Salix phylicifolia var. pennata
Dicotyledons,Salicaceae,Salix sessilifolia,native,3,Salix exigua var. sessilifolia
Dicotyledons,Salicaceae,Salix sitchensis var. angustifolia,native,0,Salix jepsonii
Dicotyledons,Salicaceae,Salix vestita,native,0,Salix vestita var. erecta
Dicotyledons,Salicaceae,Salix wolfii var. idahoensis,native,0,
Dicotyledons,Sapindaceae,Acer glabrum var. glabrum,native,0,
Dicotyledons,Saururaceae,Anemopsis californica,native,1,
Dicotyledons,Saxifragaceae,Heuchera rubescens,native,0,Heuchera rubescens var. oregonensis
Dicotyledons,Saxifragaceae,Micranthes aprica,native,0,Saxifraga aprica
Dicotyledons,Saxifragaceae,Saxifraga adscendens,native,0,Saxifraga adscendens var. oregonensis
Dicotyledons,Saxifragaceae,Saxifraga hyperborea,native,0,
Dicotyledons,Saxifragaceae,Saxifraga oppositifolia,native,4,Saxifraga oppositifolia ssp. oppositifolia
Dicotyledons,Saxifragaceae,Tiarella trifoliata var. laciniata,native,1,Tiarella laciniata
Dicotyledons,Solanaceae,Nicotiana quadrivalvis,native,0,Nicotiana quadrivalvis var. quadrivalvis
Dicotyledons,Urticaceae,Urtica dioica ssp. holosericea,native,4,Urtica holosericea
Dicotyledons,Valerianaceae,Valeriana californica,native,0,Valeriana capitata
Dicotyledons,Valerianaceae,Valeriana occidentalis,native,0,Valeriana dioica var. sylvatica
Dicotyledons,Violaceae,Viola purpurea ssp. dimorpha,native,0,
Dicotyledons,Violaceae,Viola purpurea ssp. integrifolia,native,0,
Dicotyledons,Violaceae,Viola purpurea ssp. purpurea,native,1,
Dicotyledons,Viscaceae,Arceuthobium abietinum ssp. wiensii,native,0,
Dicotyledons,Viscaceae,Arceuthobium cyanocarpum,native,0,Arceuthobium campylopodum f. cyanocarpum
Dicotyledons,Viscaceae,Arceuthobium douglasii,native,2,
Dicotyledons,Viscaceae,Arceuthobium laricis,native,0,Arceuthobium campylopodum f. laricis
Dicotyledons,Viscaceae,Arceuthobium monticola,native,1,
Dicotyledons,Viscaceae,Arceuthobium siskiyouense,native,0,Arceuthobium campylopodum ssp. siskiyouense
Dicotyledons,Viscaceae,Arceuthobium tsugense ssp. amabilae,native,0,
Dicotyledons,Viscaceae,Arceuthobium tsugense ssp. tsugense,native,0,Arceuthobium campylopodum f. tsugensis
Dicotyledons,Viscaceae,Phoradendron juniperinum ssp. juniperinum,native,0,Phoradendron juniperinum var. ligatum
Dicotyledons,Viscaceae,Phoradendron juniperinum ssp. libocedri,native,0,Phoradendron libocedri
Gymnosperms,Cupressaceae,Hesperocyparis bakeri,native,0,Callitropsis bakeri
Gymnosperms,Cupressaceae,Hesperocyparis macnabiana,native,0,Cupressus macnabiana
Gymnosperms,Cupressaceae,Juniperus communis var. jackii,native,2,Juniperus jackii
Gymnosperms,Pinaceae,Abies amabilis,native,2,
Gymnosperms,Pinaceae,Abies lasiocarpa var. lasiocarpa,native,3,Abies lasiocarpa ssp. bifolia
Gymnosperms,Pinaceae,Abies magnifica × Abies procera,native,0,Abies magnifica var. magnifica
Gymnosperms,Pinaceae,Abies procera,native,3,
Gymnosperms,Pinaceae,Pinus flexilis,native,3,
Gymnosperms,Pinaceae,Pinus muricata,native,2,
Gymnosperms,Pinaceae,Pinus ponderosa var. benthamiana,native,0,Pinus ponderosa var. pacifica
Monocotyledons,Alismataceae,Sagittaria montevidensis ssp. calycina,native,0,Lophotocarpus californicus
Monocotyledons,Amaryllidaceae,Allium bolanderi var. bolanderi,native,2,
Monocotyledons,Amaryllidaceae,Allium brandegeei,native,1,
Monocotyledons,Amaryllidaceae,Allium dictuon,native,2,
Monocotyledons,Amaryllidaceae,Allium peninsulare var. peninsulare,native,1,
Monocotyledons,Amaryllidaceae,Allium unifolium,native,3,
Monocotyledons,Araceae,Lemna gibba,native,0,
Monocotyledons,Araceae,Lemna minuta,native,0,
Monocotyledons,Araceae,Lemna trisulca,native,4,
Monocotyledons,Araceae,Lemna valdiviana,native,0,Lemna cyclostasa
Monocotyledons,Asparagaceae,Brodiaea californica ssp. californica,native,4,
Monocotyledons,Asparagaceae,Brodiaea nana,native,4,
Monocotyledons,Asparagaceae,Camassia quamash ssp. intermedia,native,4,
Monocotyledons,Asparagaceae,Camassia quamash ssp. utahensis,native,0,
Monocotyledons,Asparagaceae,Chlorogalum angustifolium,native,4,
Monocotyledons,Asparagaceae,Chlorogalum grandiflorum,native,0,
Monocotyledons,Asparagaceae,Chlorogalum pomeridianum ssp. austrooreganum,native,0,
Monocotyledons,Asparagaceae,Chlorogalum pomeridianum var. minus,native,0,
Monocotyledons,Asparagaceae,Triteleia peduncularis,native,0,
Monocotyledons,Cyperaceae,Amphiscirpus nevadensis,native,2,Scirpus nevadensis
Monocotyledons,Cyperaceae,Bulbostylis capillaris,native,0,Stenophyllus capillaris
Monocotyledons,Cyperaceae,Carex abrupta,native,3,
Monocotyledons,Cyperaceae,Carex angustata,native,3,Carex eurycarpa
Monocotyledons,Cyperaceae,Carex aquatilis var. dives,native,4,Carex sitchensis
Monocotyledons,Cyperaceae,Carex atrosquama,native,2,Carex atrata var. atrosquama
Monocotyledons,Cyperaceae,Carex barbarae,native,3,
Monocotyledons,Cyperaceae,Carex bolanderi,native,0,Carex deweyana var. bolanderi
Monocotyledons,Cyperaceae,Carex brainerdii,native,3,
Monocotyledons,Cyperaceae,Carex capillaris,native,4,
Monocotyledons,Cyperaceae,Carex concinna,native,0,
Monocotyledons,Cyperaceae,Carex deflexa var. boottii,native,1,
Monocotyledons,Cyperaceae,Carex duriuscula,native,0,Carex eleocharis
Monocotyledons,Cyperaceae,Carex gynodynama,native,0,
Monocotyledons,Cyperaceae,Carex harfordii,native,0,
Monocotyledons,Cyperaceae,Carex integra,native,0,
Monocotyledons,Cyperaceae,Carex interrupta,native,4,
Monocotyledons,Cyperaceae,Carex jonesii,native,4,
Monocotyledons,Cyperaceae,Carex kelloggii var. limnophila,native,0,Carex lenticularis var. limnophila
Monocotyledons,Cyperaceae,Carex klamathensis,native,0,
Monocotyledons,Cyperaceae,Carex leporina,native,3,Carex ovalis
Monocotyledons,Cyperaceae,Carex macrochaeta,native,0,
Monocotyledons,Cyperaceae,Carex media,native,0,Carex vahlii
Monocotyledons,Cyperaceae,Carex micropoda,native,0,Carex pyrenaica
Monocotyledons,Cyperaceae,Carex nardina,native,2,
Monocotyledons,Cyperaceae,Carex nigricans,native,4,
Monocotyledons,Cyperaceae,Carex pelocarpa,native,0,
Monocotyledons,Cyperaceae,Carex pluriflora,native,0,
Monocotyledons,Cyperaceae,Carex preslii,native,3,
Monocotyledons,Cyperaceae,Carex scabriuscula,native,0,Carex gigas
Monocotyledons,Cyperaceae,Carex scirpoidea ssp. stenochlaena,native,0,Carex stenochlaena
Monocotyledons,Cyperaceae,Carex scoparia var. scoparia,native,3,
Monocotyledons,Cyperaceae,Carex serpenticola,native,3,
Monocotyledons,Cyperaceae,Carex sheldonii,native,2,
Monocotyledons,Cyperaceae,Carex subbracteata,native,0,
Monocotyledons,Cyperaceae,Carex subnigricans,native,2,
Monocotyledons,Cyperaceae,Carex tiogana,native,0,
Monocotyledons,Cyperaceae,Carex tumulicola,native,0,
Monocotyledons,Cyperaceae,Carex vallicola,native,2,
Monocotyledons,Cyperaceae,Carex vesicaria,native,3,Carex vesicaria var. vesicaria
Monocotyledons,Cyperaceae,Cyperus acuminatus,native,0,
Monocotyledons,Cyperaceae,Eleocharis bolanderi,native,4,
Monocotyledons,Cyperaceae,Eleocharis decumbens,native,0,
Monocotyledons,Cyperaceae,Eleocharis engelmannii,native,0,Eleocharis obtusa var. engelmannii
Monocotyledons,Cyperaceae,Eleocharis erythropoda,native,0,
Monocotyledons,Cyperaceae,Eleocharis ovata,native,0,
Monocotyledons,Cyperaceae,Eleocharis parishii,native,4,
Monocotyledons,Cyperaceae,Eleocharis parvula,native,0,Eleocharis parvula var. parvula
Monocotyledons,Cyperaceae,Eleocharis quinqueflora,native,0,Eleocharis pauciflora var. suksdorfiana
Monocotyledons,Cyperaceae,Eleocharis rostellata,native,0,
Monocotyledons,Cyperaceae,Kobresia myosuroides,native,0,Kobresia bellardii
Monocotyledons,Cyperaceae,Kobresia simpliciuscula,native,0,
Monocotyledons,Cyperaceae,Lipocarpha aristulata,native,0,Hemicarpha aristulata
Monocotyledons,Cyperaceae,Lipocarpha micrantha,native,0,Hemicarpha micrantha
Monocotyledons,Cyperaceae,Lipocarpha occidentalis,native,0,Hemicarpha occidentalis
Monocotyledons,Cyperaceae,Rhynchospora capitellata,native,0,
Monocotyledons,Cyperaceae,Schoenoplectus heterochaetus,native,0,Scirpus heterochaetus
Monocotyledons,Cyperaceae,Trichophorum cespitosum,native,1,Scirpus cespitosus
Monocotyledons,Hydrocharitaceae,Elodea bifoliata,native,0,
Monocotyledons,Hydrocharitaceae,Najas guadalupensis var. guadalupensis,native,0,
Monocotyledons,Iridaceae,Iris tenax var. gormanii,native,0,
Monocotyledons,Iridaceae,Sisyrinchium halophilum,native,0,
Monocotyledons,Juncaceae,Juncus bryoides,native,0,
Monocotyledons,Juncaceae,Juncus bufonius var. occidentalis,native,1,
Monocotyledons,Juncaceae,Juncus capillaris,native,0,
Monocotyledons,Juncaceae,Juncus confusus,native,0,
Monocotyledons,Juncaceae,Juncus exiguus,native,0,Juncus effusus var. exiguus
Monocotyledons,Juncaceae,Juncus hemiendytus var. hemiendytus,native,4,
Monocotyledons,Juncaceae,Juncus hesperius,native,2,Juncus effusus var. bruneus
Monocotyledons,Juncaceae,Juncus howellii,native,0,
Monocotyledons,Juncaceae,Juncus kelloggii,native,0,
Monocotyledons,Juncaceae,Juncus laccatus,native,1,Juncus effusus var. gracilis
Monocotyledons,Juncaceae,Juncus mexicanus,native,0,Juncus balticus ssp. mexicanus
Monocotyledons,Juncaceae,Juncus nevadensis var. inventus,native,0,
Monocotyledons,Juncaceae,Juncus tiehmii,native,0,
Monocotyledons,Juncaceae,Juncus triglumis var. albescens,native,0,
Monocotyledons,Juncaceae,Juncus trilocularis,native,0,
Monocotyledons,Juncaceae,Luzula cascadensis,native,3,
Monocotyledons,Juncaceae,Luzula comosa var. comosa,native,0,Luzula multiflora var. comosa
Monocotyledons,Juncaceae,Luzula orestera,native,0,
Monocotyledons,Juncaceae,Luzula subsessilis,native,2,
Monocotyledons,Liliaceae,Calochortus coeruleus,native,2,
Monocotyledons,Liliaceae,Calochortus indecorus,native,0,
Monocotyledons,Liliaceae,Calochortus luteus,native,3,
Monocotyledons,Liliaceae,Calochortus nitidus,native,0,
Monocotyledons,Liliaceae,Calochortus nudus,native,2,
Monocotyledons,Liliaceae,Calochortus persistens,native,3,
Monocotyledons,Liliaceae,Calochortus umpquaensis ssp. confertus,native,0,
Monocotyledons,Liliaceae,Calochortus umpquaensis ssp. flavicomus,native,1,
Monocotyledons,Liliaceae,Erythronium multiscapideum,native,0,
Monocotyledons,Liliaceae,Lilium pardalinum ssp. shastense,native,3,
Monocotyledons,Liliaceae,Prosartes parvifolia,native,0,
Monocotyledons,Liliaceae,Streptopus streptopoides var. brevipes,native,1,
Monocotyledons,Melanthiaceae,Toxicoscordion exaltatum,native,0,Zigadenus exaltatus
Monocotyledons,Orchidaceae,Corallorhiza striata var. vreelandii,native,4,
Monocotyledons,Orchidaceae,Corallorhiza wisteriana,native,0,
Monocotyledons,Orchidaceae,Neottia borealis,native,1,Listera borealis
Monocotyledons,Orchidaceae,Platanthera aquilonis,native,0,
Monocotyledons,Orchidaceae,Platanthera obtusata,native,1,Platanthera obtusata ssp. obtusata
Monocotyledons,Poaceae,× Elyhordeum macounii,native,0,× Agrohordeum macounii
Monocotyledons,Poaceae,× Elyhordeum stebbinsianum,native,0,Elymus glaucus × Hordeum brachyantherum
Monocotyledons,Poaceae,× Elyleymus aristatus,native,0,× Elysitanion aristatum
Monocotyledons,Poaceae,× Pseudelymus saxicola,native,0,× Agrositanion saxicola
Monocotyledons,Poaceae,Agrostis densiflora,native,3,
Monocotyledons,Poaceae,Agrostis hendersonii,native,0,
Monocotyledons,Poaceae,Agrostis howellii,native,0,
Monocotyledons,Poaceae,Agrostis idahoensis,native,0,
Monocotyledons,Poaceae,Agrostis oregonensis,native,3,
Monocotyledons,Poaceae,Agrostis pallens,native,2,Agrostis foliosa
Monocotyledons,Poaceae,Agrostis variabilis,native,0,
Monocotyledons,Poaceae,Aristida oligantha,native,3,
Monocotyledons,Poaceae,Bromus ciliatus,native,1,Bromus richardsonii var. pallidus
Monocotyledons,Poaceae,Bromus laevipes,native,3,
Monocotyledons,Poaceae,Bromus orcuttianus,native,0,Bromus orcuttianus var. orcuttianus
Monocotyledons,Poaceae,Bromus pacificus,native,0,
Monocotyledons,Poaceae,Bromus sitchensis var. maritimus,native,2,Bromus maritimus
Monocotyledons,Poaceae,Bromus sitchensis var. sitchensis,native,0,
Monocotyledons,Poaceae,Bromus suksdorfii,native,1,
Monocotyledons,Poaceae,Calamagrostis breweri,native,4,
Monocotyledons,Poaceae,Calamagrostis howellii,native,0,
Monocotyledons,Poaceae,Calamagrostis koelerioides,native,0,Calamagrostis densa
Monocotyledons,Poaceae,Calamagrostis nutkaensis,native,3,Calamagrostis aleutica
Monocotyledons,Poaceae,Calamagrostis purpurascens,native,0,Calamagrostis purpurascens var. purpurascens
Monocotyledons,Poaceae,Calamagrostis stricta ssp. inexpansa,native,0,Calamagrostis californica
Monocotyledons,Poaceae,Calamagrostis tacomensis,native,0,Calamagrostis vaseyi
Monocotyledons,Poaceae,Calamagrostis utsutsuensis,native,1,
Monocotyledons,Poaceae,Catabrosa aquatica,native,0,
Monocotyledons,Poaceae,Coleanthus subtilis,native,0,
Monocotyledons,Poaceae,Danthonia intermedia,native,4,Danthonia intermedia ssp. intermedia
Monocotyledons,Poaceae,Danthonia spicata,native,0,
Monocotyledons,Poaceae,Diplachne fusca ssp. fascicularis,native,0,Leptochloa fusca ssp. fascicularis
Monocotyledons,Poaceae,Elymus × hansenii,native,0,Sitanion anomalum
Monocotyledons,Poaceae,Elymus × saundersii,native,0,Agropyron saundersii
Monocotyledons,Poaceae,Elymus canadensis var. canadensis,native,0,
Monocotyledons,Poaceae,Elymus elymoides ssp. hordeoides,native,0,Sitanion hordeoides
Monocotyledons,Poaceae,Elymus glaucus ssp. virescens,native,1,Elymus virescens
Monocotyledons,Poaceae,Elymus hirsutus,native,0,
Monocotyledons,Poaceae,Elymus lanceolatus ssp. psammophilus,native,0,
Monocotyledons,Poaceae,Elymus lanceolatus ssp. riparius,native,0,Agropyron riparium
Monocotyledons,Poaceae,Elymus multisetus,native,3,Sitanion jubatum
Monocotyledons,Poaceae,Elymus trachycaulus ssp. trachycaulus,native,4,Agropyron pauciflorum
Monocotyledons,Poaceae,Elymus violaceus,native,0,Agropyron violaceum
Monocotyledons,Poaceae,Eragrostis lutescens,native,0,
Monocotyledons,Poaceae,Eriocoma hendersonii,native,0,Achnatherum hendersonii
Monocotyledons,Poaceae,Eriocoma nelsonii ssp. nelsonii,native,0,Achnatherum nelsonii ssp. nelsonii
Monocotyledons,Poaceae,Eriocoma nevadensis,native,0,Achnatherum nevadense
Monocotyledons,Poaceae,Eriocoma occidentalis ssp. californica,native,0,Stipa nelsonii var. longiaristata
Monocotyledons,Poaceae,Eriocoma occidentalis ssp. pubescens,native,2,Achnatherum occidentale ssp. pubescens
Monocotyledons,Poaceae,Eriocoma wallowaensis,native,0,Achnatherum wallowaense
Monocotyledons,Poaceae,Eriocoma webberi,native,0,Achnatherum webberi
Monocotyledons,Poaceae,Festuca brachyphylla,native,2,Festuca brachyphylla ssp. coloradensis
Monocotyledons,Poaceae,Festuca elmeri,native,0,
Monocotyledons,Poaceae,Festuca occidentalis,native,4,
Monocotyledons,Poaceae,Festuca roemeri var. klamathensis,native,2,
Monocotyledons,Poaceae,Festuca rubra ssp. mediana,native,0,
Monocotyledons,Poaceae,Festuca rubra ssp. secunda,native,0,
Monocotyledons,Poaceae,Festuca saximontana ssp. purpusiana,native,2,
Monocotyledons,Poaceae,Festuca subulata,native,2,
Monocotyledons,Poaceae,Festuca subuliflora,native,1,
Monocotyledons,Poaceae,Graphephorum canescens,native,4,Trisetum cernuum ssp. canescens
Monocotyledons,Poaceae,Graphephorum cernuum,native,1,Trisetum cernuum
Monocotyledons,Poaceae,Graphephorum wolfii,native,0,Trisetum brandegei
Monocotyledons,Poaceae,Hierochloë occidentalis,native,2,Hierochloë macrophylla
Monocotyledons,Poaceae,Hordeum depressum,native,0,
Monocotyledons,Poaceae,Leucopoa kingii,native,3,Hesperochloa kingii
Monocotyledons,Poaceae,Leymus × vancouverensis,native,0,Elymus vancouverensis
Monocotyledons,Poaceae,Leymus flavescens,native,0,Elymus flavescens
Monocotyledons,Poaceae,Leymus triticoides,native,0,Elymus triticoides
Monocotyledons,Poaceae,Melica aristata,native,0,
Monocotyledons,Poaceae,Melica bulbosa,native,0,Melica bulbosa var. bulbosa
Monocotyledons,Poaceae,Melica fugax,native,0,
Monocotyledons,Poaceae,Melica smithii,native,0,
Monocotyledons,Poaceae,Melica stricta var. stricta,native,2,
Monocotyledons,Poaceae,Muhlenbergia andina,native,3,
Monocotyledons,Poaceae,Muhlenbergia mexicana var. filiformis,native,0,Muhlenbergia foliosa
Monocotyledons,Poaceae,Muhlenbergia minutissima,native,0,Sporobolus microspermus
Monocotyledons,Poaceae,Munroa squarrosa,native,0,
Monocotyledons,Poaceae,Pappostipa speciosa,native,0,Jarava speciosa
Monocotyledons,Poaceae,Pascopyrum smithii,native,1,Elymus smithii
Monocotyledons,Poaceae,Phalaris angusta,native,0,
Monocotyledons,Poaceae,Phalaris californica,native,0,
Monocotyledons,Poaceae,Piptatheropsis exigua,native,2,Piptatherum exiguum
Monocotyledons,Poaceae,Poa × limosa,native,0,
Monocotyledons,Poaceae,Poa alpina ssp. alpina,native,0,
Monocotyledons,Poaceae,Poa bolanderi,native,0,
Monocotyledons,Poaceae,Poa chambersii,native,0,
Monocotyledons,Poaceae,Poa confinis,native,0,
Monocotyledons,Poaceae,Poa cusickii ssp. cusickii,native,0,
Monocotyledons,Poaceae,Poa cusickii ssp. epilis,native,4,Poa epilis
Monocotyledons,Poaceae,Poa cusickii ssp. pallida,native,0,
Monocotyledons,Poaceae,Poa cusickii ssp. purpurascens,native,0,
Monocotyledons,Poaceae,Poa fendleriana ssp. longiligula,native,0,
Monocotyledons,Poaceae,Poa glauca ssp. glauca,native,0,
Monocotyledons,Poaceae,Poa glauca ssp. rupicola,native,0,Poa rupicola
Monocotyledons,Poaceae,Poa howellii,native,0,
Monocotyledons,Poaceae,Poa laxiflora,native,3,
Monocotyledons,Poaceae,Poa leptocoma,native,1,Poa leptocoma var. leptocoma
Monocotyledons,Poaceae,Poa lettermanii,native,0,
Monocotyledons,Poaceae,Poa mansfieldii,native,0,
Monocotyledons,Poaceae,Poa marcida,native,2,
Monocotyledons,Poaceae,Poa nervosa,native,0,Poa vaseyana
