Version,Family,Scientific name,Previously,As of the stated version,Date,,,,,,
v 1.3,Scrophulariaceae,Limosella acaulis,Accepted,Excluded,14-Aug-13,,,,,,
v 1.3,Solanaceae,Solanum physalifolium,Accepted (terminal),Accepted (not terminal),14-Aug-13,,,,,,
v 1.3,Styracaceae,Styrax officinalis,Accepted,Synonym of Styrax redivivus,14-Aug-13,,,,,,
v 1.3,Styracaceae,Styrax officinalis var. redivivus,Accepted,Synonym of Styrax redivivus,14-Aug-13,,,,,,
v 1.3,Styracaceae,Styrax redivivus,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Tamaricaceae,Tamarix chinensis,Accepted,Synonym of Tamarix chinensis × Tamarix ramosissima,14-Aug-13,,,,,,
v 1.3,Tamaricaceae,Tamarix chinensis × Tamarix ramosissima,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Tamaricaceae,Tamarix ramosissima,Accepted,Synonym of Tamarix chinensis × Tamarix ramosissima,14-Aug-13,,,,,,
v 1.3,Valerianaceae,Valeriana hookeri,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Valerianaceae,Valeriana scouleri,Accepted,Synonym of Valeriana hookeri,14-Aug-13,,,,,,
v 1.3,Verbenaceae,Verbena bonariensis,Accepted (not terminal),Accepted (terminal),14-Aug-13,,,,,,
v 1.3,Verbenaceae,Verbena bonariensis var. conglomerata,Accepted,Synonym of Verbena bonariensis,14-Aug-13,,,,,,
v 1.3,Verbenaceae,Verbena brasiliensis,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Verbenaceae,Verbena incompta,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Violaceae,Viola adunca,Accepted (not terminal),Accepted (terminal),14-Aug-13,,,,,,
v 1.3,Violaceae,Viola adunca ssp. adunca,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Violaceae,Viola langsdorffii,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Violaceae,Viola langsdorfii,Accepted,Synonym of Viola langsdorffii,14-Aug-13,,,,,,
v 1.3,Violaceae,Viola macloskeyi,Accepted (terminal),Accepted (not terminal),14-Aug-13,,,,,,
v 1.3,Violaceae,Viola macloskeyi var. macloskeyi,Accepted,Synonym of Viola macloskeyi,14-Aug-13,,,,,,
v 1.3,Violaceae,Viola nephrophylla,Misapplied to Viola sororia ssp. affinis,Accepted,14-Aug-13,,,,,,
v 1.3,Violaceae,Viola purpurea ssp. dimorpha,Synonym of Viola purpurea ssp. purpurea,Accepted,14-Aug-13,,,,,,
v 1.3,Violaceae,Viola purpurea ssp. quercetorum,Accepted,Synonym of Viola quercetorum,14-Aug-13,,,,,,
v 1.3,Violaceae,Viola quercetorum,Synonym of Viola purpurea ssp. quercetorum,Accepted,14-Aug-13,,,,,,
v 1.3,Violaceae,Viola sororia,Accepted,Synonym of Viola nephrophylla,14-Aug-13,,,,,,
v 1.3,Violaceae,Viola sororia ssp. affinis,Accepted,Synonym of Viola nephrophylla,14-Aug-13,,,,,,
v 1.3,Violaceae,Viola tricolor,Accepted (not terminal),Accepted (terminal),14-Aug-13,,,,,,
v 1.3,Violaceae,Viola tricolor var. tricolor,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Violaceae,Viola vallicola,Accepted (not terminal),Accepted (terminal),14-Aug-13,,,,,,
v 1.3,Violaceae,Viola vallicola var. major,Synonym of Viola praemorsa ssp. linguifolia,Accepted,14-Aug-13,,,,,,
v 1.3,Viscaceae,Arceuthobium abietinum,Synonym of Arceuthobium abietinum,Accepted,14-Aug-13,,,,,,
v 1.3,Viscaceae,Arceuthobium abietinum f. ssp. concoloris,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Viscaceae,Arceuthobium abietinum ssp. wiensii,Synonym of Arceuthobium abietinum ssp. wiensii,Accepted,14-Aug-13,,,,,,
v 1.3,Viscaceae,Arceuthobium campylopodum,Accepted,Synonym/Accepted,14-Aug-13,,,,,,
v 1.3,Viscaceae,Arceuthobium cyanocarpum,Synonym of Arceuthobium cyanocarpum,Accepted,14-Aug-13,,,,,,
v 1.3,Viscaceae,Arceuthobium laricis,Synonym of Arceuthobium laricis,Accepted,14-Aug-13,,,,,,
v 1.3,Viscaceae,Arceuthobium monticola,Synonym of,Accepted,14-Aug-13,,,,,,
v 1.3,Viscaceae,Arceuthobium siskiyouense,Synonym of,Accepted,14-Aug-13,,,,,,
v 1.3,Viscaceae,Arceuthobium tsugense,Synonym of Arceuthobium tsugense,Accepted,14-Aug-13,,,,,,
v 1.3,Viscaceae,Arceuthobium tsugense ssp. amabilae,Synonym of Arceuthobium tsugense ssp. amabilae,Accepted,14-Aug-13,,,,,,
v 1.3,Viscaceae,Arceuthobium tsugense ssp. mertensianae,Synonym of Arceuthobium tsugense ssp. mertensianae,Accepted,14-Aug-13,,,,,,
v 1.3,Viscaceae,Arceuthobium tsugense ssp. tsugense,Synonym of Arceuthobium tsugense ssp. tsugense,Accepted,14-Aug-13,,,,,,
v 1.3,Viscaceae,Phoradendron bolleanum,Accepted,Synonym of Phoradendron densum,14-Aug-13,,,,,,
v 1.3,Viscaceae,Phoradendron densum,Misapplied to Phoradendron bolleanum,Accepted,14-Aug-13,,,,,,
v 1.3,Viscaceae,Phoradendron libocedri,Synonym of Phoradendron juniperinum,Accepted,14-Aug-13,,,,,,
v 1.3,Viscaceae,Phoradendron serotinum,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Viscaceae,Phoradendron serotinum ssp. tomentosum,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.3,Viscaceae,Phoradendron villosum,Accepted,Synonym of Phoradendron serotinum ssp. tomentosum,14-Aug-13,,,,,,
v 1.3,Xanthorrhoeaceae,Hemerocallis fulva,Under evaluation,Accepted,14-Aug-13,,,,,,
v 1.2,Aizoaceae,Tetragonia tetragonioides,Accepted,Excluded,29-Mar-12,,,,,,
v 1.2,Apiaceae,Heracleum lanatum,Accepted,Synonym of Heracleum maximum,29-Mar-12,,,,,,
v 1.2,Apiaceae,Heracleum maximum,Synonym of Heracleum lanatum,Accepted,29-Mar-12,,,,,,
v 1.2,Asparagaceae,Hyacinthoides ×variabilis,Accepted,Excluded,29-Mar-12,,,,,,
v 1.2,Asteraceae,Balsamorhiza lanata,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Asteraceae,Centaurea ×kleinii,Synonym of Centaurea ×moncktonii,Accepted,29-Mar-12,,,,,,
v 1.2,Asteraceae,Erigeron stanselliae,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Boraginaceae,Cryptantha schoolcraftii,Excluded,Synonym of Cryptantha sobolifera,29-Mar-12,,,,,,
v 1.2,Caryophyllaceae,Dianthus barbatus,Accepted (not terminal),Accepted (terminal),29-Mar-12,,,,,,
v 1.2,Caryophyllaceae,Dianthus barbatus ssp. barbatus,Accepted,Synonym of Dianthus barbatus,29-Mar-12,,,,,,
v 1.2,Caryophyllaceae,Holosteum umbellatum,Accepted (not terminal),Accepted (terminal),29-Mar-12,,,,,,
v 1.2,Caryophyllaceae,Holosteum umbellatum ssp. umbellatum,Accepted,Synonym of Holosteum umbellatum,29-Mar-12,,,,,,
v 1.2,Caryophyllaceae,Silene hookeri ssp. serpentinicola,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Caryophyllaceae,Silene serpentinicola,Excluded,Synonym of Silene hookeri ssp. serpentinicola,29-Mar-12,,,,,,
v 1.2,Juncaceae,Juncus inflexus ssp. inflexus,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Juncaceae,Luzula orestera,Excluded,Accepted,29-Mar-12,,,,,,
v 1.2,Juncaginaceae,Lilaea scilloides,Accepted,Synonym of Triglochin scilloides,29-Mar-12,,,,,,
v 1.2,Juncaginaceae,Triglochin scilloides,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Limnanthaceae,Limnanthes floccosa ssp. grandiflora,Accepted,Synonym of Limnanthes pumila ssp. grandiflora,29-Mar-12,,,,,,
v 1.2,Limnanthaceae,Limnanthes floccosa ssp. pumila,Accepted,Synonym of Limnanthes pumila ssp. pumila,29-Mar-12,,,,,,
v 1.2,Limnanthaceae,Limnanthes pumila,Synonym of Limnanthes pumila,Accepted,29-Mar-12,,,,,,
v 1.2,Limnanthaceae,Limnanthes pumila ssp. grandiflora,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Limnanthaceae,Limnanthes pumila ssp. pumila,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Melanthiaceae,Trillium albidum,Accepted (terminal),Accepted (not terminal),29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia andina,Accepted,Synonym of Neoholmgrenia andina,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia boothii,Accepted,Synonym of Eremothera boothii,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia boothii ssp. alyssoides,Accepted,Synonym of Eremothera boothii ssp. alyssoides,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia boothii ssp. boothii,Accepted,Synonym of Eremothera boothii ssp. boothii,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia breviflora,Accepted,Synonym of Taraxia tanacetifolia,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia cheiranthifolia,Accepted,Synonym of Camissoniopsis cheiranthifolia,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia cheiranthifolia ssp. cheiranthifolia,Accepted,Synonym of Camissoniopsis cheiranthifolia ssp. cheiranthifolia,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia claviformis,Accepted,Synonym of Chylismia claviformis,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia claviformis ssp. cruciformis,Accepted,Synonym of Chylismia claviformis ssp. cruciformis,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia claviformis ssp. integrior,Accepted,Synonym of Chylismia claviformis ssp. integrior,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia graciliflora,Accepted,Synonym of Tetrapteron graciliflorum,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia hilgardii,Accepted,Synonym of Neoholmgrenia hilgardii,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia minor,Accepted,Synonym of Eremothera minor,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia ovata,Accepted,Synonym of Taraxia ovata,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia palmeri,Accepted,Synonym of Tetrapteron palmeri,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia pterosperma,Accepted,Synonym of Chylismiella pterosperma,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia pygmaea,Accepted,Synonym of Eremothera pygmaea,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia scapoidea,Accepted,Synonym of Chylismia scapoidea,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia scapoidea ssp. brachycarpa,Accepted,Synonym of Chylismia scapoidea ssp. brachycarpa,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia scapoidea ssp. scapoidea,Accepted,Synonym of Chylismia scapoidea ssp. scapoidea,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia scapoidea ssp. utahensis,Accepted,Synonym of Chylismia scapoidea ssp. utahensis,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia subacaulis,Accepted,Synonym of Taraxia subacaulis,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia tanacetifolia,Accepted,Synonym of Taraxia tanacetifolia,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia tanacetifolia ssp. tanacetifolia,Accepted,Synonym of Taraxia tanacetifolia,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia walkeri,Accepted,Synonym of Chylismia walkeri,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissonia walkeri ssp. tortilis,Accepted,Synonym of Chylismia walkeri ssp. tortilis,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissoniopsis cheiranthifolia,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Camissoniopsis cheiranthifolia ssp. cheiranthifolia,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Chylismia claviformis,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Chylismia claviformis ssp. cruciformis,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Chylismia claviformis ssp. integrior,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Chylismia scapoidea,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Chylismia scapoidea ssp. brachycarpa,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Chylismia scapoidea ssp. scapoidea,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Chylismia scapoidea ssp. utahensis,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Chylismia walkeri,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Chylismia walkeri ssp. tortilis,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Chylismiella pterosperma,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Eremothera boothii,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Eremothera boothii ssp. alyssoides,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Eremothera boothii ssp. boothii,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Eremothera minor,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Eremothera pygmaea,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Gaura parviflora,Accepted,Synonym of Oenothera curtiflora,29-Mar-12,,,,,,
v 1.2,Onagraceae,Neoholmgrenia andina,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Neoholmgrenia hilgardii,Synonym of Camissonia hilgardii,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Oenothera curtiflora,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Taraxia breviflora,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Taraxia ovata,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Taraxia subacaulis,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Taraxia tanacetifolia,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Taraxia tanacetifolia ssp. tanacetifolia,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Tetrapteron graciliflora,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Onagraceae,Tetrapteron palmeri,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Ophioglossaceae,Botrychium michiganense,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Ophioglossaceae,Botrychium multifidum,Accepted,Synonym of Sceptridium multifidum,29-Mar-12,,,,,,
v 1.2,Ophioglossaceae,Botrychium simplex,Accepted (terminal),Accepted (not terminal),29-Mar-12,,,,,,
v 1.2,Ophioglossaceae,Botrychium simplex var. compositum,Synonym of Botrychium simplex var. compositum,Accepted,29-Mar-12,,,,,,
v 1.2,Ophioglossaceae,Botrychium simplex var. simplex,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Ophioglossaceae,Botrychium virginianum,Accepted,Synonym of Botrypus virginianus,29-Mar-12,,,,,,
v 1.2,Ophioglossaceae,Botrypus virginianus,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Ophioglossaceae,Sceptridium multifidum,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Orobanchaceae,Boschniakia hookeri,Accepted,Synonym of Kopsiopsis hookeri,29-Mar-12,,,,,,
v 1.2,Orobanchaceae,Boschniakia strobilacea,Accepted,Synonym of Kopsiopsis strobilacea,29-Mar-12,,,,,,
v 1.2,Orobanchaceae,Kopsiopsis hookeri,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Orobanchaceae,Kopsiopsis strobilacea,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Pinaceae,Pinus ponderosa var. ponderosa,Accepted,Synonym/Accepted,29-Mar-12,,,,,,
v 1.2,Plantaginaceae,Chaenorhinum minus,Accepted,Excluded,29-Mar-12,,,,,,
v 1.2,Primulaceae,Cyclamen hederifolium,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Rosaceae,Malus floribunda,Accepted,Excluded,29-Mar-12,,,,,,
v 1.2,Rosaceae,Photinia serratifolia,Accepted,Evaluate,29-Mar-12,,,,,,
v 1.2,Rosaceae,Rubus illecebrosus,Accepted,Excluded,29-Mar-12,,,,,,
v 1.2,Salicaceae,Populus angustifolia,Accepted,Excluded,29-Mar-12,,,,,,
v 1.2,Salicaceae,Salix ×sepulcralis,Accepted,Synonym of Salix ×pendulina,29-Mar-12,,,,,,
v 1.2,Salicaceae,Salix eastwoodiae  × Salix glauca var. villosa,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Salicaceae,Salix jepsonii,Accepted,Synonym of Salix sitchensis var. angustifolia,29-Mar-12,,,,,,
v 1.2,Salicaceae,Salix orestera,Accepted,Synonym of Salix glauca var. villosa,29-Mar-12,,,,,,
v 1.2,Salicaceae,Salix planifolia,Accepted (terminal),Accepted (not terminal),29-Mar-12,,,,,,
v 1.2,Salicaceae,Salix planifolia var. monica,Synonym of Salix phylicifolia var. monica,Accepted,29-Mar-12,,,,,,
v 1.2,Salicaceae,Salix planifolia var. planifolia,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.2,Salicaceae,Salix purpurea,Excluded,Accepted,29-Mar-12,,,,,,
v 1.2,Salicaceae,Salix sitchensis,Accepted (terminal),Accepted (not terminal),29-Mar-12,,,,,,
v 1.2,Salicaceae,Salix sitchensis var. angustifolia,Synonym of Salix jepsonii,Accepted,29-Mar-12,,,,,,
v 1.2,Salicaceae,Salix sitchensis var. sitchensis,Synonym of Salix sitchensis,Accepted,29-Mar-12,,,,,,
v 1.2,Salicaceae,Salix wolfii var. idahoensis,Synonym of Salix wolfii var. idahoensis,Accepted,29-Mar-12,,,,,,
v 1.2,Salicaceae,Salix wolfii var. wolfii,Accepted,Synonym of Salix wolfii var. idahoensis,29-Mar-12,,,,,,
v 1.2,Santalaceae,Arceuthobium tsugense ssp. amabilae,Accepted,Synonym of Arceuthobium tsugense ssp. amabilae,29-Mar-12,,,,,,
v 1.2,Solanaceae,Leucophysalis grandiflora,Accepted,Excluded,29-Mar-12,,,,,,
v 1.2,Solanaceae,Petunia parviflora,Accepted,Synonym of Calibrachoa parviflora,29-Mar-12,,,,,,
v 1.2,Solanaceae,Physalis longifolia var. subglabrata,Accepted,Synonym of Physalis longifolia var. longifolia,29-Mar-12,,,,,,
v 1.2,Solanaceae,Physalis pubescens,Accepted,Synonym of Physalis grisea,29-Mar-12,,,,,,
v 1.2,Solanaceae,Solanum tuberosum,Under evaluation,Accepted,29-Mar-12,,,,,,
v 1.1,Amaranthaceae,Chenopodium chenopodioides,Excluded,Accepted,25-Nov-11,,,,,,
v 1.1,Amaranthaceae,Chenopodium rubrum,Accepted (not terminal),Accepted (terminal),25-Nov-11,,,,,,
v 1.1,Amaranthaceae,Chenopodium rubrum var. humile,Accepted,Synonym of Chenopodium rubrum,25-Nov-11,,,,,,
v 1.1,Amaranthaceae,Chenopodium rubrum var. rubrum,Accepted,Synonym of Chenopodium rubrum,25-Nov-11,,,,,,
v 1.1,Apiaceae,Ammi majus,Accepted,Excluded,25-Nov-11,,,,,,
v 1.1,Asteraceae,Arctotheca calendula,Under evaluation,Accepted,25-Nov-11,,,,,,
v 1.1,Asteraceae,Artemisia ludoviciana ssp. lindleyana,Under evaluation,Accepted,25-Nov-11,,,,,,
v 1.1,Asteraceae,Taraxacum erythrospermum,Synonym of Taraxacum laevigatum,Accepted,25-Nov-11,,,,,,
v 1.1,Boraginaceae,Phacelia pringlei,Accepted,Excluded,25-Nov-11,,,,,,
v 1.1,Brassicaceae,Armoracia rusticana,Accepted,Excluded,25-Nov-11,,,,,,
v 1.1,Ericaceae,Kalmiopsis leachiana,Accepted,Synonym/Accepted,25-Nov-11,,,,,,
v 1.1,Ericaceae,Rhododendron neoglandulosum,Accepted,Synonym of Rhododendron columbianum,25-Nov-11,,,,,,
v 1.1,Euphorbiaceae,Croton setiger,Under evaluation,Accepted,25-Nov-11,,,,,,
v 1.1,Euphorbiaceae,Eremocarpus setigerus,Accepted,Synonym of Croton setiger,25-Nov-11,,,,,,
v 1.1,Fabaceae,Anthyllis vulneraria,Under evaluation,Accepted,25-Nov-11,,,,,,
v 1.1,Fabaceae,Astragalus arthuri,Synonym of Astragalus arthuri,Accepted,25-Nov-11,,,,,,
v 1.1,Fabaceae,Astragalus arthurii,Accepted,Synonym of Astragalus arthuri,25-Nov-11,,,,,,
v 1.1,Fabaceae,Ladeania lanceolata,Under evaluation,Accepted,25-Nov-11,,,,,,
v 1.1,Fabaceae,Psoralidium lanceolatum,Accepted,Synonym of Ladeania lanceolata,25-Nov-11,,,,,,
v 1.1,Fabaceae,Trifolium albopurpureum,Accepted (not terminal),Accepted (terminal),25-Nov-11,,,,,,
v 1.1,Fabaceae,Trifolium albopurpureum var. albopurpureum,Accepted,Synonym of Trifolium albopurpureum,25-Nov-11,,,,,,
v 1.1,Fabaceae,Trifolium albopurpureum var. dichotomum,Accepted,Synonym of Trifolium dichotomum,25-Nov-11,,,,,,
v 1.1,Fabaceae,Trifolium dichotomum,Synonym of Trifolium macraei var. dichotomum,Accepted,25-Nov-11,,,,,,
v 1.1,Fagaceae,Quercus robur,Under evaluation,Accepted,25-Nov-11,,,,,,
v 1.1,Gentianaceae,Centaurium tenuiflorum,Under evaluation,Accepted,25-Nov-11,,,,,,
v 1.1,Iridaceae,Gladiolus communis,Under evaluation,Accepted,25-Nov-11,,,,,,
v 1.1,Isoetaceae,Isoetes orcuttii,Under evaluation,Accepted,25-Nov-11,,,,,,
v 1.1,Limnanthaceae,Limnanthes alba ssp. alba,Accepted,Synonym of Limnanthes alba ssp. alba,25-Nov-11,,,,,,
v 1.1,Limnanthaceae,Limnanthes alba ssp. alba × Limnanthes alba ssp. versicolor,Under evaluation,Accepted,25-Nov-11,,,,,,
v 1.1,Limnanthaceae,Limnanthes gracilis,Accepted,Synonym of Limnanthes alba ssp. gracilis,25-Nov-11,,,,,,
v 1.1,Lycopodiaceae,Lycopodium clavatum,Accepted (not terminal),Accepted (terminal),25-Nov-11,,,,,,
v 1.1,Lycopodiaceae,Lycopodium clavatum var. integrifolium,Accepted,Synonym of Lycopodium clavatum,25-Nov-11,,,,,,
v 1.1,Melanthiaceae,Pseudotrillium rivale,Under evaluation,Accepted,25-Nov-11,,,,,,
v 1.1,Melanthiaceae,Pseudotrillium rivale,Under evaluation,Accepted,25-Nov-11,,,,,,
v 1.1,Melanthiaceae,Trillium rivale,Accepted,Synonym of Pseudotrillium rivale,25-Nov-11,,,,,,
v 1.1,Nyctaginaceae,Abronia umbellata ssp. breviflora,Accepted,Synonym of Abronia umbellata var. breviflora,25-Nov-11,,,,,,
v 1.1,Nyctaginaceae,Abronia umbellata var. breviflora,Under evaluation,Accepted,25-Nov-11,,,,,,
v 1.1,Onagraceae,Epilobium campestre,Under evaluation,Accepted,25-Nov-11,,,,,,
v 1.1,Onagraceae,Epilobium pygmaeum,Accepted,Synonym of Epilobium campestre,25-Nov-11,,,,,,
v 1.1,Orobanchaceae,Euphrasia officinalis,Accepted,Synonym of Euphrasia nemorosa,25-Nov-11,,,,,,
v 1.1,Plantaginaceae,Collinsia latifolia,Under evaluation,Accepted,25-Nov-11,,,,,,
v 1.1,Plantaginaceae,Collinsia torreyi,Accepted,Synonym of Collinsia latifolia,25-Nov-11,,,,,,
v 1.1,Plantaginaceae,Collinsia torreyi var. latifolia,Accepted,Synonym of Collinsia latifolia,25-Nov-11,,,,,,
v 1.1,Poaceae,Achnatherum occidentale ssp. occidentale,Accepted,Excluded,25-Nov-11,,,,,,
v 1.1,Poaceae,Aegilops triuncialis,Accepted (terminal),Accepted (not terminal),25-Nov-11,,,,,,
v 1.1,Poaceae,Aegilops triuncialis var. triuncialis,Under evaluation,Accepted,25-Nov-11,,,,,,
v 1.1,Poaceae,Agrostis canina,Excluded,Accepted,25-Nov-11,,,,,,
v 1.1,Poaceae,Aira caryophyllea var. capillaris,Accepted,Synonym of Aira elegans,25-Nov-11,,,,,,
v 1.1,Poaceae,Aira elegans,Synonym of Aira elegantissima,Accepted,25-Nov-11,,,,,,
v 1.1,Poaceae,Hordeum vulgare,Accepted (terminal),Accepted (not terminal),25-Nov-11,,,,,,
v 1.1,Poaceae,Hordeum vulgare ssp. vulgare,Synonym of Hordeum vulgare,Accepted,25-Nov-11,,,,,,
v 1.1,Poaceae,Leymus condensatus,Synonym of Leymus condensatus,Accepted,25-Nov-11,,,,,,
v 1.1,Poaceae,Muhlenbergia glomerata,Accepted,Synonym of Muhlenbergia mexicana,25-Nov-11,,,,,,
v 1.1,Poaceae,Phalaris arundinacea,Accepted (not terminal),Accepted (terminal),25-Nov-11,,,,,,
v 1.1,Poaceae,Phalaris arundinacea var. arundinacea,Accepted,Synonym of Phalaris arundinacea,25-Nov-11,,,,,,
v 1.1,Poaceae,Phalaris arundinacea var. picta,Accepted,Synonym of Phalaris arundinacea,25-Nov-11,,,,,,
v 1.1,Poaceae,Poa pratensis,Accepted (not terminal),Accepted (terminal),25-Nov-11,,,,,,
v 1.1,Poaceae,Poa pratensis ssp. agassizensis,Accepted,Synonym of Poa pratensis,25-Nov-11,,,,,,
v 1.1,Poaceae,Poa pratensis ssp. irrigata,Accepted,Synonym of Poa pratensis,25-Nov-11,,,,,,
v 1.1,Poaceae,Poa pratensis ssp. latifolia,Accepted,Synonym of Poa pratensis,25-Nov-11,,,,,,
v 1.1,Poaceae,Poa pratensis ssp. pratensis,Accepted,Synonym of Poa pratensis,25-Nov-11,,,,,,
v 1.1,Poaceae,Poa trivialis,Accepted (not terminal),Accepted (terminal),25-Nov-11,,,,,,
v 1.1,Poaceae,Poa trivialis ssp. trivialis,Accepted,Synonym of Poa trivialis,25-Nov-11,,,,,,
v 1.1,Poaceae,Vulpia octoflora,Accepted (not terminal),Accepted (terminal),25-Nov-11,,,,,,
v 1.1,Poaceae,Vulpia octoflora var. hirtella,Accepted,Synonym of Vulpia octoflora,25-Nov-11,,,,,,
v 1.1,Poaceae,Vulpia octoflora var. octoflora,Accepted,Synonym of Vulpia octoflora,25-Nov-11,,,,,,
v 1.1,Polemoniaceae,Gilia tenerrima,Accepted,Synonym of Lathrocasis tenerrima,25-Nov-11,,,,,,
v 1.1,Polemoniaceae,Lathrocasis tenerrima,Under evaluation,Accepted,25-Nov-11,,,,,,
v 1.1,Polygonaceae,Eriogonum calcareum,Under evaluation,Accepted,25-Nov-11,,,,,,
v 1.1,Polygonaceae,Eriogonum crosbyae,Accepted (terminal),Accepted (not terminal),25-Nov-11,,,,,,
v 1.1,Polygonaceae,Eriogonum crosbyae var. crosbyae,Under evaluation,Accepted,25-Nov-11,,,,,,
v 1.1,Polygonaceae,Eriogonum crosbyae var. mystrium,Under evaluation,Accepted,25-Nov-11,,,,,,
