Group,Family,Taxon,Taxonomic status,Accepted name for Taxon,Taxonomic note
Dicotyledons,Rubiaceae,Galium tricorne,Synonym,Galium tricornutum,
Dicotyledons,Rubiaceae,Galium tricornutum,Accepted,,
Dicotyledons,Rubiaceae,Galium trifidum,Accepted,,
Dicotyledons,Rubiaceae,Galium trifidum ssp. columbianum,Synonym,Galium trifidum,
Dicotyledons,Rubiaceae,Galium trifidum ssp. subbiflorum,Synonym,Galium trifidum,
Dicotyledons,Rubiaceae,Galium trifidum var. pacificum,Synonym,Galium trifidum,
Dicotyledons,Rubiaceae,Galium trifidum var. pusillum,Synonym,Galium trifidum,
Dicotyledons,Rubiaceae,Galium trifidum var. subbiflorum,Synonym,Galium trifidum,
Dicotyledons,Rubiaceae,Galium trifidum var. tinctorium,Synonym,Galium trifidum,
Dicotyledons,Rubiaceae,Galium triflorum,Accepted,,
Dicotyledons,Rubiaceae,Galium verum,Accepted,,
Dicotyledons,Rubiaceae,Galium watsonii ssp. watsonii,Misapplied,Galium multiflorum var. multiflorum,
Dicotyledons,Rubiaceae,Kelloggia galioides,Accepted,,
Dicotyledons,Rubiaceae,Rubia tinctoria,Accepted,,
Dicotyledons,Rubiaceae,Sherardia arvensis,Accepted,,
Dicotyledons,Rutaceae,Ptelea crenulata,Accepted,,
Dicotyledons,Salicaceae,Populus alba,Accepted,,
Dicotyledons,Salicaceae,Populus balsamifera,Misapplied,Populus trichocarpa,
Dicotyledons,Salicaceae,Populus balsamifera ssp. trichocarpa,Synonym,Populus trichocarpa,
Dicotyledons,Salicaceae,Populus deltoides,Accepted,,
Dicotyledons,Salicaceae,Populus deltoides ssp. monilifera,Accepted,,
Dicotyledons,Salicaceae,Populus deltoides var. occidentalis,Synonym,Populus deltoides ssp. monilifera,
Dicotyledons,Salicaceae,Populus fremontii,Accepted,,
Dicotyledons,Salicaceae,Populus fremontii ssp. fremontii,Accepted,,
Dicotyledons,Salicaceae,Populus nigra,Accepted,,
Dicotyledons,Salicaceae,Populus nigra var. italica,Synonym,Populus nigra,
Dicotyledons,Salicaceae,Populus tremuloides,Accepted,,
Dicotyledons,Salicaceae,Populus trichocarpa,Accepted,,
Dicotyledons,Salicaceae,Salix × fragilis,Accepted,,
Dicotyledons,Salicaceae,Salix × pendulina,Misapplied,Salix × sepulcralis,
Dicotyledons,Salicaceae,Salix × sepulcralis,Accepted,,
Dicotyledons,Salicaceae,Salix alba × Salix fragilis,Synonym,Salix × fragilis,
Dicotyledons,Salicaceae,Salix amygdaloides,Accepted,,
Dicotyledons,Salicaceae,Salix anglorum var. araioclada,Misapplied,Salix petrophila,
Dicotyledons,Salicaceae,Salix arctica,Misapplied,Salix petrophila,
Dicotyledons,Salicaceae,Salix arctica var. petraea,Synonym,Salix petrophila,
Dicotyledons,Salicaceae,Salix argophylla,Synonym,Salix exigua var. exigua,
Dicotyledons,Salicaceae,Salix bebbiana,Accepted,,
Dicotyledons,Salicaceae,Salix bebbiana var. perrostrata,Synonym,Salix bebbiana,
Dicotyledons,Salicaceae,Salix bella,Synonym,Salix drummondiana,
Dicotyledons,Salicaceae,Salix bonplandiana var. laevigata,Synonym,Salix sitchensis var. angustifolia,
Dicotyledons,Salicaceae,Salix boothii,Accepted,,
Dicotyledons,Salicaceae,Salix boothii × Salix commutata,Accepted,,
Dicotyledons,Salicaceae,Salix boothii × Salix eastwoodiae,Accepted,,
Dicotyledons,Salicaceae,Salix brachycarpa,Accepted,,
Dicotyledons,Salicaceae,Salix brachycarpa ssp. brachycarpa,Synonym,Salix brachycarpa var. brachycarpa,
Dicotyledons,Salicaceae,Salix brachycarpa var. brachycarpa,Accepted,,
Dicotyledons,Salicaceae,Salix brachycarpa var. sansonii,Synonym,Salix brachycarpa var. brachycarpa,
Dicotyledons,Salicaceae,Salix caudata,Synonym,Salix lasiandra var. caudata,
Dicotyledons,Salicaceae,Salix caudata var. bryantiana,Synonym,Salix lasiandra var. caudata,
Dicotyledons,Salicaceae,Salix caudata var. caudata,Synonym,Salix lasiandra var. caudata,
Dicotyledons,Salicaceae,Salix caudata var. parvifolia,Synonym,Salix lasiandra var. caudata,
Dicotyledons,Salicaceae,Salix columbiana,Synonym,Salix exigua var. columbiana,
Dicotyledons,Salicaceae,Salix commutata,Accepted,,
Dicotyledons,Salicaceae,Salix commutata × Salix eastwoodiae,Accepted,,
Dicotyledons,Salicaceae,Salix commutata var. commutata,Synonym,Salix commutata,
Dicotyledons,Salicaceae,Salix commutata var. denudata,Synonym,Salix commutata,
Dicotyledons,Salicaceae,Salix commutata var. puberula,Synonym,Salix commutata,
Dicotyledons,Salicaceae,Salix coulteri,Synonym,Salix sitchensis var. sitchensis,
Dicotyledons,Salicaceae,Salix delnortensis,Accepted,,
Dicotyledons,Salicaceae,Salix drummondiana,Accepted,,
Dicotyledons,Salicaceae,Salix eastwoodiae,Accepted,,
Dicotyledons,Salicaceae,Salix eastwoodiae × Salix glauca var. villosa,Accepted,,
Dicotyledons,Salicaceae,Salix eriocephala var. ligulifolia,Synonym,Salix ligulifolia,
Dicotyledons,Salicaceae,Salix eriocephala var. mackenziana,Synonym,Salix prolixa,
Dicotyledons,Salicaceae,Salix eriocephala var. monochroma,Synonym,Salix monochroma,
Dicotyledons,Salicaceae,Salix eriocephala var. watsonii,Synonym,Salix lutea,
Dicotyledons,Salicaceae,Salix exigua,Accepted,,
Dicotyledons,Salicaceae,Salix exigua ssp. exigua,Synonym,Salix exigua var. exigua,
Dicotyledons,Salicaceae,Salix exigua ssp. melanopsis,Synonym,Salix melanopsis,
Dicotyledons,Salicaceae,Salix exigua var. columbiana,Accepted,,
Dicotyledons,Salicaceae,Salix exigua var. exigua,Accepted,,
Dicotyledons,Salicaceae,Salix exigua var. hindsiana,Accepted,,
Dicotyledons,Salicaceae,Salix exigua var. nevadensis,Synonym,Salix exigua var. exigua,
Dicotyledons,Salicaceae,Salix exigua var. sessilifolia,Synonym,Salix sessilifolia,
Dicotyledons,Salicaceae,Salix exigua var. stenophylla,Synonym,Salix exigua var. exigua,
Dicotyledons,Salicaceae,Salix exigua var. virens,Synonym,Salix exigua var. exigua,
Dicotyledons,Salicaceae,Salix farriae,Accepted,,
Dicotyledons,Salicaceae,Salix fluviatilis,Synonym,Salix exigua var. columbiana,ICBN rejected name
Dicotyledons,Salicaceae,Salix geyeriana,Accepted,,
Dicotyledons,Salicaceae,Salix geyeriana var. argentea,Synonym,Salix geyeriana,
Dicotyledons,Salicaceae,Salix geyeriana var. geyeriana,Synonym,Salix geyeriana,
Dicotyledons,Salicaceae,Salix geyeriana var. meleiana,Synonym,Salix geyeriana,orthographic variant
Dicotyledons,Salicaceae,Salix geyeriana var. meleina,Synonym,Salix geyeriana,
Dicotyledons,Salicaceae,Salix glauca,Accepted,,
Dicotyledons,Salicaceae,Salix glauca var. villosa,Accepted,,
Dicotyledons,Salicaceae,Salix hindsiana,Synonym,Salix exigua var. hindsiana,
Dicotyledons,Salicaceae,Salix hookeriana,Accepted,,
Dicotyledons,Salicaceae,Salix jepsonii,Synonym,Salix sitchensis var. angustifolia,
Dicotyledons,Salicaceae,Salix laevigata,Accepted,,
Dicotyledons,Salicaceae,Salix lasiandra,Accepted,,
Dicotyledons,Salicaceae,Salix lasiandra var. abramsii,Synonym,Salix lasiandra var. lasiandra,
Dicotyledons,Salicaceae,Salix lasiandra var. caudata,Accepted,,
Dicotyledons,Salicaceae,Salix lasiandra var. lancifolia,Synonym,Salix lasiandra var. lasiandra,
Dicotyledons,Salicaceae,Salix lasiandra var. lasiandra,Accepted,,
Dicotyledons,Salicaceae,Salix lasiolepis,Accepted,,
Dicotyledons,Salicaceae,Salix lasiolepis var. bakeri,Synonym,Salix lasiolepis,
Dicotyledons,Salicaceae,Salix lasiolepis var. bigelovii,Synonym,Salix lasiolepis,
Dicotyledons,Salicaceae,Salix lasiolepis var. lasiolepis,Synonym,Salix lasiolepis,
Dicotyledons,Salicaceae,Salix lemmonii,Accepted,,
Dicotyledons,Salicaceae,Salix ligulifolia,Accepted,,
Dicotyledons,Salicaceae,Salix lucida,Synonym,Salix lasiandra var. caudata,in part
Dicotyledons,Salicaceae,Salix lucida,Synonym,Salix lasiandra var. lasiandra,in part
Dicotyledons,Salicaceae,Salix lucida ssp. caudata,Synonym,Salix lasiandra var. caudata,
Dicotyledons,Salicaceae,Salix lucida ssp. lasiandra,Synonym,Salix lasiandra var. lasiandra,
Dicotyledons,Salicaceae,Salix lutea,Accepted,,
Dicotyledons,Salicaceae,Salix lutea var. ligulifolia,Synonym,Salix ligulifolia,
Dicotyledons,Salicaceae,Salix lutea var. lutea,Synonym,Salix lutea,
Dicotyledons,Salicaceae,Salix lutea var. platyphylla,Synonym,Salix lutea,
Dicotyledons,Salicaceae,Salix mackenzieana,Synonym,Salix prolixa,
Dicotyledons,Salicaceae,Salix mackenzieana var. mackenzieana,Synonym,Salix prolixa,
Dicotyledons,Salicaceae,Salix mackenzieana var. macrogemma,Synonym,Salix prolixa,
Dicotyledons,Salicaceae,Salix melanopsis,Accepted,,
Dicotyledons,Salicaceae,Salix melanopsis var. bolanderiana,Synonym,Salix melanopsis,
Dicotyledons,Salicaceae,Salix melanopsis var. melanopsis,Synonym,Salix melanopsis,
Dicotyledons,Salicaceae,Salix melanopsis var. tenerrima,Synonym,Salix melanopsis,
Dicotyledons,Salicaceae,Salix monica,Synonym,Salix planifolia var. monica,
Dicotyledons,Salicaceae,Salix monochroma,Accepted,,
Dicotyledons,Salicaceae,Salix myrtillifolia,Synonym,Salix boothii,
Dicotyledons,Salicaceae,Salix nivalis,Accepted,,
Dicotyledons,Salicaceae,Salix nivalis var. saximontana,Synonym,Salix nivalis,
Dicotyledons,Salicaceae,Salix orestera,Misapplied,Salix glauca var. villosa,
Dicotyledons,Salicaceae,Salix parishiana,Synonym,Salix exigua var. exigua,
Dicotyledons,Salicaceae,Salix pedicellaris,Accepted,,
Dicotyledons,Salicaceae,Salix pennata,Synonym,Salix planifolia var. planifolia,
Dicotyledons,Salicaceae,Salix petrophila,Accepted,,
Dicotyledons,Salicaceae,Salix petrophila var. petrophila,Synonym,Salix petrophila,
Dicotyledons,Salicaceae,Salix phylicifolia var. monica,Synonym,Salix planifolia var. monica,
Dicotyledons,Salicaceae,Salix phylicifolia var. pennata,Synonym,Salix planifolia var. planifolia,
Dicotyledons,Salicaceae,Salix phylicifolia var. planifolia,Synonym,Salix planifolia var. planifolia,
Dicotyledons,Salicaceae,Salix piperi,Synonym,Salix hookeriana,
Dicotyledons,Salicaceae,Salix planifolia,Accepted,,
Dicotyledons,Salicaceae,Salix planifolia ssp. planifolia,Synonym,Salix planifolia var. planifolia,
Dicotyledons,Salicaceae,Salix planifolia var. monica,Accepted,,
Dicotyledons,Salicaceae,Salix planifolia var. planifolia,Accepted,,
Dicotyledons,Salicaceae,Salix prolixa,Accepted,,
Dicotyledons,Salicaceae,Salix pseudocordata,Synonym,Salix boothii,
Dicotyledons,Salicaceae,Salix pseudomyrsinites,Misapplied,Salix boothii,
Dicotyledons,Salicaceae,Salix purpurea,Accepted,,
Dicotyledons,Salicaceae,Salix reticulata,Misapplied,Salix nivalis,
Dicotyledons,Salicaceae,Salix reticulata ssp. nivalis,Synonym,Salix nivalis,
Dicotyledons,Salicaceae,Salix rigida,Synonym,Salix lutea,in part
Dicotyledons,Salicaceae,Salix rigida,Synonym,Salix prolixa,in part
Dicotyledons,Salicaceae,Salix rigida var. mackenzieana,Synonym,Salix prolixa,in part
Dicotyledons,Salicaceae,Salix rigida var. mackenzieana,Synonym,Salix monochroma,in part
Dicotyledons,Salicaceae,Salix rigida var. macrogemma,Synonym,Salix prolixa,
Dicotyledons,Salicaceae,Salix rigida var. watsonii,Synonym,Salix lutea,
Dicotyledons,Salicaceae,Salix saximontana,Synonym,Salix nivalis,
Dicotyledons,Salicaceae,Salix scouleriana,Accepted,,
Dicotyledons,Salicaceae,Salix scouleriana var. coetaenea,Synonym,Salix scouleriana,
Dicotyledons,Salicaceae,Salix scouleriana var. scouleriana,Synonym,Salix scouleriana,
Dicotyledons,Salicaceae,Salix scouleriana var. thompsonii,Synonym,Salix scouleriana,
Dicotyledons,Salicaceae,Salix sessilifolia,Accepted,,
Dicotyledons,Salicaceae,Salix sitchensis,Accepted,,
Dicotyledons,Salicaceae,Salix sitchensis var. angustifolia,Accepted,,
Dicotyledons,Salicaceae,Salix sitchensis var. sitchensis,Accepted,,
Dicotyledons,Salicaceae,Salix subcoerulea,Synonym,Salix drummondiana,
Dicotyledons,Salicaceae,Salix tracyi,Accepted,,
Dicotyledons,Salicaceae,Salix vestita,Accepted,,
Dicotyledons,Salicaceae,Salix vestita var. erecta,Synonym,Salix vestita,
Dicotyledons,Salicaceae,Salix wolfii,Accepted,,
Dicotyledons,Salicaceae,Salix wolfii var. idahoensis,Accepted,,
Dicotyledons,Salicaceae,Salix wolfii var. wolfii,Misapplied,Salix wolfii var. idahoensis,
Dicotyledons,Sapindaceae,Acer circinatum,Accepted,,
Dicotyledons,Sapindaceae,Acer ginnala,Accepted,,
Dicotyledons,Sapindaceae,Acer glabrum,Accepted,,
Dicotyledons,Sapindaceae,Acer glabrum ssp. douglasii,Synonym,Acer glabrum var. douglasii,
Dicotyledons,Sapindaceae,Acer glabrum var. douglasii,Accepted,,
Dicotyledons,Sapindaceae,Acer glabrum var. glabrum,Accepted,,
Dicotyledons,Sapindaceae,Acer glabrum var. torreyi,Accepted,,
Dicotyledons,Sapindaceae,Acer macrophyllum,Accepted,,
Dicotyledons,Sapindaceae,Acer negundo,Accepted,,
Dicotyledons,Sapindaceae,Acer negundo ssp. californicum,Synonym,Acer negundo,
Dicotyledons,Sapindaceae,Acer negundo var. californicum,Synonym,Acer negundo,
Dicotyledons,Sapindaceae,Acer platanoides,Accepted,,
Dicotyledons,Sapindaceae,Acer pseudoplatanus,Accepted,,
Dicotyledons,Sapindaceae,Acer rubrum,Accepted,,
Dicotyledons,Sapindaceae,Acer saccharinum,Accepted,,
Dicotyledons,Sapindaceae,Acer saccharum,Accepted,,
Dicotyledons,Sapindaceae,Aesculus californica,Accepted,,
Dicotyledons,Sapindaceae,Aesculus glabra,Accepted,,
Dicotyledons,Sapindaceae,Aesculus glabra var. glabra,Accepted,,
Dicotyledons,Sapindaceae,Aesculus hippocastanum,Accepted,,
Dicotyledons,Sarcobataceae,Sarcobatus vermiculatus,Accepted,,
Dicotyledons,Sarraceniaceae,Darlingtonia californica,Accepted,,
Dicotyledons,Saururaceae,Anemopsis californica,Accepted,,
Dicotyledons,Saxifragaceae,Bensonia oregona,Synonym,Bensoniella oregona,
Dicotyledons,Saxifragaceae,Bensoniella oregana,Synonym,Bensoniella oregona,orthographic variant
Dicotyledons,Saxifragaceae,Bensoniella oregona,Accepted,,
Dicotyledons,Saxifragaceae,Bolandra oregana,Accepted,,
Dicotyledons,Saxifragaceae,Bolandra oregana var. imnahaensis,Synonym,Bolandra oregana,
Dicotyledons,Saxifragaceae,Bolandra oregana var. oregana,Synonym,Bolandra oregana,
Dicotyledons,Saxifragaceae,Boykinia elata,Synonym,Boykinia occidentalis,
Dicotyledons,Saxifragaceae,Boykinia intermedia,Accepted,,
Dicotyledons,Saxifragaceae,Boykinia major,Accepted,,
Dicotyledons,Saxifragaceae,Boykinia major var. intermedia,Synonym,Boykinia intermedia,
Dicotyledons,Saxifragaceae,Boykinia major var. major,Synonym,Boykinia major,
Dicotyledons,Saxifragaceae,Boykinia occidentalis,Accepted,,
Dicotyledons,Saxifragaceae,Cascadia nuttallii,Accepted,,
Dicotyledons,Saxifragaceae,Chrysosplenium glechomaefolium,Synonym,Chrysosplenium glechomifolium,orthographic variant
Dicotyledons,Saxifragaceae,Chrysosplenium glechomifolium,Accepted,,
Dicotyledons,Saxifragaceae,Darmera peltata,Accepted,,
Dicotyledons,Saxifragaceae,Elmera racemosa,Accepted,,
Dicotyledons,Saxifragaceae,Elmera racemosa var. racemosa,Synonym,Elmera racemosa,
Dicotyledons,Saxifragaceae,Hemieva ranunculifolia,Synonym,Suksdorfia ranunculifolia,
Dicotyledons,Saxifragaceae,Heuchera chlorantha,Accepted,,
Dicotyledons,Saxifragaceae,Heuchera cusickii,Synonym,Heuchera grossulariifolia var. grossulariifolia,
Dicotyledons,Saxifragaceae,Heuchera cylindrica,Accepted,,
Dicotyledons,Saxifragaceae,Heuchera cylindrica var. alpina,Synonym,Heuchera cylindrica,
Dicotyledons,Saxifragaceae,Heuchera cylindrica var. cylindrica,Synonym,Heuchera cylindrica,
Dicotyledons,Saxifragaceae,Heuchera cylindrica var. glabella,Synonym,Heuchera cylindrica,
Dicotyledons,Saxifragaceae,Heuchera glabella,Synonym,Heuchera cylindrica,
Dicotyledons,Saxifragaceae,Heuchera glabra,Accepted,,
Dicotyledons,Saxifragaceae,Heuchera grossulariifolia,Accepted,,
Dicotyledons,Saxifragaceae,Heuchera grossulariifolia var. grossulariifolia,Accepted,,
Dicotyledons,Saxifragaceae,Heuchera grossulariifolia var. tenuifolia,Accepted,,
Dicotyledons,Saxifragaceae,Heuchera merriamii,Accepted,,
Dicotyledons,Saxifragaceae,Heuchera micrantha,Accepted,,
Dicotyledons,Saxifragaceae,Heuchera micrantha var. diversifolia,Synonym,Heuchera micrantha,
Dicotyledons,Saxifragaceae,Heuchera micrantha var. erubescens,Synonym,Heuchera micrantha,
Dicotyledons,Saxifragaceae,Heuchera micrantha var. macropetala,Synonym,Heuchera micrantha,
Dicotyledons,Saxifragaceae,Heuchera micrantha var. micrantha,Synonym,Heuchera micrantha,
Dicotyledons,Saxifragaceae,Heuchera micrantha var. pacifica,Synonym,Heuchera micrantha,
Dicotyledons,Saxifragaceae,Heuchera ovalifolia,Synonym,Heuchera cylindrica,
Dicotyledons,Saxifragaceae,Heuchera ovalifolia var. ovalifolia,Synonym,Heuchera cylindrica,
Dicotyledons,Saxifragaceae,Heuchera ovalifolia var. thompsonii,Synonym,Heuchera cylindrica,
Dicotyledons,Saxifragaceae,Heuchera pilosissima,Accepted,,
Dicotyledons,Saxifragaceae,Heuchera rubescens,Accepted,,
Dicotyledons,Saxifragaceae,Heuchera rubescens var. rubescens,Synonym,Heuchera rubescens,
Dicotyledons,Saxifragaceae,Heuchera rubescens var. rydbergiana,Synonym,Heuchera rubescens,
Dicotyledons,Saxifragaceae,Heuchera rubescens var. truncata,Accepted,,
Dicotyledons,Saxifragaceae,Heuchera saxicola,Synonym,Heuchera cylindrica,
Dicotyledons,Saxifragaceae,Heuchera tenuifolia,Synonym,Heuchera grossulariifolia var. tenuifolia,
Dicotyledons,Saxifragaceae,Leptarrhena pyrolifolia,Accepted,,
Dicotyledons,Saxifragaceae,Lithophragma affine,Accepted,,
Dicotyledons,Saxifragaceae,Lithophragma affinis,Synonym,Lithophragma affine,orthographic variant
Dicotyledons,Saxifragaceae,Lithophragma bulbifera,Synonym,Lithophragma glabrum,orthographic variant
Dicotyledons,Saxifragaceae,Lithophragma campanulata,Synonym,Lithophragma campanulatum,orthographic variant
Dicotyledons,Saxifragaceae,Lithophragma campanulatum,Accepted,,
Dicotyledons,Saxifragaceae,Lithophragma glabra,Synonym,Lithophragma glabrum,orthographic variant
Dicotyledons,Saxifragaceae,Lithophragma glabrum,Accepted,,
Dicotyledons,Saxifragaceae,Lithophragma heterophylla var. campanulata,Synonym,Lithophragma campanulatum,orthographic variant
Dicotyledons,Saxifragaceae,Lithophragma heterophyllum,Synonym,Lithophragma campanulatum,
Dicotyledons,Saxifragaceae,Lithophragma parviflora,Synonym,Lithophragma parviflorum,orthographic variant
Dicotyledons,Saxifragaceae,Lithophragma parviflorum,Accepted,,
Dicotyledons,Saxifragaceae,Lithophragma parviflorum var. parviflorum,Accepted,,
Dicotyledons,Saxifragaceae,Lithophragma rupicola,Synonym,Lithophragma tenellum,orthographic variant
Dicotyledons,Saxifragaceae,Lithophragma tenella,Synonym,Lithophragma tenellum,orthographic variant
Dicotyledons,Saxifragaceae,Lithophragma tenella var. tenella,Synonym,Lithophragma tenellum,orthographic variant
Dicotyledons,Saxifragaceae,Lithophragma tenellum,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes apetala,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes aprica,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes californica,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes californica × Micranthes integrifolia,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes ferruginea,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes fragosa,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes fragosa × Micranthes gormanii,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes gormanii,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes gormanii × Micranthes integrifolia,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes gormanii × Micranthes marshallii,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes hitchcockiana,Synonym,Micranthes oregana,
Dicotyledons,Saxifragaceae,Micranthes howellii,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes idahoensis,Synonym,Micranthes occidentalis,
Dicotyledons,Saxifragaceae,Micranthes integrifolia,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes integrifolia × Micranthes marshallii,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes integrifolia × Micranthes oregana,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes integrifolia × Micranthes rufidula,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes marshallii,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes marshallii × Micranthes rufidula,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes nelsoniana,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes nelsoniana var. cascadensis,Synonym,Micranthes odontoloma,
Dicotyledons,Saxifragaceae,Micranthes nidifica,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes nidifica × Micranthes occidentalis,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes occidentalis,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes odontoloma,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes oregana,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes rufidula,Accepted,,
Dicotyledons,Saxifragaceae,Micranthes tolmiei,Accepted,,
Dicotyledons,Saxifragaceae,Mitella breweri,Synonym,Pectiantia breweri,
Dicotyledons,Saxifragaceae,Mitella caulescens,Synonym,Mitellastra caulescens,
Dicotyledons,Saxifragaceae,Mitella diversifolia,Synonym,Ozomelis diversifolia,
Dicotyledons,Saxifragaceae,Mitella ovalis,Synonym,Pectiantia ovalis,
Dicotyledons,Saxifragaceae,Mitella pentandra,Synonym,Pectiantia pentandra,
Dicotyledons,Saxifragaceae,Mitella stauropetala,Synonym,Ozomelis stauropetala,
Dicotyledons,Saxifragaceae,Mitella stauropetala var. stauropetala,Synonym,Ozomelis stauropetala,
Dicotyledons,Saxifragaceae,Mitella trifida,Synonym,Ozomelis trifida,
Dicotyledons,Saxifragaceae,Mitellastra caulescens,Accepted,,
Dicotyledons,Saxifragaceae,Ozomelis diversifolia,Accepted,,
Dicotyledons,Saxifragaceae,Ozomelis stauropetala,Accepted,,
Dicotyledons,Saxifragaceae,Ozomelis trifida,Accepted,,
Dicotyledons,Saxifragaceae,Pectiantia breweri,Accepted,,
Dicotyledons,Saxifragaceae,Pectiantia ovalis,Accepted,,
Dicotyledons,Saxifragaceae,Pectiantia pentandra,Accepted,,
Dicotyledons,Saxifragaceae,Peltiphyllum peltatum,Synonym,Darmera peltata,
Dicotyledons,Saxifragaceae,Saxifraga adscendens,Accepted,,
Dicotyledons,Saxifragaceae,Saxifraga adscendens ssp. oregonensis,Synonym,Saxifraga adscendens,
Dicotyledons,Saxifragaceae,Saxifraga adscendens var. oregonensis,Synonym,Saxifraga adscendens,
Dicotyledons,Saxifragaceae,Saxifraga aestivalis,Misapplied,Micranthes odontoloma,
Dicotyledons,Saxifragaceae,Saxifraga aprica,Synonym,Micranthes aprica,
Dicotyledons,Saxifragaceae,Saxifraga arguta,Misapplied,Micranthes odontoloma,
Dicotyledons,Saxifragaceae,Saxifraga austromontana,Accepted,,
Dicotyledons,Saxifragaceae,Saxifraga bronchialis,Synonym,Saxifraga vespertina,
Dicotyledons,Saxifragaceae,Saxifraga bronchialis ssp. austromontana,Synonym,Saxifraga austromontana,
Dicotyledons,Saxifragaceae,Saxifraga bronchialis ssp. vespertina,Synonym,Saxifraga vespertina,
Dicotyledons,Saxifragaceae,Saxifraga bronchialis var. austromontana,Synonym,Saxifraga austromontana,
Dicotyledons,Saxifragaceae,Saxifraga bronchialis var. vespertina,Synonym,Saxifraga vespertina,
Dicotyledons,Saxifragaceae,Saxifraga caespitosa,Synonym,Saxifraga cespitosa,orthographic variant
Dicotyledons,Saxifragaceae,Saxifraga caespitosa var. subgemmifera,Synonym,Saxifraga cespitosa,
Dicotyledons,Saxifragaceae,Saxifraga californica,Synonym,Micranthes californica,
Dicotyledons,Saxifragaceae,Saxifraga cespitosa,Accepted,,
Dicotyledons,Saxifragaceae,Saxifraga cespitosa var. subgemmifera,Synonym,Saxifraga cespitosa,
Dicotyledons,Saxifragaceae,Saxifraga columbiana,Synonym,Micranthes nidifica,
Dicotyledons,Saxifragaceae,Saxifraga debilis,Misapplied,Saxifraga hyperborea,
Dicotyledons,Saxifragaceae,Saxifraga fallax,Synonym,Micranthes californica,
Dicotyledons,Saxifragaceae,Saxifraga ferruginea,Synonym,Micranthes ferruginea,
Dicotyledons,Saxifragaceae,Saxifraga ferruginea var. ferruginea,Synonym,Micranthes ferruginea,
Dicotyledons,Saxifragaceae,Saxifraga ferruginea var. macounii,Synonym,Micranthes ferruginea,
Dicotyledons,Saxifragaceae,Saxifraga fragarioides,Synonym,Saxifragopsis fragarioides,
Dicotyledons,Saxifragaceae,Saxifraga fragosa,Synonym,Micranthes fragosa,
Dicotyledons,Saxifragaceae,Saxifraga fragosa ssp. claytoniaefolia,Synonym,Micranthes fragosa,
Dicotyledons,Saxifragaceae,Saxifraga fragosa var. fragosa,Synonym,Micranthes fragosa,
Dicotyledons,Saxifragaceae,Saxifraga hallii,Synonym,Micranthes marshallii,
Dicotyledons,Saxifragaceae,Saxifraga howellii,Synonym,Micranthes howellii,
Dicotyledons,Saxifragaceae,Saxifraga hyperborea,Accepted,,
Dicotyledons,Saxifragaceae,Saxifraga idahoensis,Synonym,Micranthes occidentalis,
Dicotyledons,Saxifragaceae,Saxifraga integrifolia,Synonym,Micranthes integrifolia,
Dicotyledons,Saxifragaceae,Saxifraga integrifolia var. claytoniaefolia,Synonym,Micranthes fragosa,orthographic variant
Dicotyledons,Saxifragaceae,Saxifraga integrifolia var. columbiana,Synonym,Micranthes nidifica,
Dicotyledons,Saxifragaceae,Saxifraga integrifolia var. integrifolia,Synonym,Micranthes integrifolia,
Dicotyledons,Saxifragaceae,Saxifraga integrifolia var. leptopetala,Synonym,Micranthes nidifica,
Dicotyledons,Saxifragaceae,Saxifraga marshallii,Synonym,Micranthes marshallii,
Dicotyledons,Saxifragaceae,Saxifraga mertensiana,Accepted,,
Dicotyledons,Saxifragaceae,Saxifraga nidifica,Synonym,Micranthes nidifica,in part
Dicotyledons,Saxifragaceae,Saxifraga nidifica,Synonym,Micranthes fragosa,in part
Dicotyledons,Saxifragaceae,Saxifraga nidifica var. claytoniifolia,Synonym,Micranthes fragosa,
Dicotyledons,Saxifragaceae,Saxifraga nidifica var. nidifica,Synonym,Micranthes nidifica,
Dicotyledons,Saxifragaceae,Saxifraga nuttallii,Synonym,Cascadia nuttallii,
Dicotyledons,Saxifragaceae,Saxifraga occidentalis,Synonym,Micranthes occidentalis,
