Group,Family,Scientific_name,Name_Status,Accepted_Name,Taxonomic_Note,Origin,FloraStatus,FloraPage,ConceptNum,Acronym
Dicotyledons,Caryophyllaceae,Eremogone franklinii var. thompsonii,Accepted,Eremogone franklinii var. thompsonii,,native,Fully described,"vol2, pg553",14477,EREFRATHO
Dicotyledons,Caryophyllaceae,Eremogone kingii,Accepted,Eremogone kingii,Bare species,native,,,9202,EREKIN
Dicotyledons,Caryophyllaceae,Eremogone kingii var. glabrescens,Accepted,Eremogone kingii var. glabrescens,,native,Fully described,"vol2, pg553",318,EREKINGLA
Dicotyledons,Caryophyllaceae,Eremogone pumicola,Accepted,Eremogone pumicola,,native,Fully described,"vol2, pg553",4484,EREPUM
Dicotyledons,Caryophyllaceae,Gypsophila elegans,Accepted,Gypsophila elegans,,not naturalized,,,13732,GYPELE
Dicotyledons,Caryophyllaceae,Gypsophila paniculata,Accepted,Gypsophila paniculata,,not naturalized,Fully described,"vol2, pg554",1978,GYPPAN
Dicotyledons,Caryophyllaceae,Gypsophila paniculata var. paniculata,Synonym,Gypsophila paniculata,,,,,1978,GYPPANPAN
Dicotyledons,Caryophyllaceae,Gypsophila pilosa,Accepted,Gypsophila pilosa,,not naturalized,,,14235,GYPPIL
Dicotyledons,Caryophyllaceae,Herniaria glabra,Accepted,Herniaria glabra,,not naturalized,Fully described,"vol2, pg554",14480,HERGLA2
Dicotyledons,Caryophyllaceae,Herniaria hirsuta,Accepted,Herniaria hirsuta,Bare species,naturalized,,,14481,HERHIR
Dicotyledons,Caryophyllaceae,Herniaria hirsuta ssp. hirsuta,Synonym,Herniaria hirsuta var. cinerea,,,,,4429,HERHIRHIR
Dicotyledons,Caryophyllaceae,Herniaria hirsuta var. cinerea,Accepted,Herniaria hirsuta var. cinerea,,naturalized,Fully described,"vol2, pg555",4429,HERHIRCIN
Dicotyledons,Caryophyllaceae,Holosteum umbellatum,Accepted,Holosteum umbellatum,Bare species,naturalized,,,14482,HOLUMB
Dicotyledons,Caryophyllaceae,Holosteum umbellatum ssp. umbellatum,Accepted,Holosteum umbellatum ssp. umbellatum,,naturalized,Fully described,"vol2, pg555",2103,HOLUMBUMB
Dicotyledons,Caryophyllaceae,Honckenya peploides,Accepted,Honckenya peploides,Bare species,native,,,9206,HONPEP
Dicotyledons,Caryophyllaceae,Honckenya peploides ssp. major,Accepted,Honckenya peploides ssp. major,,native,Fully described,"vol2, pg555",2099,HONPEPMAJ2
Dicotyledons,Caryophyllaceae,Honckenya peploides var. major,Synonym,Honckenya peploides ssp. major,,,,,2099,HONPEPMAJ
Dicotyledons,Caryophyllaceae,Honkenya peploides,Synonym,Honckenya peploides ssp. major,orthographic variant,,,,2099,HONPEP2
Dicotyledons,Caryophyllaceae,Honkenya peploides var. major,Synonym,Honckenya peploides ssp. major,orthographic variant,,,,2099,HONPEPMAJ3
Dicotyledons,Caryophyllaceae,Loeflingia squarrosa,Accepted,Loeflingia squarrosa,,native,Fully described,"vol2, pg556",2476,LOESQU
Dicotyledons,Caryophyllaceae,Loeflingia squarrosa ssp. artemisiarum,Synonym,Loeflingia squarrosa,,,,,2476,LOESQUART
Dicotyledons,Caryophyllaceae,Loeflingia squarrosa var. artemisiarum,Synonym,Loeflingia squarrosa,,,,,2476,LOESQUART2
Dicotyledons,Caryophyllaceae,Lychnis alba,Synonym,Silene latifolia,,,,,2560,LYCALB
Dicotyledons,Caryophyllaceae,Lychnis coronaria,Accepted,Lychnis coronaria,,naturalized,Fully described,"vol2, pg556",2567,LYCCOR
Dicotyledons,Caryophyllaceae,Lychnis dioica,Synonym,Silene dioica,,,,,2569,LYCDIO
Dicotyledons,Caryophyllaceae,Minuartia austromontana,Synonym,Sabulina austromontana,,,,,4559,MINAUS
Dicotyledons,Caryophyllaceae,Minuartia biflora,Synonym,Cherleria biflora,,,,,14575,MINBIF
Dicotyledons,Caryophyllaceae,Minuartia californica,Synonym,Sabulina californica,,,,,2685,MINCAL
Dicotyledons,Caryophyllaceae,Minuartia cismontana,Synonym,Sabulina cismontana,,,,,2686,MINCIS
Dicotyledons,Caryophyllaceae,Minuartia douglasii,Synonym,Sabulina douglasii,,,,,296,MINDOU
Dicotyledons,Caryophyllaceae,Minuartia elegans,Misapplied,Sabulina austromontana,,,,,4559,MINELE
Dicotyledons,Caryophyllaceae,Minuartia howellii,Synonym,Sabulina howellii,,,,,313,MINHOW
Dicotyledons,Caryophyllaceae,Minuartia nuttallii,Synonym,Sabulina nuttallii,,,,,9208,MINNUT
Dicotyledons,Caryophyllaceae,Minuartia nuttallii ssp. fragilis,Synonym,Sabulina nuttallii var. fragilis,,,,,351,MINNUTFRA
Dicotyledons,Caryophyllaceae,Minuartia nuttallii ssp. gracilis,Synonym,Sabulina nuttallii var. gracilis,,,,,12841,MINNUTGRA
Dicotyledons,Caryophyllaceae,Minuartia nuttallii ssp. gregaria,Synonym,Sabulina nuttallii var. gregaria,,,,,2716,MINNUTGRE
Dicotyledons,Caryophyllaceae,Minuartia nuttallii var. fragilis,Synonym,Sabulina nuttallii var. fragilis,,,,,351,MINNUTFRA2
Dicotyledons,Caryophyllaceae,Minuartia nuttallii var. gracilis,Synonym,Sabulina nuttallii var. gracilis,,,,,12841,MINNUTGRA2
Dicotyledons,Caryophyllaceae,Minuartia nuttallii var. gregaria,Synonym,Sabulina nuttallii var. gregaria,,,,,2716,MINNUTGRE2
Dicotyledons,Caryophyllaceae,Minuartia nuttallii var. nuttallii,Synonym,Sabulina nuttallii var. nuttallii,,,,,2717,MINNUTNUT2
Dicotyledons,Caryophyllaceae,Minuartia obtusiloba,Synonym,Cherleria obtusiloba,,,,,352,MINOBT
Dicotyledons,Caryophyllaceae,Minuartia pusilla,Synonym,Sabulina pusilla,,,,,363,MINPUS
Dicotyledons,Caryophyllaceae,Minuartia rubella,Synonym,Sabulina rubella,,,,,368,MINRUB
Dicotyledons,Caryophyllaceae,Minuartia tenella,Synonym,Sabulina macra,,,,,4485,MINTEN
Dicotyledons,Caryophyllaceae,Moehringia lateriflora,Accepted,Moehringia lateriflora,,native,Fully described,"vol2, pg557",321,MOELAT
Dicotyledons,Caryophyllaceae,Moehringia macrophylla,Accepted,Moehringia macrophylla,,native,Fully described,"vol2, pg557",336,MOEMAC
Dicotyledons,Caryophyllaceae,Moenchia erecta,Accepted,Moenchia erecta,Bare species,naturalized,,,9975,MOEERE
Dicotyledons,Caryophyllaceae,Moenchia erecta ssp. erecta,Accepted,Moenchia erecta ssp. erecta,,naturalized,Fully described,"vol2, pg558",2743,MOEEREERE
Dicotyledons,Caryophyllaceae,Myosoton aquaticum,Accepted,Myosoton aquaticum,,not naturalized,,,4767,MYOAQU
Dicotyledons,Caryophyllaceae,Paronychia franciscana,Accepted,Paronychia franciscana,,not naturalized,,,2905,PARFRA
Dicotyledons,Caryophyllaceae,Petrorhagia dubia,Accepted,Petrorhagia dubia,,naturalized,Fully described,"vol2, pg558",4464,PETDUB
Dicotyledons,Caryophyllaceae,Polycarpon tetraphyllum,Accepted,Polycarpon tetraphyllum,Bare species,naturalized,,,14484,POLTET
Dicotyledons,Caryophyllaceae,Polycarpon tetraphyllum ssp. tetraphyllum,Accepted,Polycarpon tetraphyllum ssp. tetraphyllum,,naturalized,Fully described,"vol2, pg559",4683,POLTETTET
Dicotyledons,Caryophyllaceae,Pseudostellaria jamesiana,Accepted,Pseudostellaria jamesiana,,native,Fully described,"vol2, pg559",3978,PSEJAM
Dicotyledons,Caryophyllaceae,Sabulina austromontana,Accepted,Sabulina austromontana,,native,Fully described,"vol2, pg560",4559,SABAUS
Dicotyledons,Caryophyllaceae,Sabulina californica,Accepted,Sabulina californica,,native,Fully described,"vol2, pg560",2685,SABCAL
Dicotyledons,Caryophyllaceae,Sabulina cismontana,Accepted,Sabulina cismontana,,native,Fully described,"vol2, pg561",2686,SABCIS
Dicotyledons,Caryophyllaceae,Sabulina douglasii,Accepted,Sabulina douglasii,,native,Fully described,"vol2, pg561",296,SABDOU
Dicotyledons,Caryophyllaceae,Sabulina howellii,Accepted,Sabulina howellii,,native,Fully described,"vol2, pg561",313,SABHOW
Dicotyledons,Caryophyllaceae,Sabulina macra,Accepted,Sabulina macra,,native,Fully described,"vol2, pg561",4485,SABMAC
Dicotyledons,Caryophyllaceae,Sabulina nuttallii,Accepted,Sabulina nuttallii,,native,Fully described,"vol2, pg561",9208,SABNUT
Dicotyledons,Caryophyllaceae,Sabulina nuttallii var. fragilis,Accepted,Sabulina nuttallii var. fragilis,,native,Fully described,"vol2, pg562",351,SABNUTFRA
Dicotyledons,Caryophyllaceae,Sabulina nuttallii var. gracilis,Accepted,Sabulina nuttallii var. gracilis,,native,Fully described,"vol2, pg562",12841,SABNUTGRA
Dicotyledons,Caryophyllaceae,Sabulina nuttallii var. gregaria,Accepted,Sabulina nuttallii var. gregaria,,native,Fully described,"vol2, pg562",2716,SABNUTGRE
Dicotyledons,Caryophyllaceae,Sabulina nuttallii var. nuttallii,Accepted,Sabulina nuttallii var. nuttallii,,native,Fully described,"vol2, pg562",2717,SABNUTNUT
Dicotyledons,Caryophyllaceae,Sabulina pusilla,Accepted,Sabulina pusilla,,native,Fully described,"vol2, pg562",363,SABPUS
Dicotyledons,Caryophyllaceae,Sabulina rubella,Accepted,Sabulina rubella,,native,Fully described,"vol2, pg562",368,SABRUB
Dicotyledons,Caryophyllaceae,Sagina alexandrae,Accepted,Sagina alexandrae,,not naturalized,,,4769,SAGALE
Dicotyledons,Caryophyllaceae,Sagina apetala,Accepted,Sagina apetala,,naturalized,Fully described,"vol2, pg564",3598,SAGAPE
Dicotyledons,Caryophyllaceae,Sagina apetala var. barbata,Synonym,Sagina apetala,,,,,3598,SAGAPEBAR
Dicotyledons,Caryophyllaceae,Sagina crassicaulis,Synonym,Sagina maxima ssp. crassicaulis,,,,,3615,SAGCRA
Dicotyledons,Caryophyllaceae,Sagina decumbens,Accepted,Sagina decumbens,Bare species,native,,,9209,SAGDEC
Dicotyledons,Caryophyllaceae,Sagina decumbens ssp. occidentalis,Accepted,Sagina decumbens ssp. occidentalis,,native,Fully described,"vol2, pg564",3662,SAGDECOCC
Dicotyledons,Caryophyllaceae,Sagina japonica,Accepted,Sagina japonica,,not naturalized,,,4768,SAGJAP
Dicotyledons,Caryophyllaceae,Sagina maxima,Accepted,Sagina maxima,Bare species,native,,,9210,SAGMAX
Dicotyledons,Caryophyllaceae,Sagina maxima ssp. crassicaulis,Accepted,Sagina maxima ssp. crassicaulis,,native,Fully described,"vol2, pg564",3615,SAGMAXCRA
Dicotyledons,Caryophyllaceae,Sagina occidentalis,Synonym,Sagina decumbens ssp. occidentalis,,,,,3662,SAGOCC
Dicotyledons,Caryophyllaceae,Sagina procumbens,Accepted,Sagina procumbens,,naturalized,Fully described,"vol2, pg564",3681,SAGPRO
Dicotyledons,Caryophyllaceae,Sagina saginoides,Accepted,Sagina saginoides,,native,Fully described,"vol2, pg564",3692,SAGSAG
Dicotyledons,Caryophyllaceae,Sagina saginoides var. hesperia,Synonym,Sagina saginoides,,,,,3692,SAGSAGHES
Dicotyledons,Caryophyllaceae,Sagina subulata,Synonym,Sagina alexandrae,later homonym,,,,4769,SAGSUB
Dicotyledons,Caryophyllaceae,Saponaria ocymoides,Accepted,Saponaria ocymoides,,not naturalized,Fully described,"vol2, pg565",3663,SAPOCY
Dicotyledons,Caryophyllaceae,Saponaria officinalis,Accepted,Saponaria officinalis,,naturalized,Fully described,"vol2, pg565",3672,SAPOFF
Dicotyledons,Caryophyllaceae,Saponaria vaccaria,Synonym,Vaccaria hispanica,,,,,4255,SAPVAC
Dicotyledons,Caryophyllaceae,Scleranthus annuus,Accepted,Scleranthus annuus,Bare species,naturalized,,,13754,SCLANN
Dicotyledons,Caryophyllaceae,Scleranthus annuus ssp. annuus,Accepted,Scleranthus annuus ssp. annuus,,naturalized,Fully described,"vol2, pg565",3710,SCLANNANN
Dicotyledons,Caryophyllaceae,Silene acaulis,Accepted,Silene acaulis,,native,Fully described,"vol2, pg568",3803,SILACA
Dicotyledons,Caryophyllaceae,Silene acaulis var. exscapa,Synonym,Silene acaulis,,,,,3803,SILACAEXS
Dicotyledons,Caryophyllaceae,Silene acaulis var. exscaposa,Synonym,Silene acaulis,orthographic variant,,,,3803,SILACAEXS2
Dicotyledons,Caryophyllaceae,Silene antirrhina,Accepted,Silene antirrhina,,native,Fully described,"vol2, pg568",3806,SILANT
Dicotyledons,Caryophyllaceae,Silene armeria,Synonym,Atocion armeria,,,,,3807,SILARM
Dicotyledons,Caryophyllaceae,Silene bernardina,Accepted,Silene bernardina,,native,Fully described,"vol2, pg568",3809,SILBER
Dicotyledons,Caryophyllaceae,Silene bernardina var. rigidula,Synonym,Silene bernardina,,,,,3809,SILBERRIG
Dicotyledons,Caryophyllaceae,Silene bolanderi,Accepted,Silene bolanderi,REFER TO Flora of Oregon Errata - added post publication,native,Fully described,,3832,SILBOL
Dicotyledons,Caryophyllaceae,Silene bridgesii,Accepted,Silene bridgesii,,native,Fully described,"vol2, pg568",13755,SILBRI
Dicotyledons,Caryophyllaceae,Silene campanulata,Accepted,Silene campanulata,Bare species,native,,,9213,SILCAM
Dicotyledons,Caryophyllaceae,Silene campanulata ssp. glandulosa,Accepted,Silene campanulata ssp. glandulosa,,native,Fully described,"vol2, pg569",4405,SILCAMGLA
Dicotyledons,Caryophyllaceae,Silene campanulata var. greenei,Synonym,Silene campanulata ssp. glandulosa,,,,,4405,SILCAMGRE2
Dicotyledons,Caryophyllaceae,Silene conoidea,Accepted,Silene conoidea,,not naturalized,Fully described,"vol2, pg569",3814,SILCON2
Dicotyledons,Caryophyllaceae,Silene coronaria,Synonym,Lychnis coronaria,,,,,2567,SILCOR
Dicotyledons,Caryophyllaceae,Silene cucubalus,Synonym,Silene vulgaris,,,,,3817,SILCUC
Dicotyledons,Caryophyllaceae,Silene dichotoma,Accepted,Silene dichotoma,,not naturalized,,,3820,SILDIC
Dicotyledons,Caryophyllaceae,Silene dichotoma ssp. dichotoma,Synonym,Silene dichotoma,,,,,3820,SILDICDIC
Dicotyledons,Caryophyllaceae,Silene dioica,Accepted,Silene dioica,,naturalized,Fully described,"vol2, pg570",2569,SILDIO
Dicotyledons,Caryophyllaceae,Silene douglasii,Accepted,Silene douglasii,,native,Fully described,"vol2, pg570",9214,SILDOU
Dicotyledons,Caryophyllaceae,Silene douglasii var. douglasii,Accepted,Silene douglasii var. douglasii,,native,Fully described,"vol2, pg570",3821,SILDOUDOU
Dicotyledons,Caryophyllaceae,Silene douglasii var. macounii,Synonym,Silene parryi,,,,,3862,SILDOUMAC
Dicotyledons,Caryophyllaceae,Silene douglasii var. monantha,Synonym,Silene douglasii var. douglasii,,,,,3821,SILDOUMON
Dicotyledons,Caryophyllaceae,Silene douglasii var. oraria,Accepted,Silene douglasii var. oraria,,native,Fully described,"vol2, pg570",3825,SILDOUORA
Dicotyledons,Caryophyllaceae,Silene douglasii var. rupinae,Accepted,Silene douglasii var. rupinae,,native,Fully described,"vol2, pg570",4407,SILDOURUP
Dicotyledons,Caryophyllaceae,Silene gallica,Accepted,Silene gallica,,naturalized,Fully described,"vol2, pg571",3826,SILGAL
Dicotyledons,Caryophyllaceae,Silene grandis,Synonym,Silene scouleri ssp. scouleri,,,,,3869,SILGRA2
Dicotyledons,Caryophyllaceae,Silene grayi,Accepted,Silene grayi,,native,Fully described,"vol2, pg571",3828,SILGRA
Dicotyledons,Caryophyllaceae,Silene hookeri,Accepted,Silene hookeri,,native,Fully described,"vol2, pg571",9215,SILHOO
Dicotyledons,Caryophyllaceae,Silene hookeri ssp. bolanderi,Synonym,Silene bolanderi,,,,,3832,SILHOOBOL
Dicotyledons,Caryophyllaceae,Silene hookeri ssp. hookeri,Accepted,Silene hookeri ssp. hookeri,,native,Fully described,"vol2, pg572",4647,SILHOOHOO
Dicotyledons,Caryophyllaceae,Silene hookeri ssp. pulverulenta,Synonym,Silene hookeri ssp. hookeri,,,,,4647,SILHOOPUL
Dicotyledons,Caryophyllaceae,Silene hookeri ssp. serpentinicola,Accepted,Silene hookeri ssp. serpentinicola,,native,Fully described,"vol2, pg572",14057,SILHOOSER
Dicotyledons,Caryophyllaceae,Silene insectivora,Synonym,Silene pectinata,,,,,14485,SILINS
Dicotyledons,Caryophyllaceae,Silene latifolia,Accepted,Silene latifolia,,naturalized,Fully described,"vol2, pg572",2560,SILLAT1
Dicotyledons,Caryophyllaceae,Silene latifolia,Synonym,Silene vulgaris,later homonym,,,,3817,SILLAT7SILVUL
Dicotyledons,Caryophyllaceae,Silene latifolia ssp. alba,Synonym,Silene latifolia,,,,,2560,SILLATALB2
Dicotyledons,Caryophyllaceae,Silene lemmonii,Accepted,Silene lemmonii,,native,Fully described,"vol2, pg572",3839,SILLEM
Dicotyledons,Caryophyllaceae,Silene macounii,Synonym,Silene parryi,,,,,3862,SILMAC
Dicotyledons,Caryophyllaceae,Silene menziesii,Accepted,Silene menziesii,,native,Fully described,"vol2, pg572",3846,SILMEN
Dicotyledons,Caryophyllaceae,Silene menziesii var. menziesii,Synonym,Silene menziesii,,,,,3846,SILMENMEN
Dicotyledons,Caryophyllaceae,Silene menziesii var. viscosa,Synonym,Silene menziesii,,,,,3846,SILMENVIS
Dicotyledons,Caryophyllaceae,Silene montana,Synonym,Silene bernardina,,,,,3809,SILMON
Dicotyledons,Caryophyllaceae,Silene noctiflora,Accepted,Silene noctiflora,,naturalized,Fully described,"vol2, pg573",3852,SILNOC
Dicotyledons,Caryophyllaceae,Silene nuda,Accepted,Silene nuda,,native,Fully described,"vol2, pg573",4410,SILNUD
Dicotyledons,Caryophyllaceae,Silene oraria,Synonym,Silene douglasii var. oraria,,,,,3825,SILORA
Dicotyledons,Caryophyllaceae,Silene oregana,Accepted,Silene oregana,,native,Fully described,"vol2, pg574",3855,SILORE
Dicotyledons,Caryophyllaceae,Silene pacifica,Synonym,Silene scouleri ssp. scouleri,,,,,3869,SILPAC
Dicotyledons,Caryophyllaceae,Silene parryi,Accepted,Silene parryi,,native,Fully described,"vol2, pg574",3862,SILPAR
Dicotyledons,Caryophyllaceae,Silene pectinata,Accepted,Silene pectinata,,native,Fully described,"vol2, pg574",14485,SILPEC
Dicotyledons,Caryophyllaceae,Silene pendula,Accepted,Silene pendula,,not naturalized,,,13772,SILPEN
Dicotyledons,Caryophyllaceae,Silene pulverulenta,Synonym,Silene hookeri ssp. hookeri,,,,,4647,SILPUL
