Group,Family,Scientific_name,Name_Status,Accepted_Name,Taxonomic_Note,Origin,FloraStatus,FloraPage,ConceptNum,Acronym
Dicotyledons,Phrymaceae,Mimulus inodorus,Synonym,Erythranthe inodora,,,,,14341,MIMINO
Dicotyledons,Phrymaceae,Mimulus jepsonii,Synonym,Diplacus jepsonii,,,,,2701,MIMJEP
Dicotyledons,Phrymaceae,Mimulus jungermannioides,Synonym,Erythranthe jungermannioides,,,,,2702,MIMJUN
Dicotyledons,Phrymaceae,Mimulus kelloggii,Synonym,Diplacus kelloggii,,,,,2703,MIMKEL
Dicotyledons,Phrymaceae,Mimulus latidens,Synonym,Erythranthe latidens,,,,,2705,MIMLAT
Dicotyledons,Phrymaceae,Mimulus laxus,Synonym,Erythranthe microphylla,,,,,14335,MIMLAX
Dicotyledons,Phrymaceae,Mimulus lewisii,Synonym,Erythranthe lewisii,,,,,2709,MIMLEW
Dicotyledons,Phrymaceae,Mimulus longulus,Synonym,Erythranthe arvensis,,,,,14339,MIMLON
Dicotyledons,Phrymaceae,Mimulus lyratus,Synonym,Erythranthe guttata,,,,,14337,MIMLYR
Dicotyledons,Phrymaceae,Mimulus microphyllus,Synonym,Erythranthe microphylla,,,,,14335,MIMMIC
Dicotyledons,Phrymaceae,Mimulus moschatus,Misapplied,Erythranthe moniliformis,,,,,14342,MIMMOS7ERYMON2
Dicotyledons,Phrymaceae,Mimulus moschatus,Synonym,Erythranthe moschata,in part,,,,2712,MIMMOS7ERYMOS
Dicotyledons,Phrymaceae,Mimulus moschatus,Misapplied,Erythranthe inodora,,,,,14341,MIMMOS7ERYINO
Dicotyledons,Phrymaceae,Mimulus moschatus var. longiflorus,Synonym,Erythranthe moniliformis,,,,,14342,MIMMOSLON
Dicotyledons,Phrymaceae,Mimulus moschatus var. moschatus,Synonym,Erythranthe moschata,,,,,2712,MIMMOSMOS
Dicotyledons,Phrymaceae,Mimulus moschatus var. sessilifolius,Synonym,Erythranthe moniliformis,,,,,14342,MIMMOSSES
Dicotyledons,Phrymaceae,Mimulus nanus,Synonym,Diplacus nanus,in part,,,,2714,MIMNAN7DIPNAN
Dicotyledons,Phrymaceae,Mimulus nanus,Misapplied,Diplacus cascadensis,,,,,14333,MIMNAN7DIPCAS
Dicotyledons,Phrymaceae,Mimulus nanus var. jepsonii,Synonym,Diplacus jepsonii,,,,,2701,MIMNANJEP
Dicotyledons,Phrymaceae,Mimulus nanus var. nanus,Synonym,Diplacus nanus,,,,,2714,MIMNANNAN2
Dicotyledons,Phrymaceae,Mimulus nasutus,Synonym,Erythranthe nasuta,,,,,14340,MIMNAS
Dicotyledons,Phrymaceae,Mimulus patulus,Synonym,Erythranthe patula,,,,,2719,MIMPAT
Dicotyledons,Phrymaceae,Mimulus pilosus,Synonym,Mimetanthe pilosa,,,,,2721,MIMPIL
Dicotyledons,Phrymaceae,Mimulus primuloides,Synonym,Erythranthe primuloides,,,,,2722,MIMPRI
Dicotyledons,Phrymaceae,Mimulus primuloides ssp. primuloides,Synonym,Erythranthe primuloides,,,,,2722,MIMPRIPRI2
Dicotyledons,Phrymaceae,Mimulus primuloides var. minimus,Synonym,Erythranthe primuloides,,,,,2722,MIMPRIMIN
Dicotyledons,Phrymaceae,Mimulus primuloides var. pilosellus,Synonym,Erythranthe primuloides,,,,,2722,MIMPRIPIL
Dicotyledons,Phrymaceae,Mimulus primuloides var. primuloides,Synonym,Erythranthe primuloides,,,,,2722,MIMPRIPRI
Dicotyledons,Phrymaceae,Mimulus pulsiferae,Synonym,Erythranthe pulsiferae,,,,,2723,MIMPUL
Dicotyledons,Phrymaceae,Mimulus pygmaeus,Synonym,Diplacus pygmaeus,,,,,2724,MIMPYG
Dicotyledons,Phrymaceae,Mimulus ringens,Accepted,Mimulus ringens,sensu stricto,not naturalized,,,2726,MIMRIN
Dicotyledons,Phrymaceae,Mimulus ringens var. ringens,Synonym,Mimulus ringens,,,,,2726,MIMRINRIN
Dicotyledons,Phrymaceae,Mimulus sookensis,Synonym,Erythranthe nasuta,,,,,14340,MIMSOO
Dicotyledons,Phrymaceae,Mimulus suksdorfii,Synonym,Erythranthe suksdorfii,,,,,2728,MIMSUK
Dicotyledons,Phrymaceae,Mimulus tilingii,Misapplied,Erythranthe caespitosa,,,,,14345,MIMTIL7ERYCAE
Dicotyledons,Phrymaceae,Mimulus tilingii,Synonym,Erythranthe tilingii,in part,,,,2730,MIMTIL7ERYTIL
Dicotyledons,Phrymaceae,Mimulus tilingii var. caespitosus,Synonym,Erythranthe caespitosa,,,,,14345,MIMTILCAE
Dicotyledons,Phrymaceae,Mimulus tilingii var. tilingii,Synonym,Erythranthe tilingii,,,,,2730,MIMTILTIL
Dicotyledons,Phrymaceae,Mimulus tricolor,Synonym,Diplacus tricolor,,,,,2733,MIMTRI
Dicotyledons,Phrymaceae,Mimulus washingtonensis,Synonym,Erythranthe washingtonensis,,,,,2734,MIMWAS
Dicotyledons,Phytolaccaceae,Phytolacca americana,Accepted,Phytolacca americana,,not naturalized,,,3021,PHYAME
Dicotyledons,Phytolaccaceae,Phytolacca americana var. americana,Synonym,Phytolacca americana,,,,,3021,PHYAMEAME
Dicotyledons,Plantaginaceae,Antirrhinum breweri,Synonym,Sairocarpus breweri,,,,,199,ANTBRE
Dicotyledons,Plantaginaceae,Antirrhinum kingii,Synonym,Sairocarpus kingii,,,,,216,ANTKIN
Dicotyledons,Plantaginaceae,Antirrhinum majus,Accepted,Antirrhinum majus,,not naturalized,,,222,ANTMAJ
Dicotyledons,Plantaginaceae,Antirrhinum orontium,Synonym,Misopates orontium,,,,,232,ANTORO
Dicotyledons,Plantaginaceae,Antirrhinum vexillo-calyculatum,Synonym,Sairocarpus breweri,,,,,199,ANTVEX
Dicotyledons,Plantaginaceae,Antirrhinum vexillocalyculatum ssp. breweri,Synonym,Sairocarpus breweri,orthographic variant,,,,199,ANTVEXBRE2
Dicotyledons,Plantaginaceae,Antirrhinum vexillo-calyculatum ssp. breweri,Synonym,Sairocarpus breweri,,,,,199,ANTVEXBRE
Dicotyledons,Plantaginaceae,Besseya rubra,Synonym,Veronica rubra,,,,,604,BESRUB
Dicotyledons,Plantaginaceae,Callitriche anceps,Synonym,Callitriche heterophylla var. heterophylla,,,,,812,CALANC
Dicotyledons,Plantaginaceae,Callitriche autumnalis,Synonym,Callitriche fassettii,,,,,810,CALAUT
Dicotyledons,Plantaginaceae,Callitriche bolanderi,Synonym,Callitriche heterophylla var. bolanderi,,,,,811,CALBOL
Dicotyledons,Plantaginaceae,Callitriche brutia,Accepted,Callitriche brutia,Bare species,naturalized,,,14492,CALBRU2
Dicotyledons,Plantaginaceae,Callitriche brutia var. hamulata,Accepted,Callitriche brutia var. hamulata,,naturalized,,,14435,CALBRUHAM
Dicotyledons,Plantaginaceae,Callitriche fassettii,Accepted,Callitriche fassettii,,native,,,810,CALFAS
Dicotyledons,Plantaginaceae,Callitriche hermaphroditica,Misapplied,Callitriche fassettii,,,,,810,CALHER
Dicotyledons,Plantaginaceae,Callitriche heterophylla,Accepted,Callitriche heterophylla,Bare species,native,,,9189,CALHET
Dicotyledons,Plantaginaceae,Callitriche heterophylla var. bolanderi,Accepted,Callitriche heterophylla var. bolanderi,,native,,,811,CALHETBOL
Dicotyledons,Plantaginaceae,Callitriche heterophylla var. heterophylla,Accepted,Callitriche heterophylla var. heterophylla,,native,,,812,CALHETHET
Dicotyledons,Plantaginaceae,Callitriche marginata,Accepted,Callitriche marginata,,native,,,861,CALMAR
Dicotyledons,Plantaginaceae,Callitriche palustris,Accepted,Callitriche palustris,,native,,,996,CALPAL2
Dicotyledons,Plantaginaceae,Callitriche stagnalis,Accepted,Callitriche stagnalis,,naturalized,,,974,CALSTA
Dicotyledons,Plantaginaceae,Callitriche stenoptera,Accepted,Callitriche stenoptera,,native,,,14436,CALSTE
Dicotyledons,Plantaginaceae,Callitriche trochlearis,Accepted,Callitriche trochlearis,,native,,,989,CALTRO
Dicotyledons,Plantaginaceae,Callitriche verna,Synonym,Callitriche palustris,,,,,996,CALVER
Dicotyledons,Plantaginaceae,Chaenorhinum minus,Accepted,Chaenorhinum minus,,naturalized,,,1089,CHAMIN
Dicotyledons,Plantaginaceae,Chaenorhinum minus ssp. minus,Synonym,Chaenorhinum minus,,,,,1089,CHAMINMIN
Dicotyledons,Plantaginaceae,Collinsia grandiflora,Accepted,Collinsia grandiflora,,native,,,1205,COLGRA2
Dicotyledons,Plantaginaceae,Collinsia greenei,Accepted,Collinsia greenei,,native,,,14723,COLGRE
Dicotyledons,Plantaginaceae,Collinsia latifolia,Accepted,Collinsia latifolia,,native,,,1248,COLLAT
Dicotyledons,Plantaginaceae,Collinsia linearis,Accepted,Collinsia linearis,,native,,,1211,COLLIN2
Dicotyledons,Plantaginaceae,Collinsia parviflora,Accepted,Collinsia parviflora,,native,,,1229,COLPAR
Dicotyledons,Plantaginaceae,Collinsia rattanii,Accepted,Collinsia rattanii,,native,,,1236,COLRAT
Dicotyledons,Plantaginaceae,Collinsia rattanii ssp. glandulosa,Synonym,Collinsia rattanii,,,,,1236,COLRATGLA
Dicotyledons,Plantaginaceae,Collinsia rattanii ssp. rattanii,Synonym,Collinsia rattanii,,,,,1236,COLRATRAT
Dicotyledons,Plantaginaceae,Collinsia rattanii var. linearis,Synonym,Collinsia linearis,,,,,1211,COLRATLIN
Dicotyledons,Plantaginaceae,Collinsia sparsiflora,Accepted,Collinsia sparsiflora,Bare species,native,,,9683,COLSPA
Dicotyledons,Plantaginaceae,Collinsia sparsiflora var. sparsiflora,Accepted,Collinsia sparsiflora var. sparsiflora,,native,,,13507,COLSPASPA
Dicotyledons,Plantaginaceae,Collinsia tinctoria,Accepted,Collinsia tinctoria,,native,,,14724,COLTIN2
Dicotyledons,Plantaginaceae,Collinsia torreyi,Synonym,Collinsia latifolia,,,,,1248,COLTOR
Dicotyledons,Plantaginaceae,Collinsia torreyi var. latifolia,Synonym,Collinsia latifolia,,,,,1248,COLTORLAT
Dicotyledons,Plantaginaceae,Cymbalaria muralis,Accepted,Cymbalaria muralis,,naturalized,,,1353,CYMMUR
Dicotyledons,Plantaginaceae,Digitalis purpurea,Accepted,Digitalis purpurea,,naturalized,,,1441,DIGPUR
Dicotyledons,Plantaginaceae,Gratiola ebracteata,Accepted,Gratiola ebracteata,,native,,,1965,GRAEBR
Dicotyledons,Plantaginaceae,Gratiola heterosepala,Accepted,Gratiola heterosepala,,native,,,1966,GRAHET
Dicotyledons,Plantaginaceae,Gratiola neglecta,Accepted,Gratiola neglecta,,native,,,1971,GRANEG
Dicotyledons,Plantaginaceae,Hippuris vulgaris,Accepted,Hippuris vulgaris,,native,,,2076,HIPVUL
Dicotyledons,Plantaginaceae,Keckiella lemmonii,Accepted,Keckiella lemmonii,,native,,,2974,KECLEM
Dicotyledons,Plantaginaceae,Kickxia elatine,Accepted,Kickxia elatine,,naturalized,,,2233,KICELA
Dicotyledons,Plantaginaceae,Kickxia spuria,Accepted,Kickxia spuria,,naturalized,,,2234,KICSPU
Dicotyledons,Plantaginaceae,Linaria canadensis,Misapplied,Nuttallanthus canadensis,,,,,2368,LINCAN
Dicotyledons,Plantaginaceae,Linaria canadensis var. canadensis,Misapplied,Nuttallanthus texanus,,,,,2369,LINCANCAN
Dicotyledons,Plantaginaceae,Linaria canadensis var. texana,Synonym,Nuttallanthus texanus,,,,,2369,LINCANTEX
Dicotyledons,Plantaginaceae,Linaria cymbalaria,Synonym,Cymbalaria muralis,,,,,1353,LINCYM
Dicotyledons,Plantaginaceae,Linaria dalmatica,Accepted,Linaria dalmatica,Bare species,naturalized,,,9970,LINDAL
Dicotyledons,Plantaginaceae,Linaria dalmatica ssp. dalmatica,Accepted,Linaria dalmatica ssp. dalmatica,,naturalized,,,2374,LINDALDAL
Dicotyledons,Plantaginaceae,Linaria genistifolia ssp. dalmatica,Synonym,Linaria dalmatica ssp. dalmatica,,,,,2374,LINGENDAL
Dicotyledons,Plantaginaceae,Linaria grandiflora,Accepted,Linaria grandiflora,,not naturalized,,,14772,LINGRA
Dicotyledons,Plantaginaceae,Linaria macedonica,Synonym,Linaria dalmatica ssp. dalmatica,,,,,2374,LINMAC
Dicotyledons,Plantaginaceae,Linaria maroccana,Accepted,Linaria maroccana,,naturalized,,,4869,LINMAR
Dicotyledons,Plantaginaceae,Linaria purpurea,Accepted,Linaria purpurea,,not naturalized,,,13794,LINPUR
Dicotyledons,Plantaginaceae,Linaria texana,Synonym,Nuttallanthus texanus,,,,,2369,LINTEX
Dicotyledons,Plantaginaceae,Linaria triornithophora,Accepted,Linaria triornithophora,,not naturalized,,,13938,LINTRI
Dicotyledons,Plantaginaceae,Linaria vulgaris,Accepted,Linaria vulgaris,,naturalized,,,2410,LINVUL
Dicotyledons,Plantaginaceae,Misopates orontium,Accepted,Misopates orontium,,naturalized,,,232,MISORO
Dicotyledons,Plantaginaceae,Nothochelone nemorosa,Accepted,Nothochelone nemorosa,,native,,,2826,NOTNEM
Dicotyledons,Plantaginaceae,Nuttallanthus canadensis,Accepted,Nuttallanthus canadensis,,not naturalized,,,2368,NUTCAN
Dicotyledons,Plantaginaceae,Nuttallanthus texanus,Accepted,Nuttallanthus texanus,,native,,,2369,NUTTEX
Dicotyledons,Plantaginaceae,Penstemon acuminatus,Accepted,Penstemon acuminatus,Bare species,native,,,9934,PENACU
Dicotyledons,Plantaginaceae,Penstemon acuminatus var. acuminatus,Accepted,Penstemon acuminatus var. acuminatus,,native,,,2920,PENACUACU
Dicotyledons,Plantaginaceae,Penstemon acuminatus var. latebracteatus,Accepted,Penstemon acuminatus var. latebracteatus,,native,,,4905,PENACULAT
Dicotyledons,Plantaginaceae,Penstemon anguineus,Accepted,Penstemon anguineus,,native,,,2922,PENANG
Dicotyledons,Plantaginaceae,Penstemon attenuatus,Accepted,Penstemon attenuatus,Bare species,native,,,9698,PENATT
Dicotyledons,Plantaginaceae,Penstemon attenuatus ssp. attenuatus,Synonym,Penstemon attenuatus var. attenuatus,,,,,2924,PENATTATT2
Dicotyledons,Plantaginaceae,Penstemon attenuatus ssp. palustris,Synonym,Penstemon attenuatus var. palustris,,,,,2925,PENATTPAL2
Dicotyledons,Plantaginaceae,Penstemon attenuatus var. attenuatus,Accepted,Penstemon attenuatus var. attenuatus,,native,,,2924,PENATTATT
Dicotyledons,Plantaginaceae,Penstemon attenuatus var. palustris,Accepted,Penstemon attenuatus var. palustris,,native,,,2925,PENATTPAL
Dicotyledons,Plantaginaceae,Penstemon azureus,Accepted,Penstemon azureus,Bare species,native,,,9966,PENAZU
Dicotyledons,Plantaginaceae,Penstemon azureus ssp. azureus,Synonym,Penstemon azureus var. azureus,,,,,2926,PENAZUAZU2
Dicotyledons,Plantaginaceae,Penstemon azureus var. azureus,Accepted,Penstemon azureus var. azureus,,native,,,2926,PENAZUAZU
Dicotyledons,Plantaginaceae,Penstemon azureus var. parvulus,Synonym,Penstemon parvulus,,,,,2927,PENAZUPAR
Dicotyledons,Plantaginaceae,Penstemon barrettiae,Accepted,Penstemon barrettiae,,native,,,2928,PENBAR
Dicotyledons,Plantaginaceae,Penstemon cardwellii,Accepted,Penstemon cardwellii,,native,,,2936,PENCAR
Dicotyledons,Plantaginaceae,Penstemon cinereus ssp. cinereus,Synonym,Penstemon humilis var. humilis,,,,,2971,PENCINCIN
Dicotyledons,Plantaginaceae,Penstemon cinereus ssp. foliatus,Synonym,Penstemon humilis var. humilis,,,,,2971,PENCINFOL
Dicotyledons,Plantaginaceae,Penstemon cinicola,Accepted,Penstemon cinicola,,native,,,2938,PENCIN
Dicotyledons,Plantaginaceae,Penstemon confertus,Accepted,Penstemon confertus,,native,,,2939,PENCON
Dicotyledons,Plantaginaceae,Penstemon curtiflorus,Accepted,Penstemon curtiflorus,,native,,,2998,PENCUR
Dicotyledons,Plantaginaceae,Penstemon cusickii,Accepted,Penstemon cusickii,,native,,,2941,PENCUS
Dicotyledons,Plantaginaceae,Penstemon davidsonii,Accepted,Penstemon davidsonii,Bare species,native,,,9699,PENDAV
Dicotyledons,Plantaginaceae,Penstemon davidsonii var. davidsonii,Accepted,Penstemon davidsonii var. davidsonii,,native,,,2942,PENDAVDAV
Dicotyledons,Plantaginaceae,Penstemon davidsonii var. menziesii,Accepted,Penstemon davidsonii var. menziesii,,native,,,2943,PENDAVMEN
Dicotyledons,Plantaginaceae,Penstemon davidsonii var. praeteritus,Accepted,Penstemon davidsonii var. praeteritus,,native,,,2944,PENDAVPRA
Dicotyledons,Plantaginaceae,Penstemon deustus,Accepted,Penstemon deustus,Bare species,native,,,9700,PENDEU
Dicotyledons,Plantaginaceae,Penstemon deustus ssp. deustus,Synonym,Penstemon deustus var. deustus,,,,,2946,PENDEUDEU2
Dicotyledons,Plantaginaceae,Penstemon deustus ssp. heterander,Synonym,Penstemon deustus var. pedicellatus,,,,,2947,PENDEUHET2
Dicotyledons,Plantaginaceae,Penstemon deustus var. deustus,Accepted,Penstemon deustus var. deustus,,native,,,2946,PENDEUDEU
Dicotyledons,Plantaginaceae,Penstemon deustus var. heterander,Synonym,Penstemon deustus var. pedicellatus,,,,,2947,PENDEUHET
Dicotyledons,Plantaginaceae,Penstemon deustus var. pedicellatus,Accepted,Penstemon deustus var. pedicellatus,,native,,,2947,PENDEUPED
Dicotyledons,Plantaginaceae,Penstemon deustus var. suffrutescens,Accepted,Penstemon deustus var. suffrutescens,,native,,,2948,PENDEUSUF
Dicotyledons,Plantaginaceae,Penstemon deustus var. variabilis,Accepted,Penstemon deustus var. variabilis,,native,,,2949,PENDEUVAR
Dicotyledons,Plantaginaceae,Penstemon eatonii,Accepted,Penstemon eatonii,,not naturalized,,,13952,PENEAT
Dicotyledons,Plantaginaceae,Penstemon eatonii var. eatonii,Synonym,Penstemon eatonii,,,,,13952,PENEATEAT
Dicotyledons,Plantaginaceae,Penstemon elegantulus,Accepted,Penstemon elegantulus,,native,,,2950,PENELE
Dicotyledons,Plantaginaceae,Penstemon eriantherus,Accepted,Penstemon eriantherus,Bare species,native,,,9701,PENERI
Dicotyledons,Plantaginaceae,Penstemon eriantherus var. argillosus,Accepted,Penstemon eriantherus var. argillosus,,native,,,2952,PENERIARG
Dicotyledons,Plantaginaceae,Penstemon eriantherus var. redactus,Accepted,Penstemon eriantherus var. redactus,,native,,,2953,PENERIRED
Dicotyledons,Plantaginaceae,Penstemon euglaucus,Accepted,Penstemon euglaucus,,native,,,2954,PENEUG
Dicotyledons,Plantaginaceae,Penstemon fruticosus,Accepted,Penstemon fruticosus,Bare species,native,,,9702,PENFRU
Dicotyledons,Plantaginaceae,Penstemon fruticosus ssp. fruticosus,Synonym,Penstemon fruticosus var. fruticosus,,,,,2955,PENFRUFRU2
Dicotyledons,Plantaginaceae,Penstemon fruticosus ssp. serratus,Synonym,Penstemon fruticosus var. serratus,,,,,2958,PENFRUSER2
Dicotyledons,Plantaginaceae,Penstemon fruticosus var. fruticosus,Accepted,Penstemon fruticosus var. fruticosus,,native,,,2955,PENFRUFRU
Dicotyledons,Plantaginaceae,Penstemon fruticosus var. serratus,Accepted,Penstemon fruticosus var. serratus,,native,,,2958,PENFRUSER
Dicotyledons,Plantaginaceae,Penstemon gairdneri,Accepted,Penstemon gairdneri,Bare species,native,,,9703,PENGAI
Dicotyledons,Plantaginaceae,Penstemon gairdneri ssp. gairdneri,Synonym,Penstemon gairdneri var. gairdneri,,,,,2960,PENGAIGAI2
Dicotyledons,Plantaginaceae,Penstemon gairdneri ssp. oreganus,Synonym,Penstemon gairdneri var. oreganus,,,,,2961,PENGAIORE2
Dicotyledons,Plantaginaceae,Penstemon gairdneri var. gairdneri,Accepted,Penstemon gairdneri var. gairdneri,,native,,,2960,PENGAIGAI
Dicotyledons,Plantaginaceae,Penstemon gairdneri var. oreganus,Accepted,Penstemon gairdneri var. oreganus,,native,,,2961,PENGAIORE
Dicotyledons,Plantaginaceae,Penstemon glandulosus,Accepted,Penstemon glandulosus,Bare species,native,,,13914,PENGLA
Dicotyledons,Plantaginaceae,Penstemon glandulosus ssp. glandulosus,Synonym,Penstemon glandulosus var. glandulosus,,,,,2965,PENGLAGLA2
Dicotyledons,Plantaginaceae,Penstemon glandulosus var. chelanensis,Accepted,Penstemon glandulosus var. chelanensis,,native,,,11754,PENGLACHE
Dicotyledons,Plantaginaceae,Penstemon glandulosus var. glandulosus,Accepted,Penstemon glandulosus var. glandulosus,,native,,,2965,PENGLAGLA
Dicotyledons,Plantaginaceae,Penstemon glaucinus,Accepted,Penstemon glaucinus,,native,,,2964,PENGLA2
Dicotyledons,Plantaginaceae,Penstemon globosus,Accepted,Penstemon globosus,,native,,,2962,PENGLO
Dicotyledons,Plantaginaceae,Penstemon gracilentus,Accepted,Penstemon gracilentus,,native,,,2967,PENGRA
Dicotyledons,Plantaginaceae,Penstemon hesperius,Accepted,Penstemon hesperius,,native,,,14853,PENHES
Dicotyledons,Plantaginaceae,Penstemon humilis,Accepted,Penstemon humilis,Bare species,native,,,9705,PENHUM
Dicotyledons,Plantaginaceae,Penstemon humilis var. humilis,Accepted,Penstemon humilis var. humilis,,native,,,2971,PENHUMHUM
Dicotyledons,Plantaginaceae,Penstemon janishiae,Accepted,Penstemon janishiae,,native,,,2972,PENJAN
Dicotyledons,Plantaginaceae,Penstemon kingii,Accepted,Penstemon kingii,,native,,,4568,PENKIN
Dicotyledons,Plantaginaceae,Penstemon laetus,Accepted,Penstemon laetus,Bare species,native,,,9706,PENLAE
Dicotyledons,Plantaginaceae,Penstemon laetus ssp. roezlii,Synonym,Penstemon roezlii,,,,,3001,PENLAEROE2
Dicotyledons,Plantaginaceae,Penstemon laetus ssp. sagittatus,Synonym,Penstemon laetus var. sagittatus,,,,,2973,PENLAESAG2
Dicotyledons,Plantaginaceae,Penstemon laetus var. roezlii,Synonym,Penstemon roezlii,,,,,3001,PENLAEROE
Dicotyledons,Plantaginaceae,Penstemon laetus var. sagittatus,Accepted,Penstemon laetus var. sagittatus,,native,,,2973,PENLAESAG
Dicotyledons,Plantaginaceae,Penstemon lemmonii,Synonym,Keckiella lemmonii,,,,,2974,PENLEM
Dicotyledons,Plantaginaceae,Penstemon menziesii ssp. davidsonii,Synonym,Penstemon davidsonii var. davidsonii,,,,,2942,PENMENDAV
Dicotyledons,Plantaginaceae,Penstemon menziesii ssp. menziesii,Synonym,Penstemon davidsonii var. menziesii,,,,,2943,PENMENMEN
Dicotyledons,Plantaginaceae,Penstemon miser,Accepted,Penstemon miser,,native,,,2977,PENMIS
Dicotyledons,Plantaginaceae,Penstemon nemorosus,Synonym,Nothochelone nemorosa,,,,,2826,PENNEM
Dicotyledons,Plantaginaceae,Penstemon newberryi,Accepted,Penstemon newberryi,Bare species,native,,,9707,PENNEW
Dicotyledons,Plantaginaceae,Penstemon newberryi ssp. berryi,Synonym,Penstemon newberryi var. berryi,,,,,2979,PENNEWBER2
Dicotyledons,Plantaginaceae,Penstemon newberryi var. berryi,Accepted,Penstemon newberryi var. berryi,,native,,,2979,PENNEWBER
Dicotyledons,Plantaginaceae,Penstemon oreocharis,Synonym,Penstemon rydbergii var. oreocharis,,,,,3003,PENORE
Dicotyledons,Plantaginaceae,Penstemon ovatus,Accepted,Penstemon ovatus,,native,,,2982,PENOVA
Dicotyledons,Plantaginaceae,Penstemon palmeri,Accepted,Penstemon palmeri,Bare species,not naturalized,,,12984,PENPAL
Dicotyledons,Plantaginaceae,Penstemon palmeri var. palmeri,Accepted,Penstemon palmeri var. palmeri,,uncertain,,,12983,PENPALPAL
Dicotyledons,Plantaginaceae,Penstemon parvulus,Accepted,Penstemon parvulus,,native,,,2927,PENPAR
Dicotyledons,Plantaginaceae,Penstemon payettensis,Accepted,Penstemon payettensis,,native,,,2984,PENPAY
Dicotyledons,Plantaginaceae,Penstemon peckii,Accepted,Penstemon peckii,,native,,,2987,PENPEC
Dicotyledons,Plantaginaceae,Penstemon pennellianus,Accepted,Penstemon pennellianus,,native,,,2988,PENPEN
Dicotyledons,Plantaginaceae,Penstemon perpulcher,Accepted,Penstemon perpulcher,,native,,,4567,PENPER
Dicotyledons,Plantaginaceae,Penstemon pratensis,Accepted,Penstemon pratensis,,native,,,2989,PENPRA
Dicotyledons,Plantaginaceae,Penstemon procerus,Accepted,Penstemon procerus,Bare species,native,,,9708,PENPRO
Dicotyledons,Plantaginaceae,Penstemon procerus var. brachyanthus,Accepted,Penstemon procerus var. brachyanthus,,native,,,2990,PENPROBRA
Dicotyledons,Plantaginaceae,Penstemon procerus var. formosus,Accepted,Penstemon procerus var. formosus,,native,,,2991,PENPROFOR
Dicotyledons,Plantaginaceae,Penstemon procerus var. procerus,Accepted,Penstemon procerus var. procerus,,native,,,2992,PENPROPRO
Dicotyledons,Plantaginaceae,Penstemon rattanii,Accepted,Penstemon rattanii,Bare species,native,,,9709,PENRAT
Dicotyledons,Plantaginaceae,Penstemon rattanii ssp. rattanii,Synonym,Penstemon rattanii var. rattanii,,,,,2994,PENRATRAT2
Dicotyledons,Plantaginaceae,Penstemon rattanii var. rattanii,Accepted,Penstemon rattanii var. rattanii,,native,,,2994,PENRATRAT
Dicotyledons,Plantaginaceae,Penstemon richardsonii,Accepted,Penstemon richardsonii,Bare species,native,,,9710,PENRIC
Dicotyledons,Plantaginaceae,Penstemon richardsonii var. curtiflorus,Synonym,Penstemon curtiflorus,,,,,2998,PENRICCUR
Dicotyledons,Plantaginaceae,Penstemon richardsonii var. dentatus,Accepted,Penstemon richardsonii var. dentatus,,native,,,2999,PENRICDEN
Dicotyledons,Plantaginaceae,Penstemon richardsonii var. richardsonii,Accepted,Penstemon richardsonii var. richardsonii,,native,,,3000,PENRICRIC
Dicotyledons,Plantaginaceae,Penstemon roezlii,Accepted,Penstemon roezlii,,native,,,3001,PENROE
Dicotyledons,Plantaginaceae,Penstemon rupicola,Accepted,Penstemon rupicola,,native,,,3002,PENRUP
Dicotyledons,Plantaginaceae,Penstemon rydbergii,Accepted,Penstemon rydbergii,Bare species,native,,,9711,PENRYD
Dicotyledons,Plantaginaceae,Penstemon rydbergii var. oreocharis,Accepted,Penstemon rydbergii var. oreocharis,,native,,,3003,PENRYDORE
Dicotyledons,Plantaginaceae,Penstemon rydbergii var. rydbergii,Accepted,Penstemon rydbergii var. rydbergii,,native,,,4906,PENRYDRYD
Dicotyledons,Plantaginaceae,Penstemon rydbergii var. varians,Synonym,Penstemon rydbergii var. rydbergii,,,,,4906,PENRYDVAR
Dicotyledons,Plantaginaceae,Penstemon seorsus,Accepted,Penstemon seorsus,,native,,,3007,PENSEO
Dicotyledons,Plantaginaceae,Penstemon serrulatus,Accepted,Penstemon serrulatus,,native,,,3004,PENSER
Dicotyledons,Plantaginaceae,Penstemon spathulatus,Synonym,Penstemon spatulatus,orthographic variant,,,,3012,PENSPA2
Dicotyledons,Plantaginaceae,Penstemon spatulatus,Accepted,Penstemon spatulatus,,native,,,3012,PENSPA
Dicotyledons,Plantaginaceae,Penstemon speciosus,Accepted,Penstemon speciosus,,native,,,3011,PENSPE
Dicotyledons,Plantaginaceae,Penstemon subserratus,Accepted,Penstemon subserratus,,native,,,3013,PENSUB
Dicotyledons,Plantaginaceae,Penstemon tolmiei ssp. brachyanthus,Synonym,Penstemon procerus var. brachyanthus,,,,,2990,PENTOLBRA
Dicotyledons,Plantaginaceae,Penstemon tolmiei ssp. formosus,Synonym,Penstemon procerus var. formosus,,,,,2991,PENTOLFOR
Dicotyledons,Plantaginaceae,Penstemon triphyllus,Accepted,Penstemon triphyllus,Bare species,native,,,14800,PENTRI
Dicotyledons,Plantaginaceae,Penstemon triphyllus var. infernalis,Accepted,Penstemon triphyllus var. infernalis,,native,,,3014,PENTRIINF
